estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters
114348,7016,21798.21,1,0,0,0,1,1,1,1,0,0,21383.45,0.0,0.0,0.0,32075.17,32075.17
127256,38154,21191.78,1,0,0,1,1,1,0,1,0,0,16977.56,0.0,0.0,11318.37,26409.53,13204.77
167941,12694,29102.27,1,0,1,0,1,0,1,1,1,0,31536.18,0.0,21024.12,0.0,73584.43,0.0
57916,10083,15038.78,0,1,1,0,0,1,1,0,1,1,0.0,4099.28,5465.7,0.0,0.0,21862.81
130032,35935,5575.73,1,0,0,1,1,1,0,0,1,1,22130.32,0.0,0.0,14753.55,20654.96,30982.44
110272,9066,448.46,0,1,0,0,1,1,1,1,1,1,0.0,12594.69,0.0,0.0,70530.28,17632.57
82233,22043,6735.66,0,1,1,0,1,1,1,0,1,0,0.0,6681.79,8909.06,0.0,21636.28,16227.21
147484,33413,10934.24,1,0,0,1,1,1,1,0,0,0,25784.19,0.0,0.0,17189.46,45122.33,15040.78
152675,24391,10767.56,0,1,0,0,0,1,0,1,0,1,0.0,14689.56,0.0,0.0,0.0,58758.22
153837,10177,30679.57,1,0,0,1,1,1,0,1,1,0,28245.11,0.0,0.0,18830.07,52724.2,13181.05
138244,31158,26585.28,1,0,1,1,1,1,1,1,0,1,20125.18,0.0,13416.79,13416.79,26833.57,6708.39
54285,11987,8433.15,0,0,1,0,1,1,1,1,1,1,0.0,0.0,5644.14,0.0,18813.81,9406.9
80866,20830,17979.47,1,0,1,1,1,0,1,0,0,1,10514.13,0.0,7009.42,7009.42,17523.55,0.0
52685,5779,10811.13,0,1,1,0,0,1,1,0,0,1,0.0,4511.86,6015.81,0.0,0.0,24063.25
172806,12364,30954.2,1,0,0,0,0,1,1,1,0,1,32371.95,0.0,0.0,0.0,0.0,86325.2
68038,19329,8296.77,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0
153736,32088,31124.83,0,1,1,1,1,0,1,1,1,0,0.0,11315.4,15087.19,15087.19,49033.38,0.0
147931,44078,29699.47,1,0,1,1,0,0,1,1,1,1,37076.76,0.0,12358.92,12358.92,0.0,0.0
183565,21370,30659.27,1,0,0,1,1,1,0,1,0,0,32883.93,0.0,0.0,21922.62,38364.59,38364.59
153769,38949,18438.74,0,0,1,1,0,0,0,1,0,0,0.0,0.0,80317.72,16063.54,0.0,0.0
145255,25968,1805.4,1,0,0,0,1,0,0,0,1,0,29370.4,0.0,0.0,0.0,88111.2,0.0
95584,11489,21916.77,1,0,0,1,0,1,1,1,1,0,14348.82,0.0,0.0,9565.88,0.0,38263.53
177510,41846,25349.87,0,0,1,1,1,1,1,0,1,0,0.0,0.0,18385.69,18385.69,49028.5,24514.25
92107,9569,24059.48,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,9746.42,24366.05,24366.05
190347,49182,13657.75,1,0,0,1,1,0,1,0,0,1,31876.81,0.0,0.0,21251.21,74379.23,0.0
143611,33554,16327.0,1,0,1,1,1,1,0,1,1,0,23432.5,0.0,15621.67,15621.67,26036.11,13018.06
123824,12325,33097.61,1,0,1,0,1,1,0,0,1,0,19600.35,0.0,13066.9,0.0,22867.07,22867.07
105906,23660,25540.9,0,0,1,0,1,0,1,1,0,1,0.0,0.0,9450.85,0.0,47254.25,0.0
122056,2651,2320.07,1,0,1,0,0,1,1,0,1,1,27019.6,0.0,18013.07,0.0,0.0,72052.26
50821,13960,5971.15,1,0,0,0,1,1,1,1,0,1,7722.46,0.0,0.0,0.0,13238.51,9928.88
78657,10745,15281.82,0,0,1,0,1,1,1,1,0,1,0.0,0.0,8771.7,0.0,32893.86,10964.62
112002,25005,24575.36,1,0,1,1,0,1,1,1,1,0,12484.33,0.0,8322.89,8322.89,0.0,33291.54
152585,12750,21594.53,0,0,1,1,1,0,0,1,0,0,0.0,0.0,19706.74,19706.74,78826.98,0.0
140380,41323,4897.66,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,62772.89
56869,16158,9311.54,1,0,0,0,0,0,0,1,0,1,15699.73,0.0,0.0,0.0,0.0,0.0
130996,10254,23268.46,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,16245.59,54151.97,27075.98
120186,31431,25805.48,1,0,0,0,1,1,1,1,1,1,15737.38,0.0,0.0,0.0,18884.86,28327.28
74471,13838,5536.53,1,0,1,0,1,0,0,0,1,0,13774.12,0.0,9182.74,0.0,32139.61,0.0
105564,23529,19866.52,1,0,0,1,1,1,1,1,0,0,15542.12,0.0,0.0,10361.41,24176.63,12088.32
143890,2059,31051.33,1,0,1,0,1,1,1,0,1,0,27694.92,0.0,18463.28,0.0,55389.83,9231.64
126669,19024,23302.96,0,1,1,0,0,1,0,1,0,1,0.0,10542.76,14057.01,0.0,0.0,56228.03
99935,5216,8923.92,1,0,0,1,0,0,1,0,1,0,42897.54,0.0,0.0,14299.18,0.0,0.0
100874,14718,26144.81,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,10001.86,20003.73,30005.6
156966,39227,25305.67,0,0,0,1,1,0,0,1,1,0,0.0,0.0,0.0,15405.56,77027.78,0.0
55901,7761,2613.04,1,0,1,0,1,1,1,1,0,0,11381.74,0.0,7587.83,0.0,17704.93,8852.46
84282,20250,6928.77,1,0,1,0,1,1,0,1,1,0,14275.81,0.0,9517.2,0.0,22206.81,11103.41
126682,32273,24324.96,1,0,0,0,1,0,0,1,1,0,17521.01,0.0,0.0,0.0,52563.03,0.0
111955,20375,19302.83,0,0,1,0,0,0,1,0,1,1,0.0,0.0,12046.19,0.0,0.0,0.0
142342,17498,5162.31,0,0,1,0,1,1,1,1,0,1,0.0,0.0,19946.95,0.0,66489.83,33244.91
76484,21921,13457.73,1,0,0,1,1,0,1,1,0,1,10276.32,0.0,0.0,6850.88,23978.07,0.0
51809,3187,6801.21,0,1,0,0,0,1,0,1,1,1,0.0,5227.6,0.0,0.0,0.0,27880.53
173252,39126,6759.51,1,0,0,0,0,1,1,1,1,0,31841.62,0.0,0.0,0.0,0.0,63683.25
120691,8085,14484.15,1,0,0,1,1,1,0,1,0,1,24530.46,0.0,0.0,16353.64,49060.93,8176.82
163868,30564,27413.68,0,0,1,1,1,1,1,1,1,1,0.0,0.0,17648.39,17648.39,47062.36,23531.18
154253,15918,35418.68,1,0,0,0,1,1,1,0,0,0,25729.08,0.0,0.0,0.0,51458.16,25729.08
103911,30322,2677.45,0,1,0,1,1,1,1,1,1,1,0.0,8863.94,0.0,11818.59,20091.61,30137.41
142344,11669,4703.99,1,0,0,0,1,1,1,0,0,1,31492.75,0.0,0.0,0.0,47239.13,47239.13
182271,5873,10194.27,1,0,0,0,1,0,1,1,0,1,41550.93,0.0,0.0,0.0,124652.8,0.0
65649,8883,18392.85,0,0,1,0,1,1,1,1,0,0,0.0,0.0,6395.52,0.0,23983.22,7994.41
121340,8278,32549.39,0,1,1,0,1,1,0,0,1,0,0.0,10064.08,13418.77,0.0,38019.84,19009.92
76272,1899,16656.95,1,0,1,1,1,0,1,1,1,1,14429.01,0.0,9619.34,9619.34,24048.35,0.0
113685,6266,1693.05,1,0,1,1,1,1,1,1,1,0,26431.49,0.0,17620.99,17620.99,22026.24,22026.24
136986,3154,43634.02,1,0,0,0,1,0,0,1,1,0,22549.5,0.0,0.0,0.0,67648.49,0.0
150587,26208,37832.15,0,0,1,0,0,0,1,1,1,0,0.0,0.0,14424.48,0.0,0.0,0.0
154331,11684,5898.55,1,0,0,0,1,1,0,1,1,1,34187.11,0.0,0.0,0.0,76921.0,25640.33
171240,3514,45945.31,1,0,0,1,0,1,1,0,1,0,28103.24,0.0,0.0,18735.49,0.0,74941.96
118564,24178,26063.34,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,45548.44,22774.22
176672,10851,44075.17,1,0,0,1,1,1,1,1,0,1,30436.46,0.0,0.0,20290.97,35509.2,35509.2
186102,4736,15796.77,1,0,0,1,1,0,0,0,1,1,41392.31,0.0,0.0,27594.87,96582.05,0.0
63336,14799,8161.91,0,1,1,0,1,0,1,1,0,1,0.0,5046.89,6729.18,0.0,28599.02,0.0
110042,8156,33475.04,0,0,1,0,1,1,0,1,1,0,0.0,0.0,11401.83,0.0,32576.65,24432.49
124901,2116,18840.09,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,17324.15,49497.58,37123.18
144099,11299,11051.51,1,0,1,0,1,1,0,1,0,1,30437.12,0.0,20291.42,0.0,35509.98,35509.98
162777,26276,13785.89,0,0,1,0,1,1,1,1,0,0,0.0,0.0,20452.52,0.0,51131.3,51131.3
95419,13812,3815.64,1,0,0,0,1,1,0,1,0,0,19447.84,0.0,0.0,0.0,43757.64,14585.88
146119,37100,35730.12,1,0,1,0,1,1,1,1,0,0,18322.22,0.0,12214.81,0.0,34201.48,8550.37
102147,27168,23754.09,0,0,1,1,1,1,0,0,1,0,0.0,0.0,8537.49,8537.49,27319.95,6829.99
131282,8434,23460.39,1,0,1,1,1,1,0,1,0,0,24846.9,0.0,16564.6,16564.6,16564.6,24846.9
170805,14701,19440.39,1,0,1,1,1,1,0,0,1,1,34165.9,0.0,22777.27,22777.27,42707.38,14235.79
105498,12378,13740.84,0,1,0,0,1,1,1,0,0,0,0.0,9922.4,0.0,0.0,46304.51,23152.26
108654,26694,21758.39,1,0,1,1,1,1,1,1,1,1,15050.4,0.0,10033.6,10033.6,20067.2,5016.8
94121,7473,28685.77,1,0,0,0,1,0,1,0,0,0,14490.56,0.0,0.0,0.0,43471.67,0.0
139617,53,9891.19,0,0,0,0,1,1,1,0,1,1,0.0,0.0,0.0,0.0,51869.12,77803.69
154749,42407,8398.28,0,0,1,0,0,1,1,1,1,1,0.0,0.0,17323.95,0.0,0.0,69295.81
63095,2643,18998.32,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,6908.95,23029.82,11514.91
85633,18280,22202.34,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,7525.11,28219.16,9406.39
52479,10220,4106.48,0,0,0,1,1,1,0,0,1,0,0.0,0.0,0.0,6358.75,21195.84,10597.92
154608,42220,28477.91,1,0,1,1,0,1,1,0,1,1,16782.02,0.0,11188.01,11188.01,0.0,44752.05
115560,2060,2820.17,0,1,0,0,1,0,1,0,1,0,0.0,13834.98,0.0,0.0,96844.85,0.0
104028,26222,14875.57,1,0,1,1,0,1,0,1,1,1,12586.09,0.0,8390.72,8390.72,0.0,33562.9
135322,17356,22506.86,0,1,1,1,0,1,1,0,1,1,0.0,10606.57,14142.09,14142.09,0.0,56568.38
134998,16502,143.35,1,0,0,1,0,1,0,0,1,1,27312.15,0.0,0.0,18208.1,0.0,72832.4
189652,11579,4006.11,1,0,0,0,1,1,0,1,0,0,43516.72,0.0,0.0,0.0,87033.45,43516.72
78661,18671,3046.66,1,0,1,0,0,1,0,0,0,0,13140.77,0.0,8760.51,0.0,0.0,35042.06
82493,10166,20947.56,1,0,1,0,0,1,1,1,0,1,12844.86,0.0,8563.24,0.0,0.0,25689.72
82742,23737,2850.12,1,0,0,1,1,0,1,1,0,1,14038.72,0.0,0.0,9359.15,32757.01,0.0
171012,28224,29844.72,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,84707.46,28235.82
149742,4692,17848.74,0,1,1,1,1,1,1,0,0,1,0.0,15900.16,21200.21,21200.21,51675.51,17225.17
115616,3766,36490.43,0,0,1,0,1,0,1,0,0,1,0.0,0.0,12559.93,0.0,62799.64,0.0
57428,110,18040.82,1,0,1,0,1,1,0,0,1,0,9819.3,0.0,6546.2,0.0,11455.84,11455.84
176563,25397,1886.78,0,0,1,0,1,1,0,1,1,0,0.0,0.0,24879.87,0.0,99519.48,24879.87
83000,11529,6906.44,1,0,0,0,1,0,0,1,1,0,16141.14,0.0,0.0,0.0,48423.42,0.0
183324,14117,13782.56,0,1,1,0,1,0,1,1,0,0,0.0,19428.06,25904.07,0.0,110092.31,0.0
133168,21189,1305.21,1,0,1,1,1,1,1,1,0,0,27668.45,0.0,18445.63,18445.63,39526.35,6587.73
107665,17008,19765.25,1,0,0,1,1,1,1,0,1,1,17722.94,0.0,0.0,11815.29,27569.01,13784.51
86586,23232,8719.82,1,0,1,0,0,0,1,0,0,0,27317.09,0.0,9105.7,0.0,0.0,0.0
151289,28035,37334.78,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,14319.87,57279.48,14319.87
193390,52493,26950.5,1,0,0,1,0,0,1,1,1,0,56973.25,0.0,0.0,18991.08,0.0,0.0
163494,2437,23470.3,0,1,0,0,1,1,0,1,0,0,0.0,17198.34,0.0,0.0,80258.91,40129.45
188755,7317,14008.51,0,0,1,0,1,1,1,1,0,1,0.0,0.0,27904.91,0.0,93016.38,46508.19
138982,37217,16414.28,0,0,1,0,1,1,1,1,0,1,0.0,0.0,14225.12,0.0,53344.2,17781.4
70188,18262,13092.55,1,0,1,0,1,1,0,1,1,1,9708.36,0.0,6472.24,0.0,15101.9,7550.95
157090,26658,41494.39,1,0,1,0,0,1,1,0,0,1,20524.06,0.0,13682.71,0.0,0.0,54730.84
77215,6367,18309.49,1,0,1,0,1,1,1,1,1,0,13134.63,0.0,8756.42,0.0,20431.64,10215.82
191843,25056,35373.19,0,0,0,0,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,65706.9
97316,26587,3258.34,0,0,1,1,0,1,0,0,0,0,0.0,0.0,11245.11,11245.11,0.0,44980.44
72146,11422,4965.5,1,0,1,1,1,1,1,0,0,1,13939.62,0.0,9293.08,9293.08,15488.47,7744.24
51723,6070,13337.22,1,0,0,0,0,1,1,1,0,1,8078.94,0.0,0.0,0.0,0.0,21543.85
55646,1961,5608.28,1,0,0,1,0,1,0,0,0,1,11094.63,0.0,0.0,7396.42,0.0,29585.67
104047,27013,7229.89,1,0,0,0,1,1,1,0,1,0,17451.03,0.0,0.0,0.0,44874.07,7479.01
125097,1434,36257.77,1,0,1,0,1,1,0,1,1,0,21851.31,0.0,14567.54,0.0,33990.92,16995.46
188673,54691,42441.11,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,68655.67,22885.22
67475,1049,10800.39,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.0,0.0,41719.21,13906.4
137039,40389,9329.86,1,0,1,1,1,1,1,1,1,0,21830.03,0.0,14553.36,14553.36,24255.59,12127.8
162224,31913,18599.33,0,1,1,0,1,1,1,0,1,0,0.0,13963.96,18618.61,0.0,59346.82,19782.27
71908,13513,12886.8,1,0,0,1,1,0,0,1,1,0,11377.05,0.0,0.0,7584.7,26546.45,0.0
153797,40086,37702.09,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,38004.46
131617,31205,7035.62,0,0,1,0,1,1,0,0,0,0,0.0,0.0,15562.73,0.0,38906.83,38906.83
130382,3075,15301.69,1,0,0,0,0,1,0,0,0,1,28001.33,0.0,0.0,0.0,0.0,56002.65
122299,32555,11240.73,1,0,1,1,0,1,1,0,0,0,15700.65,0.0,10467.1,10467.1,0.0,41868.41
168775,34487,27760.23,0,1,1,0,1,1,0,0,0,0,0.0,13315.97,17754.63,0.0,60365.74,15091.43
162622,24420,11011.2,1,0,1,0,1,1,0,1,0,1,31797.7,0.0,21198.47,0.0,49463.09,24731.54
93084,14487,7051.53,1,0,1,0,1,0,1,1,0,0,17886.37,0.0,11924.24,0.0,41734.86,0.0
127734,30727,29639.88,0,1,1,1,1,1,1,1,0,0,0.0,8420.89,11227.85,11227.85,24327.02,12163.51
101708,26420,7953.34,1,0,0,0,0,1,1,1,1,1,16833.67,0.0,0.0,0.0,0.0,33667.33
168277,47855,31067.46,1,0,0,0,1,1,1,0,1,0,22338.64,0.0,0.0,0.0,26806.36,40209.54
195422,40387,48881.19,1,0,1,1,1,1,1,1,1,0,26538.45,0.0,17692.3,17692.3,33173.07,11057.69
131290,33076,9230.58,1,0,1,1,0,1,0,1,1,0,20534.64,0.0,13689.76,13689.76,0.0,41069.27
189986,24672,39616.61,1,0,0,0,0,1,1,0,0,1,31424.35,0.0,0.0,0.0,0.0,62848.69
164349,40953,23566.02,0,0,1,1,1,1,0,1,0,1,0.0,0.0,16638.33,16638.33,49914.99,16638.33
103963,26779,757.1,1,0,0,0,1,1,0,1,1,1,19106.72,0.0,0.0,0.0,32754.39,24565.79
125894,22456,18044.7,1,0,0,0,1,1,1,0,0,0,21348.33,0.0,0.0,0.0,51235.98,12809.0
71422,2875,10927.81,1,0,1,0,1,1,0,1,0,0,14404.8,0.0,9603.2,0.0,25208.4,8402.8
129608,31810,12120.73,1,0,1,0,1,1,0,1,0,0,21419.32,0.0,14279.55,0.0,42838.64,7139.77
76214,709,3381.38,0,1,1,1,1,1,0,1,1,0,0.0,9015.45,12020.6,12020.6,33485.97,5580.99
114740,27327,25890.3,0,1,0,0,1,1,0,1,0,0,0.0,7690.34,0.0,0.0,35888.24,17944.12
171887,43212,230.16,0,0,0,0,1,0,1,1,1,0,0.0,0.0,0.0,0.0,128444.84,0.0
101464,30305,394.57,0,0,1,1,1,1,1,1,1,0,0.0,0.0,11794.07,11794.07,31450.86,15725.43
168480,38633,29054.97,1,0,1,0,1,1,1,1,0,0,25198.01,0.0,16798.67,0.0,39196.9,19598.45
137100,30512,23995.16,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,13765.47,51620.53,17206.84
130051,1379,26189.54,1,0,1,0,0,1,1,0,1,1,23649.8,0.0,15766.53,0.0,0.0,63066.13
119137,34575,25405.06,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,9859.49,32864.97,16432.48
104775,20596,19739.48,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,64439.52,0.0
133167,33274,11618.93,0,0,1,1,0,0,0,1,0,1,0.0,0.0,73561.73,14712.35,0.0,0.0
118709,6943,24528.44,0,1,1,1,0,0,1,0,0,1,0.0,21809.39,14539.59,14539.59,0.0,0.0
110936,17190,12919.05,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,13471.16,44903.86,22451.93
169508,29946,9541.35,1,0,1,1,1,1,1,1,1,0,32505.16,0.0,21670.11,21670.11,27087.64,27087.64
59706,12371,3848.27,1,0,0,0,1,1,1,0,1,0,10871.68,0.0,0.0,0.0,16307.52,16307.52
184093,39863,21915.1,0,0,0,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,81543.27,40771.63
107557,7300,14921.96,0,0,1,1,1,1,1,0,1,0,0.0,0.0,14222.51,14222.51,37926.68,18963.34
62350,319,5221.63,0,1,1,0,1,1,1,0,0,1,0.0,7101.17,9468.23,0.0,22994.27,17245.7
93275,27589,3754.36,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,10321.94,25804.85,25804.85
153588,6110,45037.92,0,1,0,0,1,1,1,1,1,0,0.0,12805.01,0.0,0.0,59756.71,29878.36
191504,53118,22196.97,1,0,0,0,0,1,0,1,1,0,29047.26,0.0,0.0,0.0,0.0,77459.35
97602,6068,16707.22,1,0,1,1,1,1,1,1,0,1,18706.69,0.0,12471.13,12471.13,20785.22,10392.61
169523,39985,24857.06,0,0,1,0,1,1,1,0,0,0,0.0,0.0,17446.82,0.0,58156.08,29078.04
183635,41167,40410.29,0,0,1,1,0,1,0,0,0,0,0.0,0.0,17009.62,17009.62,0.0,68038.47
159105,4782,23641.19,0,0,0,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,87121.21
173907,25497,38941.19,1,0,1,0,0,0,1,1,1,0,54734.4,0.0,18244.8,0.0,0.0,0.0
78054,12229,15933.78,0,0,1,0,1,1,1,1,1,1,0.0,0.0,8315.2,0.0,27717.34,13858.67
86473,22865,4634.21,1,0,1,1,1,1,1,1,0,1,14743.45,0.0,9828.97,9828.97,16381.61,8190.8
155252,28896,2907.22,0,0,1,1,1,1,1,1,1,1,0.0,0.0,20574.8,20574.8,54866.12,27433.06
86258,17794,3195.13,0,0,0,1,1,1,0,1,1,1,0.0,0.0,0.0,10878.15,43512.58,10878.15
185241,53977,7280.46,0,0,1,0,1,1,1,1,1,1,0.0,0.0,20663.92,0.0,88559.67,14759.95
168943,5748,38440.63,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,83169.58,41584.79
152204,25528,28516.98,1,0,1,1,1,1,1,1,1,0,24539.76,0.0,16359.84,16359.84,27266.39,13633.2
153126,11019,19753.38,0,0,1,1,1,1,0,1,1,0,0.0,0.0,20392.27,20392.27,54379.39,27189.69
156387,16375,9527.14,0,1,1,0,1,1,1,1,1,0,0.0,16310.61,21747.48,0.0,46213.39,46213.39
91504,8773,14663.87,1,0,1,1,1,1,0,0,0,1,17016.78,0.0,11344.52,11344.52,16206.46,12154.84
55081,6492,14116.86,1,0,0,1,1,1,0,1,1,1,8618.03,0.0,0.0,5745.36,11490.71,8618.03
121036,4403,38442.96,0,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,13031.67,43438.91,21719.46
153505,36839,8826.75,1,0,0,1,1,1,0,0,0,1,26959.81,0.0,0.0,17973.21,41937.49,20968.74
88802,12151,23572.41,0,1,1,0,1,1,1,1,0,1,0.0,6634.82,8846.43,0.0,28198.0,9399.33
193389,23799,47950.95,0,0,0,1,1,1,0,0,1,1,0.0,0.0,0.0,20273.17,40546.35,60819.52
191975,18796,22605.4,0,0,1,1,1,1,1,1,0,0,0.0,0.0,25095.6,25095.6,80305.92,20076.48
92961,15207,1424.28,0,0,1,0,1,1,1,1,0,0,0.0,0.0,12721.62,0.0,50886.48,12721.62
81188,8783,1201.43,0,0,1,1,1,0,1,0,1,0,0.0,0.0,11867.26,11867.26,47469.05,0.0
106226,26216,9494.87,1,0,0,0,1,0,1,0,0,1,17628.78,0.0,0.0,0.0,52886.35,0.0
50116,1008,3300.72,0,0,1,1,1,1,1,1,1,0,0.0,0.0,7634.55,7634.55,20358.79,10179.4
152627,31672,11040.7,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,18319.05,68696.44,22898.81
178479,47436,42331.49,0,1,1,0,0,1,0,1,0,0,0.0,11088.94,14785.25,0.0,0.0,59141.01
109488,26553,8296.02,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,12439.83,53313.56,8885.59
97497,28150,6252.06,0,0,1,0,0,0,1,1,1,1,0.0,0.0,10515.82,0.0,0.0,0.0
127547,36669,20982.58,1,0,0,1,1,1,0,1,1,1,17473.85,0.0,0.0,11649.24,23298.47,17473.86
120328,561,562.68,1,0,1,0,1,0,1,1,0,1,29801.08,0.0,19867.39,0.0,69535.85,0.0
55392,3839,9175.15,1,0,0,1,1,1,1,1,1,1,10594.46,0.0,0.0,7062.97,16480.28,8240.14
74403,13205,14481.82,1,0,0,1,1,1,1,1,1,0,11679.05,0.0,0.0,7786.03,13625.55,13625.55
79071,6724,21417.73,0,0,1,1,1,1,1,1,0,0,0.0,0.0,8488.21,8488.21,27162.28,6790.57
80065,15218,10347.86,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,9083.19,0.0,27249.57
83763,6323,5894.02,1,0,1,1,1,1,1,1,0,0,17886.49,0.0,11924.33,11924.33,25552.14,4258.69
131485,35203,14293.58,1,0,0,0,0,1,1,1,1,1,20497.1,0.0,0.0,0.0,0.0,40994.21
161185,23333,24621.54,1,0,1,1,1,1,1,1,1,1,28307.61,0.0,18871.74,18871.74,35384.52,11794.84
133048,2591,39695.44,1,0,1,1,1,1,1,1,1,1,22690.39,0.0,15126.93,15126.93,25211.54,12605.77
154533,32144,4225.51,1,0,0,1,1,1,1,1,0,1,29540.87,0.0,0.0,19693.92,51696.53,17232.18
139803,2695,21499.18,0,0,1,0,0,1,0,1,1,0,0.0,0.0,19268.14,0.0,0.0,77072.55
123744,23346,29577.9,1,0,0,1,1,1,1,0,1,1,17705.03,0.0,0.0,11803.35,27541.15,13770.58
67871,18583,11685.22,0,0,1,0,1,1,1,1,1,1,0.0,0.0,6267.13,0.0,20890.43,10445.22
197685,23967,50284.74,1,0,0,1,0,1,1,0,1,0,28484.6,0.0,0.0,18989.73,0.0,75958.93
141797,3937,30282.6,1,0,1,0,0,1,0,1,1,1,24825.55,0.0,16550.37,0.0,0.0,66201.48
190785,8591,305.5,1,0,1,0,1,1,1,1,1,0,45472.12,0.0,30314.75,0.0,70734.42,35367.21
81771,16431,3453.97,0,1,0,0,0,1,1,0,1,0,0.0,7735.75,0.0,0.0,0.0,30943.01
119573,25486,10588.7,0,0,1,0,1,1,0,1,0,1,0.0,0.0,13916.38,0.0,39761.1,29820.82
149078,29184,9756.3,1,0,0,0,1,1,0,1,0,1,27534.42,0.0,0.0,0.0,66082.62,16520.65
168669,16776,45538.52,0,1,0,1,1,1,1,1,1,1,0.0,13294.31,0.0,17725.75,37667.21,37667.21
199288,43625,49453.72,1,0,1,1,1,1,1,1,1,0,26552.32,0.0,17701.55,17701.55,25287.92,18965.94
113882,8852,29375.28,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,12609.12,47284.2,15761.4
194116,22215,50277.32,0,0,1,1,0,0,1,1,1,0,0.0,0.0,20270.61,20270.61,0.0,0.0
107684,10655,5692.72,0,0,1,0,1,1,1,1,1,0,0.0,0.0,15222.71,0.0,43493.47,32620.1
158292,10416,29458.99,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,19736.17,78944.67,19736.17
111354,13943,17400.85,1,0,0,0,1,0,0,1,1,1,20002.54,0.0,0.0,0.0,60007.61,0.0
174821,41840,40118.93,1,0,1,0,1,1,1,0,0,1,23215.52,0.0,15477.01,0.0,40627.16,13542.39
60687,17033,954.53,0,0,1,0,0,0,1,1,0,0,0.0,0.0,7116.58,0.0,0.0,0.0
136634,36751,16344.57,1,0,1,0,1,1,0,0,0,1,20884.61,0.0,13923.07,0.0,32487.17,16243.58
185158,39342,36702.2,0,0,1,1,1,0,0,0,1,0,0.0,0.0,18185.63,18185.63,72742.53,0.0
162920,34753,37670.73,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,15082.71,64640.19,10773.37
79367,12754,21771.61,0,0,1,1,1,1,0,0,1,1,0.0,0.0,7473.56,7473.56,23915.41,5978.85
150226,44016,9066.61,1,0,1,1,1,1,0,1,0,0,24285.85,0.0,16190.56,16190.56,26984.28,13492.14
158932,39466,21164.32,1,0,1,1,1,1,1,1,1,0,24575.42,0.0,16383.61,16383.61,30719.28,10239.76
52608,12772,1782.49,0,0,1,0,1,1,1,1,1,0,0.0,0.0,6342.25,0.0,18120.72,13590.54
82600,21687,16592.93,1,0,1,0,0,1,1,0,0,1,10227.71,0.0,6818.47,0.0,0.0,27273.89
82055,14284,12880.55,0,0,1,1,1,1,0,1,1,1,0.0,0.0,9148.41,9148.41,14637.45,21956.18
93922,18054,1660.21,1,0,0,1,1,1,0,1,0,1,18551.95,0.0,0.0,12367.96,21643.94,21643.94
64781,7286,6313.23,0,0,1,0,1,1,0,1,0,1,0.0,0.0,8530.3,0.0,28434.32,14217.16
156690,29308,12149.84,1,0,1,0,1,0,0,1,1,1,28808.04,0.0,19205.36,0.0,67218.76,0.0
124421,7224,25242.14,0,1,1,0,1,1,1,1,0,1,0.0,11494.36,15325.81,0.0,32567.35,32567.35
95341,9889,6831.99,1,0,1,1,1,1,0,1,0,0,19655.0,0.0,13103.33,13103.33,16379.17,16379.17
172976,10238,15691.46,0,1,1,1,1,1,1,0,0,0,0.0,18380.82,24507.76,24507.76,59737.66,19912.55
51844,14974,3932.16,0,1,0,1,0,1,1,0,1,1,0.0,4117.23,0.0,5489.64,0.0,16468.92
52682,6337,9904.01,1,0,1,1,1,0,0,0,1,0,9110.25,0.0,6073.5,6073.5,15183.75,0.0
