record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,shares_total,distribution_check,notes,distributed,death_date,distribution_date,country,special_cases
3233,87216,13763,9658.68,0,0,1,1,1,1,1,1,1,1,0.0,0.0,10632.39,10632.39,34023.64,8505.91,63794.32,63794.33,1,nan,,,,,nan
3234,142595,34975,30083.35,0,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,77536.65,0.0,0,nan,,,,,nan
3235,156897,28583,36920.33,1,0,0,1,1,1,1,1,0,1,22848.42,0.0,0.0,15232.28,30464.56,22848.42,91393.67,91393.68,1,nan,,,,,nan
3236,160129,8468,14241.37,1,0,1,0,0,1,1,1,0,0,31712.22,0.0,21141.48,0.0,0.0,84565.93,137419.63,137419.63,1,nan,,,,,nan
3237,118289,17471,29665.06,0,1,1,1,0,1,1,1,0,0,0.0,7905.88,10541.18,10541.18,0.0,42164.71,71152.94,71152.95,1,nan,,,,,nan
3238,141230,31000,1098.41,1,0,0,1,1,1,1,1,1,0,27282.9,0.0,0.0,18188.6,42440.06,21220.03,109131.59,109131.59,1,nan,,,,,nan
3239,164833,49074,10837.12,1,0,1,1,1,1,1,1,0,0,26230.47,0.0,17486.98,17486.98,29144.97,14572.48,104921.88,104921.88,1,nan,,,,,nan
3240,58564,6897,10433.71,1,0,0,1,1,1,0,1,1,0,10308.32,0.0,0.0,6872.22,16035.17,8017.58,41233.29,41233.29,1,nan,,,,,nan
3241,139924,34267,5906.17,0,0,1,1,1,1,0,1,0,0,0.0,0.0,16625.14,16625.14,53200.44,13300.11,99750.83,99750.83,1,nan,,,,,nan
3242,158633,20332,37988.1,1,0,0,0,1,1,1,1,1,1,25078.22,0.0,0.0,0.0,50156.45,25078.22,100312.9,100312.89,1,nan,,,,,nan
3243,51325,13099,7183.15,0,1,1,1,1,1,0,1,1,0,0.0,3880.36,5173.81,5173.81,11209.92,5604.96,31042.85,31042.86,1,nan,,,,,nan
3244,80940,14136,13241.54,1,0,0,0,1,1,0,0,0,0,13390.61,0.0,0.0,0.0,34433.01,5738.84,53562.46,53562.46000000001,1,nan,,,,,nan
3245,57668,13443,9606.72,1,0,0,0,1,1,1,1,0,0,8654.57,0.0,0.0,0.0,17309.14,8654.57,34618.28,34618.28,1,nan,,,,,nan
3246,120177,9561,1432.85,0,0,1,0,1,1,1,0,1,1,0.0,0.0,18197.19,0.0,72788.77,18197.19,109183.15,109183.15,1,nan,,,,,nan
3247,198800,50164,15764.05,0,1,0,0,1,1,0,1,1,0,0.0,16608.99,0.0,0.0,99653.96,16608.99,132871.95,132871.94,1,nan,,,,,nan
3248,71963,10744,5120.37,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,32056.36,24042.27,56098.63,56098.630000000005,1,nan,,,,,nan
3249,142960,12962,20074.87,1,0,0,1,1,0,0,1,1,1,27480.78,0.0,0.0,18320.52,64121.83,0.0,109923.13,109923.13,1,nan,,,,,nan
3250,98793,3703,17779.86,0,0,0,1,1,0,1,1,0,1,0.0,0.0,0.0,12885.02,64425.12,0.0,77310.14,77310.14,1,nan,,,,,nan
3251,62320,9555,8725.2,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,44039.8,44039.8,44039.8,1,,1,,,,
3252,95710,21591,22481.18,1,0,0,1,1,1,1,1,0,1,12909.45,0.0,0.0,8606.3,20081.37,10040.69,51637.82,51637.81,1,nan,,,,,nan
3253,153991,4729,18809.63,0,0,1,0,1,1,1,1,1,1,0.0,0.0,21742.06,0.0,54355.15,54355.15,130452.37,130452.36000000002,1,nan,,,,,nan
3254,141688,13796,32667.57,1,0,0,1,0,0,1,1,0,0,71418.3187499998,0.0,0.0,23806.1112500002,0.0,0.0,95224.43,95224.43,1,,1,,,,
3255,85436,10358,24319.96,1,0,1,0,0,0,1,1,0,0,38068.533750000366,0.0,12689.50624999963,0.0,0.0,0.0,50758.04,50758.03999999999,1,,1,,,,
3256,162907,25345,28202.7,1,0,0,1,1,0,0,1,0,1,27339.83,0.0,0.0,18226.55,63792.93,0.0,109359.3,109359.31,1,nan,,,,,nan
3257,86271,25578,19287.57,0,0,1,1,1,0,1,0,1,1,0.0,0.0,6900.9,6900.9,27603.62,0.0,41405.43,41405.42,1,nan,,,,,nan
3258,92642,20619,7194.16,0,0,1,1,1,1,0,0,0,0,0.0,0.0,10804.81,10804.81,37045.05,6174.18,64828.84,64828.85,1,nan,,,,,nan
3259,100614,3659,10535.7,1,0,1,1,1,1,0,1,0,1,21604.83,0.0,14403.22,14403.22,24005.36,12002.68,86419.3,86419.31,1,nan,,,,,nan
3260,113510,9759,13114.07,0,0,1,1,1,1,0,1,0,0,0.0,0.0,15106.15,15106.15,40283.08,20141.54,90636.93,90636.92,1,nan,,,,,nan
3261,171626,15336,34361.93,0,0,1,0,1,1,1,0,0,1,0.0,0.0,20321.35,0.0,40642.69,60964.04,121928.07,121928.08,1,nan,,,,,nan
3262,113402,7869,16680.24,0,1,1,0,1,0,1,1,1,0,0.0,11106.59,14808.79,0.0,62937.37,0.0,88852.76,88852.75,1,nan,,,,,nan
3263,166840,11683,16616.9,1,0,0,1,1,1,1,1,0,1,34635.03,0.0,0.0,23090.02,53876.71,26938.35,138540.1,138540.11000000002,1,nan,,,,,nan
3264,128615,3776,20178.43,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,17443.43,58144.76,29072.38,104660.57,104660.57,1,nan,,,,,nan
3265,172204,8028,18674.87,0,0,1,0,0,1,0,0,0,1,0.0,0.0,29100.228400000033,0.0,0.0,116400.90159999997,145501.13,145501.13,1,,1,,,,
3266,99069,27651,7517.91,1,0,1,1,1,1,1,1,0,0,15975.02,0.0,10650.01,10650.01,17750.03,8875.01,63900.09,63900.08,1,nan,,,,,nan
3267,171867,2733,11426.91,0,0,1,1,1,1,1,1,1,0,0.0,0.0,26284.51,26284.51,70092.04,35046.02,157707.09,157707.08,1,nan,,,,,nan
3268,128489,13514,5789.78,1,0,0,0,1,1,0,1,1,0,27296.31,0.0,0.0,0.0,54592.61,27296.31,109185.22,109185.23,1,nan,,,,,nan
3269,194418,32510,14287.38,1,0,1,0,1,0,1,1,1,1,36905.15,0.0,24603.44,0.0,86112.03,0.0,147620.62,147620.62,1,nan,,,,,nan
3270,59094,2406,15064.63,1,0,0,1,1,1,1,1,1,1,10405.84,0.0,0.0,6937.23,9712.12,14568.18,41623.37,41623.37,1,nan,,,,,nan
3271,114213,28354,20090.58,0,0,1,0,0,1,0,0,1,0,0.0,0.0,16442.101249999712,0.0,0.0,49326.31875000028,65768.42,65768.42,1,,1,,,,
3272,108816,3041,2338.44,0,1,0,1,0,1,1,1,1,1,0.0,13491.724310018963,0.0,17988.969224952587,0.0,71955.86646502845,103436.56,103436.56,1,,1,,,,
3273,78383,19974,9898.95,1,0,0,1,1,1,1,1,1,1,12127.51,0.0,0.0,8085.01,18865.02,9432.51,48510.05,48510.05,1,nan,,,,,nan
3274,79231,11511,7304.38,0,1,1,1,1,1,1,0,0,0,0.0,7551.95,10069.27,10069.27,28050.11,4675.02,60415.62,60415.62000000001,1,nan,,,,,nan
3275,119286,21884,30044.1,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,11226.32,28065.79,28065.79,67357.9,67357.9,1,nan,,,,,nan
3276,128987,11655,10511.84,0,1,0,0,0,1,1,1,1,0,0.0,16866.34105263158,0.0,0.0,0.0,89953.81894736842,106820.16,106820.16,1,,1,,,,
3277,103505,29264,11704.38,1,0,1,0,0,1,1,1,0,1,14431.53,0.0,9621.02,0.0,0.0,38484.07,62536.62,62536.62,1,nan,,,,,nan
3278,197646,59059,6871.88,1,0,1,0,1,0,1,0,1,0,32928.78,0.0,21952.52,0.0,76833.82,0.0,131715.12,131715.12,1,nan,,,,,nan
3279,195081,42511,31004.62,0,0,1,0,0,0,1,0,0,0,0.0,0.0,121565.38,0.0,0.0,0.0,121565.38,121565.38,1,,1,,,,
3280,198553,52716,18207.52,0,1,0,0,1,1,1,1,1,1,0.0,15953.68,0.0,0.0,83756.85,27918.95,127629.48,127629.48,1,nan,,,,,nan
3281,64880,2094,10009.35,1,0,0,1,1,0,0,1,1,1,13194.16,0.0,0.0,8796.11,30786.38,0.0,52776.65,52776.65,1,nan,,,,,nan
3282,187076,40178,26647.74,1,0,0,1,1,1,1,1,0,0,30062.56,0.0,0.0,20041.71,56116.79,14029.2,120250.26,120250.26,1,nan,,,,,nan
3283,65224,7482,17723.21,1,0,1,0,1,1,0,1,0,1,10004.7,0.0,6669.8,0.0,15562.86,7781.43,40018.79,40018.79,1,nan,,,,,nan
3284,104782,8048,29128.15,1,0,0,1,0,1,0,0,1,0,15601.35,0.0,0.0,10400.9,0.0,41603.6,67605.85,67605.85,1,nan,,,,,nan
3285,149859,25614,28022.94,1,0,1,1,1,1,1,1,0,1,24055.51,0.0,16037.01,16037.01,34365.02,5727.5,96222.06,96222.05,1,nan,,,,,nan
3286,155306,33705,27544.41,1,0,1,0,0,0,1,1,1,0,70542.4387499998,0.0,23514.1512500002,0.0,0.0,0.0,94056.59,94056.59,1,,1,,,,
3287,89248,26578,13127.2,0,0,0,1,1,1,0,1,0,1,0.0,0.0,0.0,8257.13,27523.78,13761.89,49542.8,49542.8,1,nan,,,,,nan
3288,89983,2928,22873.04,1,0,1,1,1,1,1,0,0,1,16045.49,0.0,10696.99,10696.99,17828.32,8914.16,64181.96,64181.95,1,nan,,,,,nan
3289,91615,21671,5892.85,1,0,1,1,1,1,0,1,1,0,16012.79,0.0,10675.19,10675.19,22875.41,3812.57,64051.15,64051.15,1,nan,,,,,nan
3290,168313,32581,38927.14,1,0,0,0,1,1,0,0,0,0,24201.22,0.0,0.0,0.0,48402.43,24201.22,96804.86,96804.87,1,nan,,,,,nan
3291,131524,34185,25936.4,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,71402.6,0.0,71402.6,71402.6,1,nan,,,,,nan
3292,115009,3578,1250.04,1,0,1,0,1,1,1,0,1,0,27545.24,0.0,18363.49,0.0,42848.15,21424.08,110180.96,110180.96,1,nan,,,,,nan
3293,126282,35122,17837.45,0,1,0,1,1,1,0,1,0,1,0.0,9165.32,0.0,12220.42,25968.4,25968.4,73322.55,73322.54000000001,1,nan,,,,,nan
3294,118140,22685,10588.51,1,0,0,1,1,1,1,1,1,1,21216.62,0.0,0.0,14144.42,24752.73,24752.73,84866.49,84866.5,1,nan,,,,,nan
3295,188450,26410,14525.5,0,0,1,0,1,1,1,0,0,1,0.0,0.0,24585.75,0.0,105367.5,17561.25,147514.5,147514.5,1,nan,,,,,nan
3296,199480,11885,58055.63,1,0,1,0,1,1,0,0,0,1,32384.84,0.0,21589.89,0.0,50376.42,25188.21,129539.37,129539.36,1,nan,,,,,nan
3297,90815,4428,18841.62,0,0,1,1,1,0,0,1,0,0,0.0,0.0,11257.56,11257.56,45030.25,0.0,67545.38,67545.37,1,nan,,,,,nan
3298,50914,11811,683.83,1,0,0,0,1,1,1,0,0,0,9604.79,0.0,0.0,0.0,14407.19,14407.19,38419.17,38419.170000000006,1,nan,,,,,nan
3299,123651,6793,35944.98,1,0,1,1,1,1,1,1,0,1,20228.25,0.0,13485.5,13485.5,22475.84,11237.92,80913.01999999999,80913.01,1,nan,,,,,nan
3300,119585,5786,36802.79,1,0,1,1,0,1,1,1,1,1,17768.36,0.0,11845.57,11845.57,0.0,35536.71,76996.20999999999,76996.20999999999,1,nan,,,,,nan
3301,127967,9554,38119.63,1,0,1,1,0,1,0,0,1,1,18529.24,0.0,12352.83,12352.83,0.0,37058.48,80293.37,80293.38,1,nan,,,,,nan
3302,177922,7726,41330.87,0,0,1,0,1,1,0,1,0,0,0.0,0.0,21477.52,0.0,71591.74,35795.87,128865.13,128865.13,1,nan,,,,,nan
3303,196403,20845,14073.05,1,0,1,1,1,1,1,1,0,0,40371.24,0.0,26914.16,26914.16,38448.8,28836.6,161484.95,161484.96,1,nan,,,,,nan
3304,156240,13843,4115.4,1,0,0,0,1,0,1,0,1,1,34570.4,0.0,0.0,0.0,103711.2,0.0,138281.6,138281.6,1,nan,,,,,nan
3305,50455,11235,10948.48,1,0,0,1,1,1,1,1,0,0,7067.88,0.0,0.0,4711.92,12368.79,4122.93,28271.52,28271.52,1,nan,,,,,nan
3306,152525,42166,4159.6,1,0,1,0,1,1,1,1,1,1,26549.85,0.0,17699.9,0.0,30974.83,30974.83,106199.4,106199.41,1,nan,,,,,nan
3307,158402,26342,23780.67,1,0,1,0,0,1,1,0,0,1,24987.54,0.0,16658.36,0.0,0.0,66633.43,108279.33,108279.33,1,nan,,,,,nan
3308,98853,14618,5520.41,0,0,0,1,1,1,1,1,1,0,0.0,0.0,0.0,13119.1,43730.33,21865.16,78714.59,78714.59,1,nan,,,,,nan
3309,199110,53486,32913.91,1,0,1,0,1,1,0,1,1,0,28177.52,0.0,18785.01,0.0,37570.03,28177.52,112710.09,112710.08,1,nan,,,,,nan
3310,189544,37525,10461.88,0,0,1,1,1,1,0,0,1,1,0.0,0.0,23592.85,23592.85,62914.28,31457.14,141557.12,141557.12,1,nan,,,,,nan
3311,160486,10917,47800.64,0,0,0,0,0,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,101768.36,101768.36,101768.36,1,,1,,,,
3312,167695,39802,39239.33,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,59102.45,29551.22,88653.67,88653.67,1,nan,,,,,nan
3313,78514,12235,3577.9,1,0,1,1,1,1,1,1,1,1,15675.27,0.0,10450.18,10450.18,17416.97,8708.49,62701.1,62701.09,1,nan,,,,,nan
3314,178062,24321,23206.22,0,1,0,0,1,1,0,1,0,1,0.0,16316.85,0.0,0.0,97901.08,16316.85,130534.78,130534.78,1,nan,,,,,nan
3315,89946,850,5414.92,0,0,0,1,1,1,1,1,0,1,0.0,0.0,0.0,13946.85,55787.39,13946.85,83681.08,83681.09000000001,1,nan,,,,,nan
3316,154239,21338,37918.12,1,0,0,0,1,1,1,1,1,1,23745.72,0.0,0.0,0.0,40706.95,30530.21,94982.88,94982.88,1,nan,,,,,nan
3317,75568,1537,13421.09,1,0,1,1,1,1,0,1,0,1,15152.48,0.0,10101.65,10101.65,16836.09,8418.04,60609.91,60609.91,1,nan,,,,,nan
3318,172672,24268,3288.1,1,0,0,1,1,1,1,1,0,1,36278.97,0.0,0.0,24185.98,72557.95,12092.99,145115.9,145115.88999999998,1,nan,,,,,nan
3319,73880,2867,11906.96,0,0,1,1,1,1,0,1,0,1,0.0,0.0,9851.01,9851.01,31523.22,7880.81,59106.04,59106.05,1,nan,,,,,nan
3320,68664,14487,4961.88,1,0,1,1,0,0,0,1,0,0,24607.56,0.0,16405.04,8202.52,0.0,0.0,49215.12,49215.12000000001,1,nan,,,,,nan
3321,53273,1337,8259.95,1,0,1,0,1,0,1,1,0,1,10919.01,0.0,7279.34,0.0,25477.7,0.0,43676.05,43676.05,1,nan,,,,,nan
3322,136595,15868,20249.86,0,0,1,1,1,1,1,1,1,1,0.0,0.0,16746.19,16746.19,44656.51,22328.25,100477.14,100477.14,1,nan,,,,,nan
3323,139603,11155,25276.27,1,0,1,1,1,1,1,0,0,0,25792.93,0.0,17195.29,17195.29,36847.05,6141.17,103171.73,103171.73,1,nan,,,,,nan
3324,198978,32319,52272.09,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,114386.91,114386.91,114386.91,1,,1,,,,
3325,120911,24254,17059.4,1,0,0,0,1,0,1,1,1,1,19899.4,0.0,0.0,0.0,59698.2,0.0,79597.6,79597.6,1,nan,,,,,nan
3326,159416,40930,15314.44,1,0,0,0,1,1,1,0,1,1,25792.89,0.0,0.0,0.0,66324.57,11054.1,103171.56,103171.56,1,nan,,,,,nan
3327,124424,16824,31898.34,0,1,1,0,0,1,1,1,1,1,0.0,9874.132741020976,13165.503364839164,0.0,0.0,52662.023894139864,75701.66,75701.66,1,,1,,,,
3328,92819,16285,3935.12,0,0,0,1,0,1,1,1,1,1,0.0,0.0,0.0,14519.773599999737,0.0,58079.106400000266,72598.88,72598.88,1,,1,,,,
3329,176195,727,47454.48,1,0,0,0,1,1,0,0,1,0,32003.38,0.0,0.0,0.0,64006.76,32003.38,128013.52,128013.52,1,nan,,,,,nan
3330,162910,17529,36173.17,0,0,1,0,1,1,0,1,0,0,0.0,0.0,18201.31,0.0,78005.59,13000.93,109207.83,109207.83,1,nan,,,,,nan
3331,58776,2335,11090.47,1,0,0,0,0,1,1,0,1,0,15116.843333333332,0.0,0.0,0.0,0.0,30233.686666666665,45350.53,45350.53,1,,1,,,,
3332,112651,18667,26603.85,0,0,1,0,1,1,0,0,0,0,0.0,0.0,11230.02,0.0,44920.1,11230.02,67380.15,67380.14,1,nan,,,,,nan
3333,107139,20530,21816.3,1,0,0,1,1,0,0,1,0,0,16198.17,0.0,0.0,10798.78,37795.74,0.0,64792.7,64792.69,1,nan,,,,,nan
3334,160376,14415,47270.47,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0.0,0.0,56394.59,42295.94,98690.53,98690.53,1,nan,,,,,nan
3335,80561,8524,7777.82,1,0,0,0,1,1,1,1,1,1,16064.8,0.0,0.0,0.0,32129.59,16064.8,64259.18,64259.19,1,nan,,,,,nan
3336,66608,1170,6140.33,1,0,0,1,1,0,1,1,0,0,14824.42,0.0,0.0,9882.94,34590.31,0.0,59297.67,59297.67,1,nan,,,,,nan
3337,125478,12741,10300.25,1,0,0,0,1,1,1,1,0,0,25609.19,0.0,0.0,0.0,51218.38,25609.19,102436.75,102436.76,1,nan,,,,,nan
3338,127022,15220,4880.31,1,0,1,0,1,1,1,1,0,1,26730.42,0.0,17820.28,0.0,31185.49,31185.49,106921.69,106921.68,1,nan,,,,,nan
3339,150344,34441,11554.72,1,0,0,0,1,0,1,0,0,0,26087.07,0.0,0.0,0.0,78261.21,0.0,104348.28,104348.28,1,nan,,,,,nan
3340,145228,20560,6953.47,0,0,1,1,1,1,1,1,1,0,0.0,0.0,19619.09,19619.09,52317.57,26158.78,117714.53,117714.53,1,nan,,,,,nan
3341,196028,23883,18526.17,0,1,1,0,1,1,1,1,1,0,0.0,19202.35,25603.14,0.0,54406.67,54406.67,153618.83000000002,153618.83000000002,1,nan,,,,,nan
3342,91316,13709,18142.28,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,39643.15,19821.57,59464.72,59464.72,1,nan,,,,,nan
3343,156567,22601,42126.13,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,91839.87,91839.87,91839.87,1,,1,,,,
3344,154992,5788,20221.82,1,0,1,0,1,0,1,0,0,1,32245.54,0.0,21497.03,0.0,75239.6,0.0,128982.18,128982.17,1,nan,,,,,nan
3345,111202,13314,31562.61,0,0,1,0,1,1,1,0,1,0,0.0,0.0,11054.23,0.0,47375.28,7895.88,66325.39,66325.39,1,nan,,,,,nan
3346,172892,34247,33918.66,1,0,1,0,1,0,0,0,1,0,26181.58,0.0,17454.39,0.0,61090.37,0.0,104726.34,104726.34,1,nan,,,,,nan
3347,105965,28936,15167.11,1,0,1,0,0,1,1,1,0,0,14275.82,0.0,9517.21,0.0,0.0,38068.86,61861.89,61861.89,1,nan,,,,,nan
3348,129326,5547,35285.36,1,0,0,1,1,1,0,1,1,0,22123.41,0.0,0.0,14748.94,34414.19,17207.1,88493.64,88493.64000000001,1,nan,,,,,nan
3349,99274,6172,18889.74,1,0,0,1,0,1,0,1,1,1,17125.91,0.0,0.0,11417.27,0.0,45669.08,74212.26,74212.26000000001,1,nan,,,,,nan
3350,118379,32883,743.27,0,1,0,1,1,1,1,1,0,1,0.0,10594.09,0.0,14125.45,30016.59,30016.59,84752.73,84752.72,1,nan,,,,,nan
3351,122544,15235,20628.35,0,0,0,0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,43340.32,43340.32,86680.65,86680.64,1,nan,,,,,nan
3352,118981,4866,23553.3,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,15093.62,30187.23,45280.85,90561.7,90561.7,1,nan,,,,,nan
3353,78839,4962,13969.7,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,51349.11,8558.19,59907.3,59907.3,1,nan,,,,,nan
3354,198462,47957,1919.93,0,0,1,1,0,1,1,1,0,0,0.0,0.0,24764.18,24764.18,0.0,99056.71,148585.07,148585.07,1,nan,,,,,nan
3355,69888,12616,5674.13,0,0,1,1,0,1,1,1,0,0,0.0,0.0,8599.65,8599.65,0.0,34398.58,51597.87,51597.880000000005,1,nan,,,,,nan
3356,149174,8349,18860.01,1,0,0,0,1,1,1,1,1,1,30491.25,0.0,0.0,0.0,73178.99,18294.75,121964.99,121964.99,1,nan,,,,,nan
3357,52077,4282,11304.12,1,0,0,0,1,1,1,1,0,1,9122.72,0.0,0.0,0.0,18245.44,9122.72,36490.88,36490.88,1,nan,,,,,nan
3358,133385,30073,1076.18,0,0,1,0,1,1,0,1,0,0,0.0,0.0,17039.3,0.0,73025.59,12170.93,102235.82,102235.82,1,nan,,,,,nan
3359,92067,25696,16468.05,0,0,1,0,0,1,1,0,1,1,0.0,0.0,9980.592400000098,0.0,0.0,39922.35759999991,49902.95,49902.950000000004,1,,1,,,,
3360,99950,8597,10548.04,1,0,0,0,1,1,0,1,0,1,20201.24,0.0,0.0,0.0,30301.86,30301.86,80804.95999999999,80804.96,1,nan,,,,,nan
3361,135257,25290,3099.25,0,0,1,1,1,1,1,0,1,1,0.0,0.0,17811.29,17811.29,61067.29,10177.88,106867.75,106867.75,1,nan,,,,,nan
3362,85351,420,22345.24,1,0,1,0,1,0,1,0,1,1,15646.44,0.0,10430.96,0.0,36508.36,0.0,62585.76,62585.76,1,nan,,,,,nan
3363,102443,16779,19479.5,1,0,1,0,1,0,1,0,0,1,16546.12,0.0,11030.75,0.0,38607.62,0.0,66184.5,66184.49,1,nan,,,,,nan
3364,175057,3614,44149.69,1,0,1,0,1,1,1,1,0,0,31823.33,0.0,21215.55,0.0,29701.77,44552.66,127293.31,127293.31,1,nan,,,,,nan
3365,118752,1050,5948.66,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,74502.23,37251.11,111753.34,111753.34,1,nan,,,,,nan
3366,135805,11605,40369.98,1,0,1,0,1,0,1,1,1,1,20957.5,0.0,13971.67,0.0,48900.84,0.0,83830.01999999999,83830.01,1,nan,,,,,nan
3367,109841,19338,6752.45,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,67000.44,16750.11,83750.55,83750.55,1,nan,,,,,nan
3368,175989,18600,52203.12,0,0,1,0,0,1,0,0,1,0,0.0,0.0,26296.47,0.0,0.0,78889.41,105185.88,105185.88,1,,1,,,,
3369,175299,52174,14981.1,1,0,1,1,1,1,0,1,0,1,27035.97,0.0,18023.98,18023.98,25748.55,19311.41,108143.9,108143.89,1,nan,,,,,nan
3370,183741,28008,8489.29,0,0,0,1,0,1,0,1,1,1,0.0,0.0,0.0,29448.744400000032,0.0,117794.96559999997,147243.71,147243.71,1,,1,,,,
3371,122772,4397,8281.65,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,73395.57,36697.78,110093.35,110093.35,1,nan,,,,,nan
3372,137077,18806,32505.68,1,0,0,1,1,1,1,0,1,0,21441.33,0.0,0.0,14294.22,20011.91,30017.86,85765.32,85765.32,1,nan,,,,,nan
3373,198403,8670,24852.68,0,0,1,0,1,1,1,1,1,0,0.0,0.0,27480.05,0.0,117771.66,19628.61,164880.32,164880.32,1,nan,,,,,nan
3374,70977,11578,15201.17,1,0,0,0,1,1,1,1,0,0,11049.46,0.0,0.0,0.0,16574.19,16574.19,44197.83,44197.84,1,nan,,,,,nan
3375,180915,47289,22585.69,1,0,1,1,1,0,0,1,1,1,27760.08,0.0,18506.72,18506.72,46266.8,0.0,111040.31,111040.32,1,nan,,,,,nan
3376,114195,1701,4015.61,0,0,0,1,0,1,0,1,1,1,0.0,0.0,0.0,21695.675600000046,0.0,86782.71439999995,108478.39,108478.39,1,,1,,,,
3377,132098,26074,13427.68,1,0,0,0,1,1,0,1,0,1,23149.08,0.0,0.0,0.0,46298.16,23149.08,92596.32,92596.32,1,nan,,,,,nan
3378,167667,11400,11624.5,1,0,1,1,0,0,0,1,1,1,72321.25,0.0,48214.17,24107.08,0.0,0.0,144642.5,144642.5,1,nan,,,,,nan
3379,164372,26215,15381.83,1,0,0,0,1,1,0,0,1,0,30693.79,0.0,0.0,0.0,61387.58,30693.79,122775.17,122775.16,1,nan,,,,,nan
3380,173577,38495,6622.66,1,0,1,1,1,1,0,0,1,0,32114.83,0.0,21409.89,21409.89,26762.36,26762.36,128459.34,128459.33,1,nan,,,,,nan
3381,193482,17532,38193.38,1,0,0,0,0,1,0,1,1,1,37569.98231404952,0.0,0.0,0.0,0.0,100186.63768595048,137756.62,137756.62,1,,1,,,,
3382,154761,22902,8912.41,1,0,1,1,1,0,0,1,1,0,30736.65,0.0,20491.1,20491.1,51227.75,0.0,122946.59,122946.6,1,nan,,,,,nan
3383,182612,35913,34866.36,1,0,0,0,1,1,1,0,1,1,27958.16,0.0,0.0,0.0,55916.32,27958.16,111832.64,111832.64,1,nan,,,,,nan
3384,127175,8364,9645.15,1,0,0,0,1,1,1,1,0,1,27291.46,0.0,0.0,0.0,40937.19,40937.19,109165.85,109165.84,1,nan,,,,,nan
3385,161508,12360,11742.75,0,0,1,1,0,0,1,0,0,1,0.0,0.0,68702.625,68702.625,0.0,0.0,137405.25,137405.25,1,,1,,,,
3386,57826,4628,3566.32,1,0,1,0,1,1,1,1,1,1,12407.92,0.0,8271.95,0.0,19301.21,9650.6,49631.68,49631.68,1,nan,,,,,nan
3387,184016,18278,28510.41,0,1,0,1,0,1,1,1,0,0,0.0,17899.252684310075,0.0,23865.663289224824,0.0,95462.6740264651,137227.59,137227.59,1,,1,,,,
3388,56978,5350,2253.0,0,0,1,0,1,0,1,0,0,1,0.0,0.0,8229.17,0.0,41145.83,0.0,49375.0,49375.0,1,nan,,,,,nan
3389,65562,13427,3672.77,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,38769.78,9692.45,48462.23,48462.23,1,nan,,,,,nan
3390,187577,23081,10208.89,0,1,0,1,1,1,1,1,1,0,0.0,19285.89,0.0,25714.52,72857.8,36428.9,154287.11,154287.11000000002,1,nan,,,,,nan
3391,147296,28620,32725.51,1,0,0,1,0,1,1,1,1,1,19834.73,0.0,0.0,13223.15,0.0,52892.61,85950.49,85950.48999999999,1,nan,,,,,nan
3392,95960,14008,24920.5,1,0,0,0,1,1,1,1,0,1,14257.88,0.0,0.0,0.0,28515.75,14257.88,57031.5,57031.51,1,nan,,,,,nan
3393,86522,11012,5321.33,1,0,0,0,1,0,0,1,1,0,17547.17,0.0,0.0,0.0,52641.5,0.0,70188.67,70188.67,1,nan,,,,,nan
3394,157151,14298,4298.29,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,118761.18,19793.53,138554.71,138554.71,1,nan,,,,,nan
3395,100476,23889,9582.39,0,0,1,0,1,0,1,0,1,0,0.0,0.0,11167.43,0.0,55837.18,0.0,67004.61,67004.61,1,nan,,,,,nan
3396,59348,14776,5424.33,1,0,1,1,0,1,1,0,1,1,7829.53,0.0,5219.69,5219.69,0.0,20878.76,39147.67,39147.67,1,nan,,,,,nan
3397,125815,20465,30276.07,0,0,1,1,1,0,1,1,0,0,0.0,0.0,12512.32,12512.32,50049.29,0.0,75073.93,75073.93,1,nan,,,,,nan
