estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,shares_total,distribution_check
172185,43321,36182.21,1,0,0,0,0,1,1,0,1,1,23170.45,0.0,0.0,0.0,0.0,46340.9,92681.79000000001,69511.35,False
76459,13847,1175.46,1,0,0,0,1,1,1,0,0,1,15359.14,0.0,0.0,0.0,30718.27,15359.14,61436.54,61436.55,True
161250,18013,6576.61,1,0,1,1,1,1,1,0,0,1,34165.1,0.0,22776.73,22776.73,45553.46,11388.37,136660.39,136660.38999999998,True
183082,27222,14480.68,0,0,1,0,1,1,1,1,1,0,0.0,0.0,23563.22,0.0,58908.05,58908.05,141379.32,141379.32,True
120621,756,10686.62,1,0,0,1,1,1,1,1,0,0,27294.6,0.0,0.0,18196.4,54589.19,9098.2,109178.38,109178.39,True
51025,12068,2971.74,1,0,1,0,1,1,1,0,0,0,8996.32,0.0,5997.54,0.0,13994.27,6997.13,35985.26,35985.26,True
55915,14034,3108.23,0,0,0,1,1,1,1,0,0,0,0.0,0.0,0.0,6462.13,21540.43,10770.21,38772.77,38772.770000000004,True
141246,17125,10972.91,1,0,0,0,1,0,1,1,0,0,28287.02,0.0,0.0,0.0,84861.07,0.0,113148.09,113148.09000000001,True
88998,4511,13515.54,1,0,0,0,0,0,1,1,1,0,35485.73,0.0,0.0,0.0,0.0,0.0,70971.45999999999,35485.73,False
124012,18640,32976.16,0,1,0,1,1,1,1,1,0,0,0.0,9049.48,0.0,12065.97,34186.92,17093.46,72395.84,72395.82999999999,True
194707,26690,51988.07,0,0,1,1,0,1,1,0,0,1,0.0,0.0,19338.15,19338.15,0.0,58014.46,116028.93,96690.76000000001,False
169752,22342,49045.02,1,0,0,1,1,1,1,1,1,0,24591.25,0.0,0.0,16394.16,28689.79,28689.79,98364.98000000001,98364.99000000002,True
175166,22507,8977.4,1,0,1,0,1,1,0,1,0,1,35920.4,0.0,23946.93,0.0,67051.41,16762.85,143681.6,143681.59,True
50438,7079,264.7,0,0,1,1,1,1,1,1,1,0,0.0,0.0,7182.38,7182.38,24625.31,4104.22,43094.3,43094.29,True
114611,2194,19130.65,0,0,1,0,1,0,1,0,0,1,0.0,0.0,15547.73,0.0,77738.63,0.0,93286.35,93286.36,True
74524,3777,13725.53,1,0,0,1,1,0,1,0,1,1,14255.37,0.0,0.0,9503.58,33262.52,0.0,57021.47,57021.47,True
114972,26054,5455.57,0,0,1,1,0,1,0,0,0,0,0.0,0.0,13910.4,13910.4,0.0,41731.21,83462.43,69552.01,False
138886,18679,1965.03,0,0,0,0,1,1,1,1,0,1,0.0,0.0,0.0,0.0,47296.79,70945.18,118241.97,118241.97,True
132906,21125,36763.64,1,0,0,1,1,1,0,1,0,0,18754.34,0.0,0.0,12502.89,21880.06,21880.06,75017.36,75017.35,True
187908,55804,11242.47,1,0,1,1,1,1,1,0,1,1,30215.38,0.0,20143.59,20143.59,33572.65,16786.32,120861.53,120861.53,True
175672,50253,30141.6,0,0,1,0,1,1,0,0,0,0,0.0,0.0,15879.57,0.0,31759.13,47638.7,95277.4,95277.4,True
101928,16713,10734.53,1,0,1,1,1,1,1,1,0,0,18620.12,0.0,12413.41,12413.41,12413.41,18620.12,74480.47,74480.47,True
196174,31958,36172.04,1,0,1,0,1,1,1,1,1,0,32010.99,0.0,21340.66,0.0,56019.23,18673.08,128043.95999999999,128043.96,True
172188,25481,42619.28,0,1,1,0,1,1,0,0,0,0,0.0,13010.97,17347.95,0.0,42130.74,31598.06,104087.72,104087.72,True
180758,17675,17988.33,0,0,1,0,1,0,1,1,0,1,0.0,0.0,24182.44,0.0,120912.22,0.0,145094.66999999998,145094.66,True
185290,49669,38829.51,1,0,0,0,0,1,1,1,1,0,24197.87,0.0,0.0,0.0,0.0,64527.66,96791.48999999999,88725.53,False
134066,36161,16696.14,0,1,0,1,0,1,1,1,0,1,0.0,10151.11,0.0,13534.81,0.0,40604.43,81208.86,64290.35,False
136616,34584,28860.84,0,0,1,1,1,1,1,0,0,0,0.0,0.0,12195.19,12195.19,19512.31,29268.46,73171.16,73171.15,True
139034,29798,23986.84,1,0,1,0,1,1,1,0,1,0,21312.29,0.0,14208.19,0.0,33152.45,16576.23,85249.16,85249.15999999999,True
187438,22913,34721.38,1,0,0,1,1,1,1,0,1,0,32450.9,0.0,0.0,21633.94,50479.19,25239.59,129803.62,129803.62,True
104112,20410,24915.51,1,0,0,1,0,1,1,0,1,1,13566.11,0.0,0.0,9044.08,0.0,36176.3,58786.490000000005,58786.490000000005,True
87217,6079,2338.4,0,0,0,1,1,1,0,1,1,0,0.0,0.0,0.0,13133.27,56285.43,9380.9,78799.6,78799.59999999999,True
135012,4933,22751.28,1,0,1,1,1,1,0,1,1,1,26831.93,0.0,17887.95,17887.95,33539.91,11179.97,107327.72,107327.71,True
146003,13913,4088.84,1,0,0,0,1,0,1,1,1,1,32000.29,0.0,0.0,0.0,96000.87,0.0,128001.16,128001.16,True
138685,23461,34440.2,0,0,0,0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,46162.17,34621.63,80783.8,80783.79999999999,True
109848,27985,8254.9,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,58886.48,14721.62,73608.1,73608.1,True
185636,14455,50113.36,1,0,1,0,1,1,0,1,0,0,30266.91,0.0,20177.94,0.0,52967.09,17655.7,121067.64,121067.64,True
82786,5630,6782.86,0,0,1,0,1,1,0,1,1,0,0.0,0.0,11728.86,0.0,50266.53,8377.75,70373.14,70373.14,True
162615,28407,31265.58,0,1,0,0,0,1,1,1,0,0,0.0,12867.8,0.0,0.0,0.0,51471.21,102942.42,64339.009999999995,False
148132,30342,10773.2,1,0,0,0,1,0,0,1,0,0,26754.2,0.0,0.0,0.0,80262.6,0.0,107016.8,107016.8,True
124653,34726,12017.12,1,0,0,1,1,1,0,1,0,1,19477.47,0.0,0.0,12984.98,36357.94,9089.49,77909.88,77909.88,True
139349,28724,29924.36,1,0,0,0,1,1,1,1,0,1,20175.16,0.0,0.0,0.0,48420.38,12105.1,80700.64,80700.64,True
105407,3002,26278.7,0,0,0,1,0,1,1,1,0,0,0.0,0.0,0.0,12687.72,0.0,50750.87,76126.3,63438.590000000004,False
188194,5885,50507.88,0,1,0,1,0,0,0,0,1,0,0.0,32950.28,0.0,43933.71,0.0,0.0,131801.12,76883.98999999999,False
80488,3191,10943.29,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,11058.95,36863.17,18431.59,66353.70999999999,66353.70999999999,True
88703,5748,11668.72,1,0,0,0,0,1,0,0,0,0,17821.57,0.0,0.0,0.0,0.0,47524.19,71286.28,65345.76,False
182965,39053,800.77,0,0,0,0,1,1,0,1,1,1,0.0,0.0,0.0,0.0,107333.42,35777.81,143111.23,143111.22999999998,True
101758,16622,2933.86,1,0,0,1,1,0,0,1,0,0,20550.53,0.0,0.0,13700.36,47951.25,0.0,82202.14,82202.14,True
194672,58162,36112.78,0,1,1,0,0,1,1,1,0,0,0.0,12549.65,16732.87,0.0,0.0,66931.48,100397.22,96214.0,False
195610,24461,5171.78,0,0,0,1,0,0,1,1,1,0,0.0,0.0,0.0,27662.87,0.0,0.0,165977.22,27662.87,False
119308,19064,18996.5,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,13541.25,54165.0,13541.25,81247.5,81247.5,True
125599,29354,1163.8,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,15846.87,0.0,63387.47,95081.2,79234.34,False
72373,6770,9913.13,1,0,1,0,1,1,1,1,1,1,13922.47,0.0,9281.65,0.0,12994.3,19491.45,55689.87,55689.869999999995,True
137316,22849,23729.51,0,1,1,0,0,1,1,0,1,0,0.0,11342.19,15122.92,0.0,0.0,60491.66,90737.49,86956.77,False
90536,13946,3502.7,1,0,1,0,1,1,1,1,0,0,18271.83,0.0,12181.22,0.0,28422.84,14211.42,73087.3,73087.31,True
100202,7545,13736.91,1,0,1,1,0,1,1,1,0,0,15784.02,0.0,10522.68,10522.68,0.0,42090.71,78920.09,78920.09,True
62601,7853,14669.74,0,1,1,1,1,0,1,0,0,1,0.0,5009.78,6679.71,6679.71,21709.06,0.0,40078.26,40078.26,True
144959,42524,19811.7,1,0,1,0,1,1,1,0,1,1,20655.83,0.0,13770.55,0.0,32131.28,16065.64,82623.3,82623.3,True
127871,10154,8533.11,1,0,0,1,0,0,1,1,0,0,54591.94,0.0,0.0,18197.31,0.0,0.0,109183.89,72789.25,False
166780,29646,34620.48,1,0,1,1,1,1,1,1,0,0,25628.38,0.0,17085.59,17085.59,32035.47,10678.49,102513.51999999999,102513.52,True
188208,10949,16936.7,0,1,1,0,1,1,1,0,0,1,0.0,20040.29,26720.38,0.0,75707.75,37853.88,160322.3,160322.3,True
91370,3072,26700.49,0,1,1,0,0,0,1,1,1,0,0.0,15399.38,10266.25,0.0,0.0,0.0,61597.509999999995,25665.629999999997,False
126194,11611,35357.9,0,0,1,0,1,1,0,1,1,1,0.0,0.0,13204.18,0.0,37726.24,28294.68,79225.1,79225.1,True
170208,26390,31385.21,0,1,0,1,1,0,0,1,0,0,0.0,14054.1,0.0,18738.8,79639.89,0.0,112432.79000000001,112432.79000000001,True
153158,42872,6886.79,0,1,1,0,0,0,1,0,1,1,0.0,25849.8,17233.2,0.0,0.0,0.0,103399.21,43083.0,False
61482,7601,7502.75,0,1,1,1,1,1,1,0,1,1,0.0,5797.28,7729.71,7729.71,16747.7,8373.85,46378.25,46378.25,True
105800,25567,26486.4,0,0,1,1,1,1,1,0,0,1,0.0,0.0,8957.77,8957.77,30712.34,5118.72,53746.6,53746.600000000006,True
87680,9925,13394.68,0,0,1,1,0,0,0,1,1,1,0.0,0.0,53633.6,10726.72,0.0,0.0,64360.32,64360.32,True
195575,45375,18846.03,1,0,0,1,1,0,0,1,1,1,32838.49,0.0,0.0,21892.33,76623.15,0.0,131353.97,131353.97,True
155817,26543,14337.51,0,0,1,1,1,0,0,1,0,1,0.0,0.0,19156.08,19156.08,76624.33,0.0,114936.49,114936.49,True
125084,11932,1037.61,0,1,1,1,1,1,1,0,0,0,0.0,14014.3,18685.73,18685.73,40485.75,20242.88,112114.39,112114.39,True
69700,17602,974.54,1,0,0,1,1,1,0,1,1,0,12780.86,0.0,0.0,8520.58,14911.01,14911.01,51123.46,51123.46000000001,True
109325,11203,24727.46,1,0,1,0,1,1,0,0,1,0,18348.64,0.0,12232.42,0.0,36697.27,6116.21,73394.54000000001,73394.54,True
80768,12217,291.65,0,0,1,0,1,1,1,0,1,0,0.0,0.0,11376.56,0.0,32504.45,24378.34,68259.35,68259.35,True
196978,27156,8532.85,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,26881.52,0.0,107526.1,161289.15,134407.62,False
119497,17188,33326.69,1,0,1,0,0,1,1,1,0,0,15918.99,0.0,10612.66,0.0,0.0,42450.65,68982.31,68982.3,True
130247,18293,5255.1,0,1,1,0,0,0,1,1,0,0,0.0,26674.72,17783.15,0.0,0.0,0.0,106698.9,44457.87,False
188274,51419,21532.13,1,0,0,1,1,0,1,0,1,1,28830.72,0.0,0.0,19220.48,67271.67,0.0,115322.87,115322.87,True
125204,6403,16529.46,1,0,1,1,1,1,1,0,1,0,25567.89,0.0,17045.26,17045.26,28408.76,14204.38,102271.54000000001,102271.54999999999,True
84617,3732,26583.33,1,0,0,0,1,1,1,1,1,0,13575.42,0.0,0.0,0.0,23272.14,17454.11,54301.67,54301.67,True
174462,24576,35639.42,0,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,114246.58,0.0,114246.58,114246.58,True
191547,27001,29684.44,0,0,1,1,1,1,1,1,1,1,0.0,0.0,22476.93,22476.93,59938.47,29969.24,134861.56,134861.57,True
100016,18720,22425.89,1,0,1,1,1,1,1,1,1,0,14717.53,0.0,9811.68,9811.68,18396.91,6132.3,58870.11,58870.100000000006,True
84032,20312,12737.99,0,0,0,1,1,1,1,0,1,1,0.0,0.0,0.0,8497.0,31863.76,10621.25,50982.01,50982.009999999995,True
196530,6509,49452.23,0,1,0,1,1,1,1,1,0,0,0.0,17571.1,0.0,23428.13,66379.7,33189.85,140568.77,140568.78,True
101975,22961,9076.34,1,0,0,1,1,1,1,0,0,1,17484.42,0.0,0.0,11656.28,32637.57,8159.39,69937.66,69937.66,True
126072,1200,15909.21,1,0,0,0,1,0,1,0,0,0,27240.7,0.0,0.0,0.0,81722.09,0.0,108962.79000000001,108962.79,True
132649,19791,24675.78,1,0,1,1,1,1,1,0,1,1,22045.56,0.0,14697.04,14697.04,27556.94,9185.65,88182.22,88182.23,True
151687,8634,15652.08,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,21233.49,70778.29,35389.14,127400.92,127400.92,True
147471,39796,15221.57,1,0,0,1,1,1,1,0,1,0,23113.36,0.0,0.0,15408.9,46226.71,7704.45,92453.43,92453.42,True
181257,32780,26150.36,1,0,0,0,1,1,1,1,0,1,30581.66,0.0,0.0,0.0,78638.55,13106.43,122326.64,122326.64000000001,True
98241,24223,16580.15,1,0,1,1,1,1,1,0,1,0,14359.46,0.0,9572.97,9572.97,20513.52,3418.92,57437.85,57437.84,True
74708,7946,20044.11,1,0,0,1,0,0,1,1,1,1,23358.94,0.0,0.0,7786.31,0.0,0.0,46717.89,31145.25,False
109127,14736,15798.61,0,0,1,0,1,1,1,1,1,0,0.0,0.0,13098.73,0.0,43662.44,21831.22,78592.39,78592.39,True
87127,23595,3027.28,1,0,0,1,1,1,0,1,0,0,15126.18,0.0,0.0,10084.12,20168.24,15126.18,60504.72,60504.72000000001,True
156133,43360,24565.46,0,0,1,1,0,1,0,1,0,0,0.0,0.0,14701.26,14701.26,0.0,58805.03,88207.54000000001,88207.55,True
80498,9977,12965.61,0,1,1,0,1,0,1,1,0,1,0.0,7194.42,9592.56,0.0,40768.4,0.0,57555.39,57555.380000000005,True
53534,2810,502.62,0,0,0,1,0,1,0,1,1,0,0.0,0.0,0.0,8370.23,0.0,33480.92,50221.38,41851.149999999994,False
159960,10579,47314.44,0,0,1,0,1,1,0,1,0,0,0.0,0.0,17011.09,0.0,72904.69,12150.78,102066.56,102066.56,True
112730,12970,10072.12,1,0,0,0,1,1,1,1,0,0,22421.97,0.0,0.0,0.0,53812.73,13453.18,89687.88,89687.88,True
168828,47317,4421.8,1,0,1,1,1,1,1,1,1,0,29272.3,0.0,19514.87,19514.87,41817.57,6969.6,117089.2,117089.20999999999,True
186742,9868,3555.1,1,0,1,0,1,1,0,1,1,1,43329.72,0.0,28886.48,0.0,86659.45,14443.24,173318.9,173318.88999999998,True
174941,49123,2038.0,1,0,1,1,1,0,1,1,0,0,30945.0,0.0,20630.0,20630.0,51575.0,0.0,123780.0,123780.0,True
177143,29228,31845.18,0,0,1,0,0,0,0,1,1,1,0.0,0.0,116069.82,0.0,0.0,0.0,116069.82,116069.82,True
130791,38162,15803.86,1,0,0,1,1,1,1,1,0,1,19206.28,0.0,0.0,12804.19,25608.38,19206.28,76825.14,76825.13,True
157647,30582,25150.7,1,0,0,1,1,1,0,1,0,0,25478.58,0.0,0.0,16985.72,39633.34,19816.67,101914.3,101914.31,True
77677,709,2917.45,0,1,1,1,1,1,1,0,1,0,0.0,9256.32,12341.76,12341.76,32088.57,8022.14,74050.55,74050.55,True
146569,17771,20290.69,1,0,1,1,1,1,0,1,0,1,27126.83,0.0,18084.55,18084.55,30140.92,15070.46,108507.31,108507.31,True
61883,2309,18878.89,1,0,0,0,1,1,1,1,0,0,10173.78,0.0,0.0,0.0,24417.07,6104.27,40695.11,40695.119999999995,True
66727,12630,7648.82,0,1,0,1,1,1,1,0,0,0,0.0,5806.02,0.0,7741.36,21933.86,10966.93,46448.18,46448.170000000006,True
124759,23799,10043.72,1,0,1,1,1,0,0,1,0,0,22729.07,0.0,15152.71,15152.71,37881.78,0.0,90916.28,90916.26999999999,True
96092,8334,18519.57,1,0,0,0,1,1,1,1,1,1,17309.61,0.0,0.0,0.0,34619.21,17309.61,69238.43,69238.43,True
50416,3493,1741.89,1,0,1,0,0,1,1,1,1,0,11295.28,0.0,7530.18,0.0,0.0,22590.56,45181.11,41416.020000000004,False
84346,12123,2535.0,0,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.0,46458.67,23229.33,69688.0,69688.0,True
88089,10711,24017.08,0,1,0,1,1,0,1,1,1,1,0.0,6670.11,0.0,8893.49,37797.32,0.0,53360.92,53360.92,True
104101,6568,15639.67,1,0,0,0,1,1,1,1,0,1,20473.33,0.0,0.0,0.0,40946.67,20473.33,81893.33,81893.33,True
127156,2542,16801.74,1,0,0,0,0,1,1,0,1,0,26953.06,0.0,0.0,0.0,0.0,53906.13,107812.26,80859.19,False
196565,38745,10617.83,0,0,1,1,1,1,1,1,1,0,0.0,0.0,24533.69,24533.69,84115.53,14019.25,147202.17,147202.16,True
150857,40047,7995.73,1,0,0,1,1,1,1,1,0,1,25703.57,0.0,0.0,17135.71,44981.24,14993.75,102814.27,102814.26999999999,True
177792,26878,25968.86,0,1,0,1,1,1,0,1,1,1,0.0,15618.14,0.0,20824.19,70802.25,17700.56,124945.14,124945.14,True
88051,346,24556.67,1,0,0,0,0,0,1,1,0,0,31574.17,0.0,0.0,0.0,0.0,0.0,63148.33,31574.17,False
76323,2972,21739.6,0,0,0,1,1,1,1,1,0,0,0.0,0.0,0.0,8601.9,21504.75,21504.75,51611.4,51611.4,True
98473,25077,16787.72,1,0,0,0,1,1,0,0,1,1,14152.07,0.0,0.0,0.0,36391.04,6065.17,56608.28,56608.28,True
51095,8451,12849.82,0,0,1,1,0,1,0,0,0,0,0.0,0.0,4965.7,4965.7,0.0,19862.79,29794.18,29794.190000000002,True
195057,4817,13359.06,1,0,1,1,1,0,1,0,1,1,44220.24,0.0,29480.16,29480.16,73700.39,0.0,176880.94,176880.95,True
69908,2066,7868.95,1,0,1,0,1,1,1,1,1,0,14993.26,0.0,9995.51,0.0,26238.21,8746.07,59973.05,59973.049999999996,True
175105,28331,40314.9,0,1,1,1,1,1,0,0,1,1,0.0,13307.39,17743.18,17743.18,38443.56,19221.78,106459.1,106459.09,True
124370,11757,2665.52,0,1,1,1,0,1,1,1,1,0,0.0,13743.43,18324.58,18324.58,0.0,54973.74,109947.48,105366.33,False
101329,28611,7949.54,1,0,1,0,1,1,1,1,1,1,16192.11,0.0,10794.74,0.0,30225.28,7556.32,64768.46,64768.45,True
178665,474,59253.79,0,0,1,1,1,1,1,1,1,0,0.0,0.0,19822.87,19822.87,67964.12,11327.35,118937.20999999999,118937.20999999999,True
164758,38997,33996.82,1,0,0,1,1,1,0,1,1,0,22941.04,0.0,0.0,15294.03,21411.64,32117.46,91764.18,91764.17,True
198648,6175,57978.58,0,0,1,1,1,1,0,1,0,1,0.0,0.0,22415.74,22415.74,44831.47,44831.47,134494.41999999998,134494.42,True
184136,34275,1695.3,0,1,1,0,1,1,1,1,1,0,0.0,18520.71,24694.28,0.0,59971.83,44978.87,148165.7,148165.69,True
92064,27159,16734.32,0,0,1,1,0,1,1,1,0,0,0.0,0.0,8028.45,8028.45,0.0,32113.79,48170.68,48170.69,True
119231,27955,3954.88,0,0,1,1,1,1,0,1,1,1,0.0,0.0,14553.52,14553.52,33265.19,24948.89,87321.12,87321.12,True
97366,6485,24984.65,0,1,1,0,1,1,0,1,0,1,0.0,8237.04,10982.73,0.0,26672.33,20004.25,65896.35,65896.35,True
142723,3251,40711.69,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,16460.05,0.0,49380.15,98760.31,65840.2,False
107230,24902,21647.95,0,0,0,0,1,1,1,1,1,0,0.0,0.0,0.0,0.0,40453.37,20226.68,60680.05,60680.05,True
100843,10662,24550.76,0,0,1,1,1,1,1,0,1,0,0.0,0.0,10938.37,10938.37,29169.0,14584.5,65630.24,65630.24,True
196357,26980,2050.07,0,0,0,0,1,0,1,1,1,1,0.0,0.0,0.0,0.0,167326.93,0.0,167326.93,167326.93,True
87136,1830,2636.56,1,0,0,1,1,1,1,1,0,1,20667.36,0.0,0.0,13778.24,27556.48,20667.36,82669.44,82669.44,True
65560,19260,1322.51,1,0,1,1,0,1,1,0,0,0,8995.5,0.0,5997.0,5997.0,0.0,23987.99,44977.49,44977.490000000005,True
128328,7355,17860.01,1,0,1,0,0,1,1,0,0,0,23795.31,0.0,15863.54,0.0,0.0,63454.15,103112.99,103113.0,True
168100,9563,44002.82,1,0,0,0,1,1,0,1,1,0,28633.54,0.0,0.0,0.0,42950.32,42950.32,114534.18,114534.18,True
125041,8830,32381.91,0,0,1,0,1,1,1,1,0,1,0.0,0.0,13971.51,0.0,39918.61,29938.96,83829.09,83829.08,True
172915,21104,18089.77,1,0,0,1,1,1,1,0,1,0,33430.31,0.0,0.0,22286.87,52002.7,26001.35,133721.23,133721.22999999998,True
111024,5806,17183.39,1,0,1,1,1,1,1,1,1,1,22008.65,0.0,14672.43,14672.43,24454.06,12227.03,88034.61,88034.6,True
64248,18229,3421.95,0,0,1,0,0,1,1,0,0,1,0.0,0.0,7099.51,0.0,0.0,21298.53,42597.05,28398.04,False
173598,441,182.71,1,0,1,1,1,1,1,1,1,0,43243.57,0.0,28829.05,28829.05,28829.05,43243.57,172974.29,172974.29,True
77982,5332,6804.68,0,0,1,1,1,1,1,0,0,0,0.0,0.0,10974.22,10974.22,32922.66,10974.22,65845.32,65845.32,True
166480,22324,4062.13,1,0,1,0,1,1,1,1,0,0,35023.47,0.0,23348.98,0.0,32688.57,49032.85,140093.87,140093.87,True
156154,26615,32517.7,0,1,1,1,1,1,0,1,0,0,0.0,12127.66,16170.22,16170.22,35035.47,17517.73,97021.3,97021.3,True
83832,22332,20418.05,1,0,1,0,1,1,0,1,1,1,10270.49,0.0,6846.99,0.0,17973.35,5991.12,41081.95,41081.950000000004,True
173241,1414,37896.14,1,0,1,1,0,1,1,1,1,0,30907.12,0.0,20604.75,20604.75,0.0,61814.24,133930.86,133930.86,True
160632,46665,9139.42,0,1,0,1,1,1,1,1,1,0,0.0,13103.45,0.0,17471.26,49501.91,24750.96,104827.58,104827.57999999999,True
147402,29964,24425.89,0,1,1,0,1,1,0,0,0,1,0.0,11626.51,15502.02,0.0,43922.39,21961.19,93012.11,93012.11,True
146756,34502,8247.73,1,0,0,0,1,1,1,0,1,1,26001.57,0.0,0.0,0.0,44574.12,33430.59,104006.27,104006.28,True
124257,34022,1172.25,1,0,1,1,1,1,1,1,0,0,22265.69,0.0,14843.79,14843.79,29687.58,7421.9,89062.75,89062.75,True
179967,39302,1688.71,0,0,1,0,1,1,1,1,0,0,0.0,0.0,23162.72,0.0,77209.05,38604.53,138976.29,138976.3,True
55912,9882,9794.96,1,0,1,0,1,1,1,1,0,0,9058.76,0.0,6039.17,0.0,18117.52,3019.59,36235.04,36235.03999999999,True
131232,19979,32697.87,1,0,1,1,1,1,1,1,1,0,19638.78,0.0,13092.52,13092.52,24548.48,8182.83,78555.13,78555.13,True
127322,21793,19553.83,1,0,0,1,1,1,1,1,1,1,21493.79,0.0,0.0,14329.19,40121.75,10030.44,85975.17,85975.17000000001,True
83521,12417,10563.71,0,0,0,1,0,1,1,1,0,1,0.0,0.0,0.0,10090.05,0.0,40360.19,60540.29,50450.240000000005,False
118703,20875,16943.01,0,1,0,1,1,1,1,0,1,1,0.0,10110.62,0.0,13480.83,38195.69,19097.84,80884.99,80884.98,True
197583,12633,35808.96,0,1,0,1,1,1,1,1,1,1,0.0,18642.63,0.0,24856.84,70427.71,35213.86,149141.04,149141.04,True
86384,12842,4104.49,1,0,0,1,1,1,1,1,1,1,17359.38,0.0,0.0,11572.92,30378.91,10126.3,69437.51,69437.51000000001,True
155358,9068,27410.47,1,0,0,0,1,1,0,1,1,1,29719.88,0.0,0.0,0.0,50948.37,38211.28,118879.53,118879.53,True
113492,28315,14089.83,1,0,0,0,1,1,0,1,0,1,17771.79,0.0,0.0,0.0,35543.59,17771.79,71087.17,71087.17,True
77609,340,5629.67,0,1,1,1,1,1,1,1,0,1,0.0,8954.92,11939.89,11939.89,25869.76,12934.88,71639.33,71639.34,True
151866,408,32957.77,0,0,0,1,1,1,0,1,0,0,0.0,0.0,0.0,19750.04,65833.46,32916.73,118500.23000000001,118500.23000000001,True
76221,18618,1751.83,0,1,1,1,1,1,0,1,0,1,0.0,6981.4,9308.53,9308.53,20168.48,10084.24,55851.17,55851.18,True
122601,27939,27977.58,0,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,33342.21,66684.42,33342.21,False
55547,14977,6825.8,1,0,0,0,1,1,1,0,1,0,8436.05,0.0,0.0,0.0,16872.1,8436.05,33744.2,33744.2,True
170968,18154,6656.6,0,0,1,0,1,1,1,1,1,1,0.0,0.0,24359.57,0.0,81198.56,40599.28,146157.4,146157.41,True
159567,39527,14093.68,0,1,0,1,1,1,1,1,0,1,0.0,13243.29,0.0,17657.72,50030.21,25015.1,105946.32,105946.32,True
78562,23383,11563.8,0,1,0,1,0,0,0,0,1,1,0.0,10903.8,0.0,14538.4,0.0,0.0,43615.2,25442.199999999997,False
67265,2107,13633.35,0,0,0,1,1,0,0,0,1,0,0.0,0.0,0.0,8587.44,42937.21,0.0,51524.65,51524.65,True
104871,18665,7354.17,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,39425.92,39425.92,78851.83,78851.84,True
161210,44199,19905.06,0,1,1,0,1,1,1,1,0,0,0.0,12138.24,16184.32,0.0,58957.18,9826.2,97105.94,97105.93999999999,True
143761,9811,4822.4,0,0,0,0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,110680.8,18446.8,129127.6,129127.6,True
167804,29822,1595.2,1,0,1,1,1,0,0,1,0,0,34096.7,0.0,22731.13,22731.13,56827.83,0.0,136386.8,136386.79,True
132289,18994,5157.67,0,1,1,1,1,0,1,1,0,1,0.0,13517.17,18022.89,18022.89,58574.39,0.0,108137.33,108137.34,True
137279,15520,30880.56,1,0,1,0,1,1,1,1,1,1,22719.61,0.0,15146.41,0.0,35341.62,17670.81,90878.44,90878.45000000001,True
69520,20302,1493.66,0,0,0,0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,23862.17,23862.17,47724.34,47724.34,True
108290,5255,24429.57,0,0,1,1,1,0,1,0,0,0,0.0,0.0,13100.9,13100.9,52403.62,0.0,78605.43,78605.42,True
115657,31980,2445.99,0,0,0,1,1,1,1,1,1,1,0.0,0.0,0.0,13538.5,33846.25,33846.25,81231.01,81231.0,True
140710,13710,35689.82,1,0,0,0,1,1,1,1,0,1,22827.54,0.0,0.0,0.0,51361.98,17120.66,91310.18,91310.18000000001,True
102203,10854,22867.46,1,0,0,0,1,0,0,1,1,0,17120.39,0.0,0.0,0.0,51361.16,0.0,68481.54000000001,68481.55,True
78468,12411,3033.0,0,1,1,1,0,1,1,1,1,1,0.0,7002.67,9336.89,9336.89,0.0,37347.56,63024.0,63024.009999999995,True
173215,29867,36988.57,1,0,0,0,0,1,1,1,1,1,26589.86,0.0,0.0,0.0,0.0,70906.29,106359.43,97496.15,False
165083,5109,38928.9,1,0,1,1,1,1,0,0,1,0,30261.28,0.0,20174.18,20174.18,43230.39,7205.07,121045.1,121045.1,True
62526,13537,3322.17,1,0,0,1,1,1,1,0,0,1,11416.71,0.0,0.0,7611.14,10655.59,15983.39,45666.83,45666.83,True
127164,25375,5032.46,0,0,1,1,0,1,1,1,0,0,0.0,0.0,16126.09,16126.09,0.0,64504.36,96756.54,96756.54000000001,True
194298,34803,17084.07,1,0,1,0,1,1,1,1,0,1,35602.73,0.0,23735.15,0.0,41536.52,41536.52,142410.93,142410.91999999998,True
