record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters,net_estate,total_shares,share_discrepancy
2622,168890,46567,30616.51,True,0,False,False,2,3,0,2,False,False,22926.62,0.0,0.0,0.0,39302.78,29477.09,91706.49,91706.48999999999,1.4551915228366852e-11
2623,192126,52507,14578.34,True,0,False,True,0,0,1,1,True,False,62520.33,0.0,0.0,20840.11,0.0,0.0,125040.66,83360.44,41680.22
2624,154475,9577,7644.48,True,0,True,True,3,3,0,0,True,True,34313.38,0.0,22875.59,22875.59,38125.98,19062.99,137253.52,137253.53,-0.010000000009313226
2625,194573,21967,56033.24,True,0,True,True,2,3,2,0,True,True,29143.19,0.0,19428.79,19428.79,27755.42,20816.56,116572.76000000001,116572.74999999999,0.010000000023865141
2626,66691,15864,13863.09,False,1,False,False,2,1,0,2,True,False,0.0,4620.49,0.0,0.0,25874.74,6468.68,36963.91,36963.91,0.0
2627,109726,10818,5144.44,True,0,True,True,3,3,1,1,False,False,23440.89,0.0,15627.26,15627.26,26045.43,13022.72,93763.56,93763.56,0.0
2628,116219,7820,20753.13,True,0,False,True,0,0,2,2,True,True,43822.93,0.0,0.0,14607.64,0.0,0.0,87645.87,58430.57,29215.299999999996
2629,109346,21602,7274.76,True,0,False,True,1,3,0,0,True,False,20117.31,0.0,0.0,13411.54,18776.16,28164.23,80469.24,80469.24,0.0
2630,85550,4413,7225.32,False,1,False,True,3,0,0,1,False,True,0.0,9238.96,0.0,12318.61,52354.11,0.0,73911.68,73911.68,0.0
2631,79792,8182,8706.72,False,1,False,True,1,1,0,1,False,False,0.0,7862.91,0.0,10483.88,29704.33,14852.16,62903.28,62903.28,0.0
2632,156706,42605,5953.13,False,1,False,False,0,3,2,0,True,True,0.0,13518.48,0.0,0.0,0.0,72098.58,108147.87,85617.06,22530.809999999998
2633,158212,34033,36567.38,True,0,True,True,3,3,1,1,True,True,21902.9,0.0,14601.94,14601.94,24336.56,12168.28,87611.62,87611.62000000001,-1.4551915228366852e-11
2634,63553,7135,803.02,False,0,False,False,2,0,0,0,False,False,0.0,0.0,0.0,0.0,55614.98,0.0,55614.98,55614.98,0.0
2635,177336,9068,37974.49,False,1,True,True,1,0,2,1,True,False,0.0,16286.69,21715.58,21715.58,70575.65,0.0,130293.51000000001,130293.5,0.010000000009313226
2636,196139,5513,9031.64,False,1,False,False,3,3,0,1,True,True,0.0,22699.29,0.0,0.0,105930.04,52965.02,181594.36,181594.34999999998,0.010000000009313226
2637,185247,6532,47628.44,False,1,True,True,0,0,1,0,True,True,0.0,32771.64,21847.76,21847.76,0.0,0.0,131086.56,76467.15999999999,54619.40000000001
2638,124481,807,10173.49,True,0,True,False,3,2,0,1,False,False,28375.13,0.0,18916.75,0.0,49656.47,16552.16,113500.51,113500.51000000001,-1.4551915228366852e-11
2639,180848,46394,34142.56,False,0,False,True,0,2,0,0,True,False,0.0,0.0,0.0,16718.57,0.0,66874.29,100311.44,83592.85999999999,16718.580000000016
2640,108973,23972,14165.54,False,0,True,True,3,2,2,1,False,False,0.0,0.0,11805.91,11805.91,35417.73,11805.91,70835.45999999999,70835.46,-1.4551915228366852e-11
2641,76335,5467,16178.82,False,0,True,False,1,2,1,2,True,False,0.0,0.0,9114.86,0.0,22787.16,22787.16,54689.18,54689.18,0.0
2642,194028,16279,35670.69,False,0,True,False,2,0,0,2,False,True,0.0,0.0,23679.72,0.0,118398.59,0.0,142078.31,142078.31,0.0
2643,125214,37335,10554.06,True,0,False,True,2,1,2,1,True,True,19331.24,0.0,0.0,12887.49,36084.97,9021.24,77324.94,77324.94000000002,-1.4551915228366852e-11
2644,122748,13269,27786.99,False,1,True,True,0,2,0,2,False,False,0.0,9076.89,12102.52,12102.52,0.0,48410.08,81692.01,81692.01000000001,-1.4551915228366852e-11
2645,88195,13148,18416.5,True,0,True,False,0,2,2,2,True,True,13068.58,0.0,8712.38,0.0,0.0,34849.54,56630.5,56630.5,0.0
2646,192139,38724,22476.03,True,0,True,True,2,1,1,0,True,True,32734.74,0.0,21823.16,21823.16,43646.32,10911.58,130938.97,130938.96,0.00999999999476131
2647,85887,840,13332.84,True,0,True,True,2,0,1,0,True,True,17928.54,0.0,11952.36,11952.36,29880.9,0.0,71714.16,71714.16,0.0
2648,168645,28380,23775.71,False,1,True,False,1,2,1,1,True,False,0.0,14561.16,19414.88,0.0,41256.62,41256.62,116489.29000000001,116489.28,0.010000000009313226
2649,89963,15291,5188.28,False,0,True,True,2,3,0,0,False,False,0.0,0.0,11580.62,11580.62,26469.99,19852.49,69483.72,69483.72,0.0
2650,117117,30161,12063.76,True,0,False,True,3,3,1,0,False,True,18723.06,0.0,0.0,12482.04,29124.76,14562.38,74892.24,74892.24,0.0
2651,92004,12944,6532.83,True,0,True,True,0,2,1,2,False,False,14505.43,0.0,9670.29,9670.29,0.0,38681.16,72527.17,72527.17000000001,-1.4551915228366852e-11
2652,62153,6132,9923.89,False,0,False,False,1,1,0,0,False,False,0.0,0.0,0.0,0.0,30731.41,15365.7,46097.11,46097.11,0.0
2653,131260,1849,8864.97,False,0,False,False,0,2,2,1,False,True,0.0,0.0,0.0,0.0,0.0,80364.02,120546.03,80364.02,40182.009999999995
2654,61631,10230,14152.73,False,0,True,False,2,2,1,0,True,True,0.0,0.0,6208.05,0.0,20693.48,10346.74,37248.270000000004,37248.27,7.275957614183426e-12
2655,107961,20205,13345.21,True,0,True,False,1,3,1,0,False,True,18602.7,0.0,12401.8,0.0,17362.52,26043.78,74410.79000000001,74410.8,-0.00999999999476131
2656,120543,28512,4575.86,True,0,False,True,1,0,1,1,False,False,21863.78,0.0,0.0,14575.86,51015.5,0.0,87455.14,87455.14,0.0
2657,130454,12937,28908.5,True,0,False,False,3,1,2,2,True,False,22152.12,0.0,0.0,0.0,56962.61,9493.77,88608.5,88608.5,0.0
2658,105544,23022,10719.34,False,0,False,True,3,3,2,2,True,False,0.0,0.0,0.0,11967.11,39890.37,19945.18,71802.66,71802.66,0.0
2659,89868,26475,19206.78,True,0,False,False,1,3,2,1,False,True,11046.56,0.0,0.0,0.0,13255.87,19883.8,44186.22,44186.229999999996,-0.00999999999476131
2660,99536,12553,7543.93,True,0,True,True,0,1,2,2,True,True,18332.09,0.0,12221.4,12221.4,0.0,36664.19,79439.07,79439.08,-0.00999999999476131
2661,126990,17982,16025.41,True,0,False,False,2,0,0,0,False,True,23245.65,0.0,0.0,0.0,69736.94,0.0,92982.59,92982.59,0.0
2662,133880,30534,31403.96,False,1,False,False,1,2,0,2,True,True,0.0,8992.76,0.0,0.0,31474.64,31474.64,71942.04000000001,71942.04000000001,0.0
2663,193834,11994,60536.57,False,0,True,True,2,0,2,1,False,True,0.0,0.0,20217.24,20217.24,80868.95,0.0,121303.43,121303.43,0.0
2664,125525,14798,36169.83,False,1,True,False,2,2,2,1,True,False,0.0,9319.65,12426.19,0.0,35207.55,17603.78,74557.17,74557.17,0.0
2665,186179,38589,12708.16,False,0,True,False,2,2,0,0,True,True,0.0,0.0,22480.31,0.0,74934.36,37467.18,134881.84,134881.85,-0.010000000009313226
2666,77613,3113,2743.36,True,0,False,False,0,0,0,0,True,False,35878.32,0.0,0.0,0.0,0.0,0.0,71756.64,35878.32,35878.32
2667,74352,4761,16305.34,False,1,True,True,3,1,0,1,True,False,0.0,6660.71,8880.94,8880.94,24739.77,4123.3,53285.66,53285.66,0.0
2668,172938,40194,7684.81,False,1,True,True,2,1,1,0,False,False,0.0,15632.4,20843.2,20843.2,54192.32,13548.08,125059.19,125059.2,-0.00999999999476131
2669,172133,7625,17990.49,False,0,False,False,2,3,1,2,False,True,0.0,0.0,0.0,0.0,83724.29,62793.22,146517.51,146517.51,0.0
2670,99191,13352,2366.26,True,0,False,False,2,0,2,1,False,True,20868.19,0.0,0.0,0.0,62604.56,0.0,83472.74,83472.75,-0.00999999999476131
2671,68283,9283,12166.47,False,1,True,False,3,1,0,2,False,True,0.0,5854.19,7805.59,0.0,28434.64,4739.11,46833.53,46833.53,0.0
2672,96546,22602,21482.55,True,0,False,False,2,0,2,2,True,True,13115.36,0.0,0.0,0.0,39346.09,0.0,52461.45,52461.45,0.0
2673,105398,13791,5008.47,False,1,True,True,1,2,0,0,False,False,0.0,10824.82,14433.09,14433.09,23453.77,23453.77,86598.53,86598.54000000001,-0.010000000009313226
2674,198042,5367,6785.36,False,0,False,False,2,3,2,1,False,True,0.0,0.0,0.0,0.0,106222.65,79666.99,185889.64,185889.64,0.0
2675,189556,5435,61273.27,False,1,True,False,3,3,1,1,True,True,0.0,15355.97,20474.62,0.0,58011.43,29005.71,122847.73000000001,122847.72999999998,2.9103830456733704e-11
2676,61685,9757,5801.43,True,0,False,True,1,0,1,1,False,True,11531.64,0.0,0.0,7687.76,26907.17,0.0,46126.57,46126.57,0.0
2677,63857,6876,11947.87,False,0,True,True,3,2,2,2,True,True,0.0,0.0,7505.52,7505.52,22516.57,7505.52,45033.13,45033.130000000005,-7.275957614183426e-12
2678,109597,25679,13933.87,True,0,False,False,1,1,1,0,True,False,17496.03,0.0,0.0,0.0,34992.07,17496.03,69984.13,69984.13,0.0
2679,132288,18934,33446.13,False,0,True,True,1,1,0,1,True,True,0.0,0.0,13317.98,13317.98,35514.61,17757.3,79907.87,79907.87,0.0
2680,187171,17301,37990.97,True,0,True,False,2,0,2,1,False,True,32969.76,0.0,21979.84,0.0,76929.43,0.0,131879.03,131879.03,0.0
2681,156007,13889,32908.05,True,0,False,False,2,3,1,2,True,True,27302.49,0.0,0.0,0.0,46804.26,35103.2,109209.95,109209.95,0.0
2682,173501,36810,8820.09,True,0,True,True,3,3,1,0,False,False,31967.73,0.0,21311.82,21311.82,35519.7,17759.85,127870.91,127870.91999999998,-0.009999999980209395
2683,97973,14225,7741.08,False,0,True,True,3,1,2,1,False,False,0.0,0.0,12667.82,12667.82,43432.53,7238.75,76006.92,76006.92,0.0
2684,83743,10329,15199.49,False,0,False,False,3,0,1,1,True,False,0.0,0.0,0.0,0.0,58214.51,0.0,58214.51,58214.51,0.0
2685,80750,4997,11362.93,True,0,True,True,2,3,2,1,False,True,16097.52,0.0,10731.68,10731.68,15330.97,11498.23,64390.07,64390.08,-0.010000000002037268
2686,126940,24912,18512.97,True,0,True,False,3,2,0,0,False,True,20878.76,0.0,13919.17,0.0,36537.83,12179.28,83515.03,83515.04000000001,-0.010000000009313226
2687,92558,4548,6878.4,False,1,False,False,3,1,1,0,False,True,0.0,10141.45,0.0,0.0,60848.7,10141.45,81131.6,81131.59999999999,1.4551915228366852e-11
2688,88322,7397,24760.35,True,0,True,False,3,0,1,2,True,False,14041.16,0.0,9360.77,0.0,32762.71,0.0,56164.65,56164.64,0.010000000002037268
2689,117433,13354,18025.83,False,1,True,True,2,0,2,0,False,False,0.0,10756.65,14342.19,14342.19,46612.13,0.0,86053.17,86053.16,0.00999999999476131
2690,60586,11935,1304.9,True,0,False,False,1,3,2,2,False,True,11836.52,0.0,0.0,0.0,14203.83,21305.74,47346.1,47346.09,0.010000000002037268
2691,129115,36991,29379.43,False,0,True,True,3,1,2,0,False,True,0.0,0.0,10457.43,10457.43,35854.04,5975.67,62744.57,62744.57,0.0
2692,74432,2319,10544.6,False,1,True,True,2,2,1,1,True,False,0.0,7696.05,10261.4,10261.4,22233.03,11116.52,61568.4,61568.399999999994,7.275957614183426e-12
2693,66032,15230,3488.02,True,0,False,False,0,2,2,2,False,False,11828.5,0.0,0.0,0.0,0.0,31542.65,47313.98,43371.15,3942.8300000000017
2694,109284,9423,4975.37,False,0,False,True,0,3,2,2,False,False,0.0,0.0,0.0,15814.27,0.0,63257.09,94885.63,79071.36,15814.270000000004
2695,63083,1472,11514.17,True,0,True,True,1,3,0,2,False,True,12524.21,0.0,8349.47,8349.47,8349.47,12524.21,50096.83,50096.83,0.0
2696,172058,7357,11748.15,True,0,False,True,1,2,2,2,False,True,38238.21,0.0,0.0,25492.14,44611.25,44611.25,152952.85,152952.85,0.0
2697,53347,3572,9637.26,False,0,True,True,3,3,2,1,False,True,0.0,0.0,6689.62,6689.62,17839.0,8919.5,40137.74,40137.74,0.0
2698,154978,19006,7495.28,False,0,True,True,3,2,2,1,True,True,0.0,0.0,21412.79,21412.79,64238.36,21412.79,128476.72,128476.73000000001,-0.010000000009313226
2699,187787,26319,36444.24,False,1,False,False,1,0,0,0,True,True,0.0,15627.97,0.0,0.0,109395.79,0.0,125023.76000000001,125023.76,1.4551915228366852e-11
2700,110991,13579,31795.82,True,0,False,False,2,1,1,2,True,True,16404.04,0.0,0.0,0.0,39369.71,9842.43,65616.18,65616.18,0.0
2701,193519,2128,9735.31,True,0,False,True,0,3,1,2,False,True,41920.54,0.0,0.0,27947.03,0.0,111788.12,181655.69,181655.69,0.0
2702,131083,214,29970.33,False,0,False,True,2,3,2,1,True,False,0.0,0.0,0.0,16816.44,48046.99,36035.24,100898.67,100898.66999999998,1.4551915228366852e-11
2703,149826,1142,23439.19,True,0,True,True,2,0,1,2,False,False,31311.2,0.0,20874.13,20874.13,52185.34,0.0,125244.81,125244.8,0.00999999999476131
2704,83226,18104,21625.01,True,0,False,False,1,3,0,2,True,True,10874.25,0.0,0.0,0.0,13049.1,19573.65,43496.990000000005,43497.0,-0.00999999999476131
2705,54269,15475,11273.25,False,0,False,False,0,3,1,2,False,False,0.0,0.0,0.0,0.0,0.0,18347.17,27520.75,18347.17,9173.580000000002
2706,141643,15648,22600.91,True,0,True,False,0,3,0,1,False,True,23860.17,0.0,15906.78,0.0,0.0,63627.13,103394.09,103394.07999999999,0.010000000009313226
2707,121068,32032,925.99,True,0,False,True,0,1,0,0,True,True,22027.5,0.0,0.0,14685.0,0.0,44055.0,88110.01,80767.5,7342.509999999995
2708,152173,22490,37627.5,True,0,True,False,1,0,0,1,True,False,23013.88,0.0,15342.58,0.0,53699.04,0.0,92055.5,92055.5,0.0
2709,192222,24202,6113.98,False,1,True,False,1,3,1,0,False,False,0.0,20238.25,26984.34,0.0,45873.37,68810.06,161906.02,161906.02,0.0
2710,197967,49394,13045.9,True,0,True,True,2,1,2,2,False,False,33881.78,0.0,22587.85,22587.85,45175.7,11293.93,135527.1,135527.11,-0.009999999980209395
2711,66174,4646,752.07,True,0,True,False,2,1,0,0,False,True,15193.98,0.0,10129.32,0.0,28362.1,7090.53,60775.93,60775.92999999999,7.275957614183426e-12
2712,142871,14391,36509.52,True,0,False,True,1,3,0,0,True,True,22992.62,0.0,0.0,15328.41,21459.78,32189.67,91970.48000000001,91970.48,1.4551915228366852e-11
2713,172143,44787,25916.36,True,0,False,False,1,2,1,0,False,True,25359.91,0.0,0.0,0.0,38039.86,38039.86,101439.64,101439.63,0.00999999999476131
2714,123689,27533,14998.19,True,0,False,True,0,1,1,2,False,False,20289.45,0.0,0.0,13526.3,0.0,40578.9,81157.81,74394.65,6763.1600000000035
2715,63898,2019,1368.1,True,0,True,False,1,2,1,1,False,True,15127.73,0.0,10085.15,0.0,17649.01,17649.01,60510.9,60510.899999999994,7.275957614183426e-12
2716,190440,30065,16422.54,False,0,True,False,1,3,0,2,False,True,0.0,0.0,23992.08,0.0,47984.15,71976.23,143952.46,143952.46000000002,-2.9103830456733704e-11
2717,64398,9074,5855.78,False,0,True,True,2,2,0,2,False,False,0.0,0.0,8244.7,8244.7,21985.88,10992.94,49468.22,49468.22,0.0
2718,88937,24226,11683.79,False,0,False,True,3,1,2,1,True,True,0.0,0.0,0.0,8837.87,37876.58,6312.76,53027.21,53027.21000000001,-7.275957614183426e-12
2719,95136,24537,2748.36,True,0,True,False,0,3,2,0,False,False,15657.84,0.0,10438.56,0.0,0.0,41754.24,67850.64,67850.64,0.0
2720,163146,1987,43341.54,False,1,False,False,1,3,0,1,True,True,0.0,14727.18,0.0,0.0,41236.11,61854.17,117817.45999999999,117817.45999999999,0.0
2721,66010,4135,13959.2,False,0,True,False,1,1,1,2,False,True,0.0,0.0,7985.97,0.0,26619.89,13309.94,47915.8,47915.8,0.0
2722,78763,15712,19115.5,True,0,True,True,2,3,1,2,False,False,10983.88,0.0,7322.58,7322.58,10460.83,7845.62,43935.5,43935.490000000005,0.00999999999476131
2723,166624,37204,34276.73,False,0,True,False,3,0,1,0,True,False,0.0,0.0,15857.21,0.0,79286.06,0.0,95143.26999999999,95143.26999999999,0.0
2724,62301,18608,10179.23,False,1,True,True,0,3,0,1,False,True,0.0,3723.75,4965.0,4965.0,0.0,19860.01,33513.770000000004,33513.759999999995,0.010000000009313226
2725,130626,25057,9033.29,True,0,True,True,3,0,2,0,False,False,24133.93,0.0,16089.28,16089.28,40223.21,0.0,96535.70999999999,96535.7,0.00999999999476131
2726,154256,44931,10308.51,True,0,True,False,2,3,0,0,True,False,24754.12,0.0,16502.75,0.0,33005.5,24754.12,99016.49,99016.48999999999,1.4551915228366852e-11
2727,129073,4552,38848.21,False,1,True,False,2,2,0,0,False,True,0.0,10709.1,14278.8,0.0,40456.6,20228.3,85672.79000000001,85672.8,-0.00999999999476131
2728,187328,18588,2757.41,True,0,False,True,1,3,1,1,True,False,41495.65,0.0,0.0,27663.76,38729.27,58093.91,165982.59,165982.59,0.0
2729,193990,51259,18547.85,False,1,False,True,3,0,2,2,True,True,0.0,15522.89,0.0,20697.19,87963.06,0.0,124183.15,124183.14,0.00999999999476131
2730,190021,11631,57836.47,False,0,True,False,2,2,2,2,True,False,0.0,0.0,20092.25,0.0,66974.18,33487.09,120553.53,120553.51999999999,0.010000000009313226
2731,126819,34437,5131.62,False,0,True,False,2,0,0,1,True,False,0.0,0.0,14541.73,0.0,72708.65,0.0,87250.38,87250.37999999999,1.4551915228366852e-11
2732,62278,17826,1930.76,True,0,False,True,0,1,0,2,True,False,10630.31,0.0,0.0,7086.87,0.0,21260.62,42521.24,38977.8,3543.439999999995
2733,132308,30524,785.28,False,0,True,True,2,2,1,2,True,True,0.0,0.0,16833.12,16833.12,44888.32,22444.16,100998.72,100998.72,0.0
2734,184552,26026,14434.29,False,0,False,False,1,3,2,0,False,False,0.0,0.0,0.0,0.0,57636.68,86455.03,144091.71,144091.71,0.0
2735,60840,6403,9586.86,False,0,False,True,0,0,1,2,True,True,0.0,0.0,0.0,7475.02,0.0,0.0,44850.14,7475.02,37375.119999999995
2736,152793,31595,37609.81,False,0,True,False,2,1,2,1,False,False,0.0,0.0,13931.36,0.0,55725.46,13931.37,83588.19,83588.19,0.0
2737,112280,114,6851.5,False,0,True,True,1,1,1,0,True,False,0.0,0.0,17552.42,17552.42,46806.44,23403.22,105314.5,105314.5,0.0
2738,67285,18060,8171.46,True,0,True,False,0,2,1,0,True,False,9473.89,0.0,6315.93,0.0,0.0,25263.72,41053.54,41053.54,0.0
2739,63347,11422,12491.06,True,0,False,False,2,3,0,2,True,False,9858.49,0.0,0.0,0.0,16900.26,12675.2,39433.94,39433.95,-0.00999999999476131
2740,151250,3770,12442.5,False,0,False,True,1,0,1,0,True,False,0.0,0.0,0.0,22506.25,112531.25,0.0,135037.5,135037.5,0.0
2741,136827,1786,38907.51,True,0,False,True,1,0,0,0,True,False,24033.37,0.0,0.0,16022.25,56077.87,0.0,96133.48999999999,96133.48999999999,0.0
2742,86475,22300,11803.52,True,0,False,False,2,2,0,1,True,False,13092.87,0.0,0.0,0.0,26185.74,13092.87,52371.479999999996,52371.48,-7.275957614183426e-12
2743,153786,4264,21224.04,True,0,False,True,1,3,2,1,False,False,32074.49,0.0,0.0,21382.99,29936.19,44904.29,128297.95999999999,128297.95999999999,0.0
2744,151717,23078,24901.84,True,0,True,True,0,2,2,1,False,False,20747.43,0.0,13831.62,13831.62,0.0,55326.49,103737.16,103737.16,0.0
2745,181533,41403,5769.63,False,1,True,False,2,0,1,1,True,True,0.0,16795.05,22393.39,0.0,95171.93,0.0,134360.37,134360.37,0.0
2746,179741,38003,13658.37,True,0,True,True,1,1,2,0,False,True,32019.91,0.0,21346.6,21346.6,35577.68,17788.84,128079.63,128079.62999999998,2.9103830456733704e-11
2747,117271,4745,33792.21,False,0,True,False,1,0,2,0,False,False,0.0,0.0,13122.3,0.0,65611.49,0.0,78733.79000000001,78733.79000000001,0.0
2748,77054,19695,9769.83,False,1,False,False,0,1,1,0,False,True,0.0,5948.65,0.0,0.0,0.0,23794.58,47589.17,29743.230000000003,17845.939999999995
2749,192489,53641,32555.77,False,0,True,True,2,1,0,1,False,False,0.0,0.0,17715.37,17715.37,56689.19,14172.3,106292.23,106292.23,0.0
2750,72109,2488,16546.73,True,0,True,True,2,0,2,0,False,True,13268.57,0.0,8845.71,8845.71,22114.28,0.0,53074.270000000004,53074.27,7.275957614183426e-12
2751,83228,21918,15866.08,False,1,False,True,1,1,2,1,True,False,0.0,5680.49,0.0,7573.99,21459.63,10729.81,45443.92,45443.92,0.0
2752,56844,9185,5915.41,False,1,True,False,0,2,0,0,False,True,0.0,5217.95,6957.26,0.0,0.0,27829.06,41743.59,40004.270000000004,1739.3199999999924
2753,119519,25635,11264.71,True,0,False,False,2,2,2,1,False,False,20654.82,0.0,0.0,0.0,41309.65,20654.82,82619.29000000001,82619.29000000001,0.0
2754,182744,50238,32418.08,False,0,True,False,0,1,1,1,False,False,0.0,0.0,16681.32,0.0,0.0,50043.96,100087.92,66725.28,33362.64
2755,191346,26292,41323.9,True,0,True,False,2,3,0,0,True,False,30932.53,0.0,20621.68,0.0,41243.37,30932.53,123730.1,123730.11,-0.00999999999476131
2756,192812,50172,9228.46,False,1,False,True,1,0,2,1,False,True,0.0,16676.44,0.0,22235.26,94499.84,0.0,133411.54,133411.53999999998,2.9103830456733704e-11
2757,196149,39635,34348.83,True,0,False,False,3,3,2,2,True,True,30541.29,0.0,0.0,0.0,61082.59,30541.29,122165.17,122165.17000000001,-1.4551915228366852e-11
2758,69219,12356,3715.93,True,0,True,True,3,1,0,2,True,True,13286.77,0.0,8857.84,8857.84,18981.1,3163.52,53147.07,53147.07,0.0
2759,124708,12092,32344.09,True,0,True,True,0,2,1,0,False,False,16054.38,0.0,10702.92,10702.92,0.0,42811.69,80271.91,80271.91,0.0
2760,71876,2581,7805.64,False,1,False,True,3,0,2,2,True,False,0.0,7686.17,0.0,10248.23,43554.96,0.0,61489.36,61489.36,0.0
2761,62543,7511,8606.03,True,0,True,True,0,3,2,0,True,True,9285.19,0.0,6190.13,6190.13,0.0,24760.52,46425.97,46425.97,0.0
2762,196171,2838,35348.54,False,0,True,True,2,0,1,2,False,True,0.0,0.0,26330.74,26330.74,105322.97,0.0,157984.46,157984.45,0.009999999980209395
2763,55873,6543,1447.77,True,0,False,False,3,1,2,1,True,True,11970.56,0.0,0.0,0.0,30781.43,5130.24,47882.23,47882.229999999996,7.275957614183426e-12
2764,60593,14195,14736.36,True,0,False,False,2,1,0,2,False,False,7915.41,0.0,0.0,0.0,18996.98,4749.25,31661.64,31661.64,0.0
2765,190384,46767,41276.52,False,0,True,False,0,1,1,2,True,False,0.0,0.0,17056.75,0.0,0.0,51170.24,102340.48000000001,68226.98999999999,34113.49000000002
2766,129266,4439,30626.39,True,0,True,True,2,0,2,1,True,False,23550.15,0.0,15700.1,15700.1,39250.25,0.0,94200.61,94200.6,0.00999999999476131
2767,168816,12415,32011.11,False,0,True,False,0,0,1,0,False,True,0.0,0.0,20731.65,0.0,0.0,0.0,124389.89,20731.65,103658.23999999999
2768,157500,41086,17588.64,False,0,False,True,0,0,1,2,False,True,0.0,0.0,0.0,16470.89,0.0,0.0,98825.36,16470.89,82354.47
2769,162809,26496,29531.2,False,0,False,True,2,1,0,1,True,True,0.0,0.0,0.0,17796.97,71187.87,17796.97,106781.8,106781.81,-0.00999999999476131
2770,62005,11104,921.8,False,0,False,True,3,2,0,0,False,False,0.0,0.0,0.0,8329.87,31237.0,10412.33,49979.2,49979.200000000004,-7.275957614183426e-12
2771,199752,55439,7810.26,True,0,True,False,0,3,1,1,True,False,31500.63,0.0,21000.42,0.0,0.0,84001.69,136502.74,136502.74,0.0
2772,129187,21677,19976.28,False,0,True,True,0,0,2,2,True,True,0.0,0.0,14588.95,14588.95,0.0,0.0,87533.72,29177.9,58355.82
2773,180272,25004,24562.05,False,0,True,True,1,2,1,0,True,False,0.0,0.0,21784.32,21784.32,43568.65,43568.65,130705.95,130705.94,0.00999999999476131
2774,187410,20719,28492.38,True,0,True,True,0,0,1,2,False,True,69099.31,0.0,23033.1,23033.1,0.0,0.0,138198.62,115165.51000000001,23033.109999999986
2775,141089,31192,4207.48,True,0,False,True,3,2,0,0,True,True,26422.38,0.0,0.0,17614.92,46239.17,15413.06,105689.52,105689.53,-0.00999999999476131
2776,146372,30967,26261.14,True,0,True,False,0,0,1,0,False,True,44571.93,0.0,14857.31,0.0,0.0,0.0,89143.86,59429.24,29714.620000000003
2777,79039,2800,19092.99,False,0,False,True,0,2,1,1,False,False,0.0,0.0,0.0,9524.33,0.0,38097.34,57146.009999999995,47621.67,9524.339999999997
2778,76240,22642,7807.18,False,1,False,True,2,1,0,1,False,True,0.0,5723.85,0.0,7631.8,25948.13,6487.03,45790.82,45790.81,0.010000000002037268
2779,63315,2687,11634.19,True,0,False,True,1,1,0,1,False,False,12248.45,0.0,0.0,8165.63,19053.15,9526.57,48993.81,48993.8,0.00999999999476131
2780,162548,11871,27471.06,True,0,False,False,1,1,0,2,False,True,30801.49,0.0,0.0,0.0,61602.97,30801.49,123205.94,123205.95000000001,-0.010000000009313226
2781,139718,41808,16047.27,False,1,True,False,0,1,2,0,False,True,0.0,10232.84,13643.79,0.0,0.0,40931.36,81862.73,64807.990000000005,17054.73999999999
2782,68156,4052,19181.44,True,0,True,False,0,3,0,1,True,True,10366.74,0.0,6911.16,0.0,0.0,27644.65,44922.56,44922.55,0.00999999999476131
2783,115729,17162,31524.94,True,0,False,False,1,0,0,0,True,True,16760.51,0.0,0.0,0.0,50281.54,0.0,67042.06,67042.05,0.00999999999476131
2784,151081,44765,11741.52,True,0,False,True,2,1,1,1,True,True,23643.62,0.0,0.0,15762.41,44134.76,11033.69,94574.48,94574.48000000001,-1.4551915228366852e-11
2785,184293,54713,18274.99,False,0,False,False,1,0,0,0,False,True,0.0,0.0,0.0,0.0,111305.01,0.0,111305.01,111305.01,0.0
2786,122621,23806,21813.37,False,0,True,True,1,2,0,0,True,False,0.0,0.0,12833.6,12833.6,25667.21,25667.21,77001.63,77001.62,0.010000000009313226
2787,177538,25702,15827.08,False,0,False,True,2,0,0,0,True,True,0.0,0.0,0.0,22668.15,113340.77,0.0,136008.92,136008.92,0.0
2788,160265,19241,2575.38,False,0,True,False,1,2,1,0,True,True,0.0,0.0,23074.77,0.0,57686.93,57686.93,138448.62,138448.63,-0.010000000009313226
2789,181005,14679,9822.16,False,0,True,True,0,1,2,1,False,True,0.0,0.0,26083.97,26083.97,0.0,78251.92,156503.84,130419.86,26083.979999999996
2790,151025,17456,12319.25,False,0,False,True,0,2,0,1,True,True,0.0,0.0,0.0,20208.29,0.0,80833.17,121249.75,101041.45999999999,20208.290000000008
2791,143184,41371,3586.95,True,0,False,False,3,2,2,2,True,False,24556.51,0.0,0.0,0.0,55252.15,18417.38,98226.05,98226.04000000001,0.00999999999476131
2792,180838,7569,47307.2,True,0,True,False,2,2,1,1,False,True,31490.45,0.0,20993.63,0.0,48985.14,24492.57,125961.8,125961.79000000001,0.00999999999476131
2793,132012,26721,7330.12,True,0,True,False,3,2,2,2,False,True,24490.22,0.0,16326.81,0.0,42857.89,14285.96,97960.88,97960.88,0.0
2794,155940,14821,23205.17,True,0,True,True,0,3,2,2,True,True,23582.77,0.0,15721.84,15721.84,0.0,62887.38,117913.83,117913.82999999999,1.4551915228366852e-11
