record_id,estate,debts,wills,husband,wives,father,mother,sons,daughters,brothers_m,sisters_m,grandfather,grandmother,share_husband,share_wife,share_father,share_mother,share_sons,share_daughters
5258,95342,25716,8981.72,False,0,True,True,2,3,1,2,True,True,0,0,10107.38,10107.38,23102.58,17326.94
5259,161856,37180,6798.73,False,0,False,False,1,0,1,1,True,False,0,0,0,0,117877.27,0
5260,71459,18245,8884.34,False,0,True,False,1,1,1,1,True,False,0,0,7388.28,0,24627.59,12313.79
5261,80847,6344,14242.75,True,0,True,False,2,3,1,0,False,False,15065.06,0,10043.38,0,20086.75,15065.06
5262,190516,7670,43635.14,True,0,True,False,2,2,0,2,False,False,34802.71,0,23201.81,0,54137.56,27068.78
5263,168856,36101,33413.57,True,0,False,True,2,3,1,0,False,False,24835.36,0,0,16556.9,33113.81,24835.36
5264,76653,11914,2334.69,True,0,False,True,3,2,2,0,True,False,15601.08,0,0,10400.72,27301.89,9100.63
5265,61200,5128,6199.09,False,0,False,False,3,1,0,0,False,True,0,0,0,0,42748.21,7124.7
5266,156652,13037,35393.81,False,0,True,True,1,0,1,2,False,False,0,0,18036.86,18036.86,72147.46,0
5267,92990,16580,25322.22,False,1,False,True,1,1,1,2,False,False,0,6385.97,0,8514.63,24124.78,12062.39
5268,158830,6220,7476.7,True,0,False,False,2,1,1,2,False,True,36283.32,0,0,0,87079.98,21769.99
5269,177484,45926,18137.05,True,0,False,True,2,1,0,1,True,False,28355.24,0,0,18903.49,52929.78,13232.44
5270,63276,4016,7740.25,False,0,False,False,2,2,2,2,False,True,0,0,0,0,34346.5,17173.25
5271,124478,1395,16665.13,True,0,False,False,2,3,1,2,True,True,26604.47,0,0,0,45607.66,34205.74
5272,64976,5030,15656.18,False,0,False,False,0,0,0,1,False,False,0,0,0,0,0,0
5273,68392,9753,7885.6,False,1,False,False,2,2,0,1,True,True,0,6344.18,0,0,29606.15,14803.07
5274,188502,30993,39860.16,False,0,False,False,0,0,1,0,True,False,0,0,0,0,0,0
5275,168443,10541,49671.48,True,0,False,False,3,2,2,2,True,True,27057.63,0,0,0,60879.67,20293.22
5276,165555,73,17086.83,False,0,True,False,1,2,2,2,True,False,0,0,24732.53,0,61831.32,61831.32
5277,133916,1550,30766.24,True,0,True,True,2,3,1,0,False,False,25399.94,0,16933.29,16933.29,24190.42,18142.81
5278,119831,9810,15194.48,False,1,True,True,2,0,2,0,True,False,0,11853.32,15804.42,15804.42,51364.37,0
5279,163237,29458,23003.42,False,0,False,True,1,0,0,1,True,False,0,0,0,18462.6,92312.98,0
5280,75038,14513,6818.81,True,0,True,True,3,3,1,1,True,True,13426.55,0,8951.03,8951.03,14918.39,7459.19
5281,109407,10380,1825.82,True,0,True,True,1,2,0,0,True,True,24300.29,0,16200.2,16200.2,20250.25,20250.25
5282,147879,31414,29676.9,False,0,False,True,3,3,0,0,True,False,0,0,0,14464.68,48215.61,24107.81
5283,87067,15235,10858.36,False,0,False,False,2,1,0,2,True,True,0,0,0,0,48778.91,12194.73
5284,138523,31329,18093.95,False,1,True,True,3,3,0,2,False,False,0,11137.51,14850.01,14850.01,32175.02,16087.51
5285,121337,614,31900.73,False,1,False,True,0,1,1,2,True,False,0,11102.78,0,14803.71,0,44411.14
5286,161827,9466,21705.49,True,0,False,True,3,3,2,2,False,True,32663.88,0,0,21775.92,50810.48,25405.24
5287,125835,13684,30612.41,False,0,False,True,1,3,0,0,True,True,0,0,0,13589.76,27179.53,40769.29
5288,123349,32943,20372.06,True,0,False,False,2,1,1,2,False,False,17508.49,0,0,0,42020.36,10505.09
5289,177599,5133,55410.1,True,0,False,True,3,3,2,2,False,False,29263.97,0,0,19509.32,45521.74,22760.87
5290,183523,29541,25540.8,True,0,True,True,0,3,2,0,False,False,25688.24,0,17125.49,17125.49,0,68501.97
5291,180488,3231,48542.91,False,0,False,True,1,2,2,1,False,True,0,0,0,21452.35,53630.87,53630.87
5292,109920,23158,7256.81,True,0,False,False,2,2,1,2,False,False,19876.3,0,0,0,39752.6,19876.3
5293,56224,11364,9644.0,False,0,False,False,2,1,1,1,False,False,0,0,0,0,28172.8,7043.2
5294,151811,5121,6357.41,False,1,False,True,3,3,1,2,False,True,0,17541.57,0,23388.76,66268.17,33134.08
5295,145669,16140,41768.52,False,0,False,False,1,0,1,0,True,True,0,0,0,0,87760.48,0
5296,54274,1109,14249.1,True,0,True,False,2,1,0,2,True,True,9728.98,0,6485.98,0,18160.75,4540.19
5297,194458,40856,29251.8,True,0,False,False,1,1,0,1,True,True,31087.55,0,0,0,62175.1,31087.55
5298,129600,24182,1882.32,False,1,False,False,2,2,1,2,True,False,0,12941.96,0,0,60395.81,30197.91
5299,110399,1230,22277.96,True,0,True,True,2,0,2,0,False,True,21722.76,0,14481.84,14481.84,36204.6,0
5300,185932,5712,31803.73,False,1,True,False,0,1,1,1,True,True,0,18552.03,24736.04,0,0,74208.13
5301,93428,6709,26490.05,False,0,True,True,3,3,0,0,True,True,0,0,10038.16,10038.16,26768.42,13384.21
5302,198832,6028,27935.86,False,0,True,False,2,1,2,2,False,True,0,0,27478.02,0,109912.09,27478.02
5303,195422,15320,27770.63,True,0,False,True,2,2,0,1,True,False,38082.84,0,0,25388.56,59239.98,29619.99
5304,175932,41779,26714.44,True,0,False,True,1,0,2,0,True,True,26859.64,0,0,17906.43,62672.49,0
5305,135963,17547,28831.33,False,1,True,False,2,2,2,2,False,True,0,11198.08,14930.78,0,42303.87,21151.94
5306,143096,1034,47291.05,True,0,True,True,0,0,0,1,True,True,47385.47,0,31590.32,15795.16,0,0
5307,158138,4220,22185.98,True,0,False,True,0,3,1,1,False,False,30399.7,0,0,20266.46,0,81065.86
5308,103826,19450,2013.53,False,0,False,True,3,2,2,2,False,True,0,0,0,13727.08,51476.54,17158.85
5309,171313,27736,28398.94,True,0,True,True,1,0,1,1,True,False,28794.51,0,19196.34,19196.34,47990.86,0
5310,156085,25798,13688.61,True,0,True,True,2,2,0,2,True,True,29149.6,0,19433.06,19433.06,32388.44,16194.22
5311,71701,876,18266.42,True,0,True,True,0,3,1,2,False,True,10511.72,0,7007.81,7007.81,0,28031.24
5312,145226,24656,5219.66,False,1,True,True,3,1,2,2,True,False,0,14418.79,19225.06,19225.06,53555.52,8925.92
5313,88504,24879,3803.67,True,0,True,True,1,3,0,2,True,False,14955.33,0,9970.22,9970.22,9970.22,14955.33
5314,170215,42200,15531.46,False,1,True,True,1,2,1,2,False,True,0,14060.44,18747.26,18747.26,30464.29,30464.29
5315,170414,5953,46612.29,True,0,True,False,1,0,2,1,False,False,29462.18,0,19641.45,0,68745.08,0
5316,128112,36136,14378.87,False,1,True,True,3,1,1,0,False,False,0,9699.64,12932.85,12932.85,36027.24,6004.54
5317,129734,36675,17020.03,True,0,False,True,2,2,0,0,False,True,19009.74,0,0,12673.16,29570.71,14785.36
5318,161582,14025,19922.9,False,1,True,True,2,1,0,0,True,True,0,15954.26,21272.35,21272.35,55308.11,13827.03
5319,163248,18465,6422.59,False,0,False,False,2,0,0,1,True,True,0,0,0,0,138360.41,0
5320,63678,860,2946.87,False,0,False,False,0,1,1,2,True,True,0,0,0,0,0,29935.56
5321,71914,572,9202.04,False,0,False,False,0,1,2,0,True,True,0,0,0,0,0,31069.98
5322,53451,8213,12777.6,False,0,False,False,1,1,0,2,True,False,0,0,0,0,21640.27,10820.13
5323,110802,23532,27956.07,True,0,True,True,3,2,0,0,True,True,14828.48,0,9885.65,9885.65,18535.6,6178.53
5324,72400,20398,9938.33,True,0,False,True,0,0,2,2,True,False,21031.83,0,0,7010.61,0,0
5325,132809,26491,24090.96,False,0,False,False,3,3,2,2,True,False,0,0,0,0,54818.03,27409.01
5326,111205,16978,8888.1,False,0,True,True,0,3,0,2,True,True,0,0,14223.15,14223.15,0,56892.6
5327,188487,39245,11973.37,False,0,False,True,2,0,0,1,False,True,0,0,0,22878.1,114390.53,0
5328,185458,53204,18634.97,False,0,True,True,3,3,1,2,True,False,0,0,18936.5,18936.5,50497.35,25248.67
5329,133024,7113,35875.45,False,1,True,False,2,3,0,1,True,True,0,11254.44,15005.92,0,36442.96,27332.22
5330,153757,8429,36155.22,True,0,False,False,2,0,0,1,True,False,27293.19,0,0,0,81879.58,0
5331,138773,19374,25097.52,True,0,True,True,1,1,1,0,True,False,23575.37,0,15716.91,15716.91,26194.86,13097.43
5332,129005,15598,14056.16,True,0,False,True,3,3,2,2,True,True,24837.71,0,0,16558.47,38636.44,19318.22
5333,117123,20218,5220.16,False,0,True,True,0,0,0,0,True,True,0,0,61123.23,30561.61,0,0
5334,68823,15199,8390.86,False,1,False,False,1,1,2,1,False,False,0,5654.14,0,0,26386.0,13193.0
5335,64688,8042,18569.53,False,1,False,True,1,0,1,0,True,True,0,4759.56,0,6346.08,26970.83,0
5336,103728,22165,18365.63,True,0,True,True,3,0,1,0,False,True,15799.34,0,10532.89,10532.89,26332.24,0
5337,124919,2331,23660.01,True,0,False,True,0,3,2,1,False,False,22829.54,0,0,15219.69,0,60878.76
5338,174579,46090,24569.88,False,1,True,False,0,1,1,0,True,False,0,12989.89,17319.85,0,0,51959.56
5339,104589,18984,12355.06,True,0,False,False,0,1,1,0,True,True,18312.49,0,0,0,0,36624.97
5340,116676,17001,29455.37,True,0,False,False,2,3,2,0,True,True,17554.91,0,0,0,30094.13,22570.6
5341,164815,45254,4023.29,True,0,False,False,3,2,1,0,False,True,28884.43,0,0,0,64989.96,21663.32
5342,184465,1625,55180.89,True,0,False,True,2,1,2,0,True,True,31914.78,0,0,21276.52,59574.25,14893.56
5343,117152,5829,3675.4,False,0,False,True,3,2,2,0,False,False,0,0,0,17941.27,67279.75,22426.58
5344,174180,41013,9845.54,False,1,True,False,0,2,1,2,False,True,0,15415.18,20553.58,0,0,82214.31
5345,53932,8568,13525.9,False,1,True,True,1,2,1,2,False,False,0,3979.76,5306.35,5306.35,8622.82,8622.82
5346,183747,19798,11101.86,True,0,False,True,3,2,0,0,False,True,38211.79,0,0,25474.52,66870.62,22290.21
5347,92554,12112,23925.2,True,0,True,True,1,0,1,0,True,True,14129.2,0,9419.47,9419.47,23548.67,0
5348,158174,6390,43556.52,False,0,False,True,3,3,0,0,True,True,0,0,0,18037.91,60126.38,30063.19
5349,126794,11891,26446.75,False,0,False,False,1,0,2,1,False,False,0,0,0,0,88456.25,0
5350,73040,17890,15973.98,True,0,False,True,2,1,2,1,False,True,9794.01,0,0,6529.34,18282.14,4570.54
5351,110100,1058,16796.02,False,0,True,True,0,0,0,1,False,True,0,0,76871.65,15374.33,0,0
5352,159447,24622,19943.27,False,0,True,True,1,2,1,1,False,False,0,0,19146.95,19146.95,38293.91,38293.91
5353,106064,18117,13624.3,False,0,True,False,3,2,0,1,True,False,0,0,12387.12,0,46451.69,15483.9
5354,115113,618,35326.56,True,0,False,True,2,1,2,2,False,True,19792.11,0,0,13194.74,36945.27,9236.32
5355,178043,26378,458.24,True,0,True,True,0,0,2,2,True,False,75603.38,0,25201.13,25201.13,0,0
5356,123898,33394,17817.14,False,0,True,True,0,3,1,0,False,True,0,0,12114.48,12114.48,0,48457.91
5357,182431,48712,35495.8,False,1,True,True,1,1,0,1,True,False,0,12277.9,16370.53,16370.53,35469.49,17734.74
5358,112676,610,29318.4,False,0,True,True,1,2,0,2,True,True,0,0,13791.27,13791.27,27582.53,27582.53
5359,155865,22804,37437.28,False,0,True,True,2,2,2,0,False,True,0,0,15937.29,15937.29,42499.43,21249.72
5360,161843,4466,29707.25,False,0,True,False,0,3,2,2,True,False,0,0,21278.29,0,0,85113.17
5361,73520,17076,10094.5,False,0,False,False,1,2,2,1,True,True,0,0,0,0,23174.75,23174.75
5362,62825,8621,11476.62,True,0,True,True,3,1,2,0,True,False,10681.84,0,7121.23,7121.23,15259.78,2543.3
5363,75325,16175,2024.67,True,0,True,True,0,1,2,1,False,True,13182.77,0,8788.51,8788.51,0,26365.54
5364,105178,28815,15009.84,False,1,False,True,3,2,0,1,False,True,0,7669.15,0,10225.53,32593.87,10864.62
5365,91129,22545,10920.04,False,0,True,True,1,3,0,2,True,True,0,0,9610.66,9610.66,15377.06,23065.58
5366,109369,8490,12576.74,False,1,True,True,3,2,2,1,True,False,0,11037.78,14717.04,14717.04,35872.79,11957.6
5367,53169,11001,11486.14,True,0,True,True,0,2,0,2,True,True,6136.37,0,4090.91,4090.91,0,16363.66
5368,105007,17152,18719.51,False,0,True,False,1,0,0,1,False,True,0,0,11522.58,0,57612.91,0
5369,182924,59,1309.32,False,0,True,False,1,3,0,1,False,True,0,0,30259.28,0,60518.56,90777.84
5370,64522,14477,11840.65,False,0,True,True,1,3,2,1,False,True,0,0,6367.39,6367.39,10187.83,15281.74
5371,163159,13782,30540.41,True,0,True,False,1,0,0,2,True,True,29709.15,0,19806.1,0,69321.34,0
5372,199112,17195,45446.77,True,0,True,True,1,1,1,0,True,False,34117.56,0,22745.04,22745.04,37908.4,18954.2
5373,68096,2849,5274.04,False,1,False,True,3,1,2,1,True,False,0,7496.62,0,9995.49,36412.15,6068.69
5374,77349,9963,16388.88,True,0,False,False,1,0,2,0,False,True,12749.28,0,0,0,38247.84,0
5375,109416,30762,1834.93,False,1,True,True,3,2,0,0,True,False,0,9602.38,12803.18,12803.18,31207.75,10402.58
5376,179794,655,28478.51,True,0,True,True,2,1,2,1,False,True,37665.12,0,25110.08,25110.08,50220.16,12555.04
5377,118774,30338,8149.08,True,0,False,False,0,0,0,2,True,True,40143.46,0,0,0,0,0
5378,180568,13775,39658.78,True,0,False,False,0,2,0,0,True,True,31783.56,0,0,0,0,84756.15
5379,51902,2472,3639.35,True,0,True,True,1,1,0,0,True,True,11447.66,0,7631.77,7631.77,12719.63,6359.81
5380,85254,5045,17957.95,False,0,True,True,1,0,2,1,True,True,0,0,10375.17,10375.17,41500.7,0
5381,138463,16155,1579.14,False,0,True,False,2,2,1,1,True,True,0,0,20121.48,0,67071.59,33535.79
5382,68312,4843,9056.99,False,0,True,False,1,1,0,2,True,False,0,0,9068.67,0,30228.89,15114.45
5383,72744,12066,18508.92,True,0,False,True,3,2,0,0,False,False,10542.27,0,0,7028.18,18448.97,6149.66
5384,98218,4573,29011.26,False,0,False,False,2,2,2,1,False,True,0,0,0,0,43089.16,21544.58
5385,140638,39771,23385.89,False,0,False,False,2,0,1,2,False,False,0,0,0,0,77481.11,0
5386,128041,7595,16651.71,True,0,True,False,3,1,2,0,False,True,25948.57,0,17299.05,0,51897.15,8649.52
5387,134568,30839,15317.21,True,0,False,False,3,3,2,2,True,True,22102.95,0,0,0,44205.89,22102.95
5388,127587,656,21163.05,True,0,True,False,3,1,1,1,False,True,26441.99,0,17627.99,0,52883.97,8814.0
5389,86418,17108,6814.05,True,0,True,True,1,2,1,1,True,True,15623.99,0,10415.99,10415.99,13019.99,13019.99
5390,68453,17412,3508.62,False,1,True,True,0,0,2,2,True,True,0,11883.09,7922.06,7922.06,0,0
5391,88433,6101,20772.23,False,0,True,False,0,3,1,2,True,False,0,0,10259.96,0,0,41039.85
5392,141153,1066,10380.51,True,0,True,True,3,0,0,0,False,True,32426.62,0,21617.75,21617.75,54044.37,0
5393,172927,27210,26075.05,True,0,True,False,1,2,2,1,False,True,29910.49,0,19940.32,0,34895.57,34895.57
5394,101715,19916,24675.03,True,0,False,True,2,0,0,1,True,False,14280.99,0,0,9520.66,33322.32,0
5395,134136,20057,31494.74,True,0,True,True,1,0,0,1,False,False,20646.06,0,13764.04,13764.04,34410.11,0
5396,172952,16317,28770.12,True,0,True,False,2,2,1,1,True,False,31966.22,0,21310.81,0,49725.23,24862.62
5397,126167,9670,30663.31,True,0,True,True,2,2,1,2,True,True,21458.42,0,14305.61,14305.61,23842.69,11921.35
5398,67002,1061,5007.73,False,0,True,True,3,3,1,0,True,True,0,0,10155.55,10155.55,27081.45,13540.73
5399,187984,5186,862.0,True,0,False,True,1,1,1,0,True,True,45484.0,0,0,30322.67,70752.89,35376.44
5400,72668,1159,22729.34,False,0,True,False,1,2,0,1,False,True,0,0,8129.94,0,20324.86,20324.86
5401,185024,22577,6081.82,True,0,True,False,2,3,0,2,False,True,39091.29,0,26060.86,0,52121.73,39091.29
5402,148644,41769,2353.61,True,0,False,True,1,3,0,0,False,False,26130.35,0,0,17420.23,24388.32,36582.49
5403,150113,44095,9386.81,False,0,True,False,1,3,2,2,False,False,0,0,16105.2,0,32210.4,48315.6
5404,121301,9054,30072.39,False,1,False,True,3,3,2,2,False,False,0,10271.83,0,13695.77,38804.68,19402.34
5405,90664,21741,15928.34,False,1,False,True,2,0,1,0,False,False,0,6624.33,0,8832.44,37537.88,0
5406,125574,8113,25354.3,True,0,True,False,3,0,0,1,False,True,23026.67,0,15351.12,0,53728.91,0
5407,76403,4073,17043.92,False,0,False,True,0,1,0,0,False,True,0,0,0,9214.35,0,27643.04
5408,161177,13229,36118.52,True,0,False,True,0,3,1,2,False,True,25806.8,0,0,17204.54,0,68818.14
5409,158077,38326,27865.56,False,0,False,True,3,3,2,0,False,False,0,0,0,15314.24,51047.47,25523.73
5410,95902,13205,16207.6,False,1,True,True,3,3,2,2,False,True,0,8311.17,11081.57,11081.57,24010.06,12005.03
5411,195263,46600,31446.31,True,0,True,True,0,3,2,0,True,True,23443.34,0,15628.89,15628.89,0,62515.57
5412,126579,24451,23048.78,True,0,True,False,3,0,1,2,True,True,19769.81,0,13179.87,0,46129.55,0
5413,172735,24175,35520.7,True,0,True,True,1,1,1,0,False,False,28259.83,0,18839.88,18839.88,31399.81,15699.9
5414,189242,28457,13160.88,True,0,True,True,1,3,1,2,False,True,36906.03,0,24604.02,24604.02,24604.02,36906.03
5415,56641,1966,7976.25,True,0,True,True,1,2,1,1,True,False,11674.69,0,7783.12,7783.12,9728.91,9728.91
5416,141501,9526,15686.43,False,0,True,True,0,1,0,0,True,False,0,0,19381.43,19381.43,0,58144.29
5417,103557,14368,8742.64,False,0,False,True,3,0,2,1,True,True,0,0,0,13407.73,67038.63,0
5418,123984,11071,35045.84,False,0,True,True,2,3,1,1,True,False,0,0,12977.86,12977.86,29663.68,22247.76
5419,188689,53852,40586.84,False,1,False,False,1,3,1,0,True,True,0,11781.27,0,0,32987.56,49481.33
5420,188792,39656,22884.1,True,0,True,True,2,1,1,1,False,False,31562.97,0,21041.98,21041.98,42083.97,10520.99
5421,107785,29378,5730.62,True,0,False,False,2,0,0,1,True,False,18169.1,0,0,0,54507.29,0
5422,98181,28134,15906.73,False,0,False,True,1,3,0,1,False,True,0,0,0,9023.38,18046.76,27070.14
5423,122658,13042,6152.62,True,0,False,False,2,0,1,1,True,True,25865.85,0,0,0,77597.54,0
5424,113406,12106,12670.44,False,0,True,True,2,2,0,1,True,False,0,0,14771.59,14771.59,39390.92,19695.46
5425,88297,16561,15227.15,True,0,True,True,3,1,1,2,False,False,14127.21,0,9418.14,9418.14,20181.73,3363.62
5426,179062,21367,12230.24,True,0,True,True,1,1,0,0,False,False,36366.19,0,24244.13,24244.13,40406.88,20203.44
5427,119724,6901,8808.02,False,1,True,False,1,0,1,0,False,True,0,13001.87,17335.83,0,73677.28,0
5428,145024,41014,26144.1,True,0,False,True,3,0,2,0,False,False,19466.47,0,0,12977.65,45421.78,0
5429,167234,16279,2043.93,True,0,False,False,2,3,1,2,True,True,37227.77,0,0,0,63819.03,47864.27
5430,162232,40691,8556.87,True,0,False,False,3,0,1,0,True,False,28246.03,0,0,0,84738.1,0
5431,199228,35643,29608.36,True,0,True,False,2,2,2,0,False,True,33494.16,0,22329.44,0,52102.03,26051.01
5432,179174,7008,14325.85,False,0,True,False,0,0,0,1,False,True,0,0,157840.15,0,0,0
5433,131385,26502,5646.81,False,0,True,True,0,2,0,2,False,True,0,0,16539.36,16539.36,0,66157.46
5434,96134,3134,11011.9,False,0,True,True,2,3,1,0,True,False,0,0,13664.68,13664.68,31233.56,23425.17
5435,175766,25267,45008.94,False,0,False,False,0,1,2,0,True,False,0,0,0,0,0,52745.03
5436,140836,18170,8732.28,False,0,True,True,0,0,1,1,False,True,0,0,18988.95,18988.95,0,0
5437,153253,9411,29414.65,False,0,False,True,1,1,0,0,False,False,0,0,0,19071.22,63570.75,31785.38
5438,74140,18466,5310.79,False,0,True,False,0,0,2,2,False,False,0,0,8393.87,0,0,0
5439,187336,29737,20334.44,False,0,False,True,0,3,1,2,True,False,0,0,0,22877.43,0,91509.71
5440,136390,25270,15261.88,False,0,False,False,2,1,0,1,False,True,0,0,0,0,76686.5,19171.62
5441,63349,1854,8431.93,True,0,True,False,3,3,0,0,False,True,13265.77,0,8843.84,0,20635.64,10317.82
5442,161707,25298,34674.73,True,0,True,False,2,0,1,1,True,False,25433.57,0,16955.71,0,59344.99,0
5443,188316,1063,37082.21,False,0,False,False,1,3,1,1,False,True,0,0,0,0,60068.32,90102.47
5444,83005,1687,2971.69,True,0,True,True,0,2,0,2,False,True,15669.26,0,10446.17,10446.17,0,41784.7
5445,149786,12907,9777.66,True,0,False,True,2,1,2,1,False,False,31775.33,0,0,21183.56,59313.96,14828.49
5446,82117,13827,3254.45,False,0,False,False,3,0,1,0,True,False,0,0,0,0,65035.55,0
5447,65601,8802,10194.26,True,0,False,True,0,3,0,0,True,False,10754.94,0,0,7169.96,0,28679.84
5448,158558,21440,18707.81,True,0,True,True,3,1,2,2,False,True,29602.55,0,19735.03,19735.03,42289.35,7048.23
5449,126854,28399,10126.11,True,0,True,True,1,0,2,0,True,True,22082.22,0,14721.48,14721.48,36803.7,0
5450,65411,11639,15325.1,False,0,True,False,3,0,0,1,True,True,0,0,6407.82,0,32039.08,0
5451,162103,6432,15728.15,False,0,True,False,0,1,2,0,False,True,0,0,23323.81,0,0,69971.43
5452,154578,37726,16458.69,False,1,True,False,0,3,2,1,False,False,0,12549.16,16732.22,0,0,66928.87
5453,120935,9762,5132.85,False,0,True,True,0,1,0,2,True,True,0,0,17673.36,17673.36,0,53020.07
5454,182708,17686,8845.21,False,0,True,True,0,3,2,2,False,True,0,0,26029.47,26029.47,0,104117.86
5455,144213,21261,3090.81,True,0,False,True,1,1,0,2,True,True,29965.3,0,0,19976.86,46612.69,23306.34
5456,85776,19521,9916.22,False,1,False,False,1,2,1,1,True,True,0,7042.35,0,0,24648.22,24648.22
5457,124642,33511,23281.1,True,0,False,True,2,1,0,0,True,False,16962.47,0,0,11308.32,31663.29,7915.82
5458,82639,6516,13143.59,False,1,False,False,2,2,1,0,True,True,0,7872.43,0,0,36737.99,18368.99
5459,80477,12761,13786.14,False,1,False,False,1,1,0,2,False,True,0,6741.23,0,0,31459.09,15729.54
5460,81463,22115,14867.33,False,0,True,True,2,0,0,1,False,False,0,0,7413.44,7413.44,29653.78,0
5461,69821,1386,7157.3,False,0,True,False,2,2,0,1,False,False,0,0,10212.95,0,34043.17,17021.58
5462,54112,9118,5325.44,True,0,False,False,1,0,1,0,False,True,9917.14,0,0,0,29751.42,0
5463,106664,21812,27548.99,True,0,True,True,1,2,1,0,False,False,14325.75,0,9550.5,9550.5,11938.13,11938.13
5464,79335,22795,18290.98,True,0,True,False,3,3,0,1,True,True,9562.26,0,6374.84,0,14874.62,7437.31
5465,72306,15999,1995.61,True,0,False,False,3,1,1,1,True,False,13577.85,0,0,0,34914.46,5819.08
5466,75677,2312,5355.05,True,0,False,True,3,3,2,2,True,True,17002.49,0,0,11334.99,26448.31,13224.16
5467,169525,49132,6403.34,True,0,False,False,3,3,2,1,False,False,28497.42,0,0,0,56994.83,28497.41
5468,127349,19922,24155.56,False,0,False,True,0,0,0,0,True,False,0,0,0,27757.15,0,0
5469,68207,15894,9967.88,True,0,True,False,0,3,1,1,False,True,9771.95,0,6514.63,0,0,26058.54
5470,122321,13973,1583.26,True,0,True,True,0,3,0,1,True,True,21352.95,0,14235.3,14235.3,0,56941.19
5471,159286,20725,19669.26,False,0,True,False,0,1,2,0,False,False,0,0,19815.29,0,0,59445.87
5472,172073,34804,35731.04,True,0,False,True,1,2,2,2,True,False,25384.49,0,0,16922.99,29615.24,29615.24
5473,127400,3528,11046.23,False,1,False,True,1,1,1,2,False,False,0,14103.22,0,18804.29,53278.84,26639.42
5474,93466,5115,22290.29,False,0,True,True,0,2,2,2,False,False,0,0,11010.12,11010.12,0,44040.47
5475,140130,33907,6750.35,True,0,False,False,1,1,2,0,False,True,24868.16,0,0,0,49736.32,24868.16
5476,125095,25751,18883.06,True,0,True,False,3,2,2,0,True,False,20115.24,0,13410.16,0,35201.66,11733.89
5477,172230,6877,8459.91,True,0,True,True,0,3,1,2,False,True,31378.62,0,20919.08,20919.08,0,83676.31
5478,124984,4602,28822.24,False,0,False,True,3,2,1,2,False,True,0,0,0,15259.96,57224.85,19074.95
5479,125535,6327,23640.88,True,0,True,True,1,3,2,0,False,False,23891.78,0,15927.85,15927.85,15927.85,23891.78
5480,76312,13206,18565.78,False,0,True,True,0,1,2,1,False,False,0,0,7423.37,7423.37,0,22270.11
5481,149292,15632,39269.66,False,1,True,False,0,1,0,0,False,True,0,11798.79,15731.72,0,0,47195.17
5482,164377,22101,12939.5,True,0,True,False,2,0,2,0,False,False,32334.12,0,21556.08,0,75446.29,0
5483,66564,13725,4136.25,False,1,False,True,0,2,2,2,True,False,0,6087.84,0,8117.12,0,32468.5
5484,186244,27345,34642.07,True,0,True,True,3,2,1,1,True,False,31064.23,0,20709.49,20709.49,38830.29,12943.43
5485,108325,7127,14354.13,True,0,False,True,1,2,1,1,True,True,21710.97,0,0,14473.98,25329.46,25329.46
5486,187491,39376,41292.14,False,1,False,False,3,0,1,1,True,False,0,13352.86,0,0,93470.0,0
5487,60228,12217,2913.82,True,0,False,False,3,0,2,2,True,False,11274.3,0,0,0,33822.89,0
5488,181257,28787,149.72,True,0,True,True,3,2,2,0,True,False,38080.07,0,25386.71,25386.71,47600.09,15866.7
5489,119158,17041,22221.97,True,0,False,False,0,3,0,1,True,True,19973.76,0,0,0,0,53263.35
5490,192384,9481,28578.49,False,0,False,True,3,1,0,2,False,False,0,0,0,25720.75,110231.79,18371.97
5491,133524,34504,11879.76,False,0,False,False,2,1,2,1,True,False,0,0,0,0,69712.19,17428.05
5492,128075,21442,4249.45,True,0,False,False,1,3,1,1,False,False,25595.89,0,0,0,30715.07,46072.6
5493,113284,11516,8960.64,False,1,True,False,3,1,1,2,False,False,0,11600.92,15467.89,0,56347.33,9391.22
5494,100744,26488,7479.77,False,1,True,False,0,0,1,2,False,False,0,16694.06,11129.37,0,0,0
5495,179678,23173,12717.41,False,1,True,False,1,0,1,2,False,False,0,17973.45,23964.6,0,101849.54,0
5496,155743,44019,30413.19,False,0,True,False,1,1,2,0,False,True,0,0,13551.8,0,45172.67,22586.34
5497,85978,7252,24724.19,False,1,True,False,3,1,0,2,True,False,0,6750.23,9000.3,0,32786.81,5464.47
5498,190011,31047,46136.37,False,0,False,False,2,1,2,2,True,True,0,0,0,0,90262.1,22565.53
5499,123479,1432,4645.28,False,0,True,True,0,1,0,1,False,True,0,0,19566.95,19566.95,0,58700.86
5500,198340,58075,30605.04,False,0,True,False,2,2,2,1,True,False,0,0,18276.66,0,60922.2,30461.1
5501,175347,42190,25796.83,False,1,False,False,1,3,2,2,True,False,0,13420.02,0,0,37576.06,56364.09
5502,100974,8034,1921.24,True,0,False,False,3,3,1,1,True,False,22754.69,0,0,0,45509.38,22754.69
5503,167616,38897,1507.17,True,0,False,True,3,2,0,1,True,False,31802.96,0,0,21201.97,55655.18,18551.73
5504,73985,18821,15809.33,False,0,True,True,1,2,1,0,False,True,0,0,6559.11,6559.11,13118.22,13118.22
5505,122809,26813,24176.19,False,0,False,True,3,3,2,1,True,False,0,0,0,11969.97,39899.89,19949.95
5506,181550,17831,35762.72,True,0,False,False,2,1,2,1,False,False,31989.07,0,0,0,76773.77,19193.44
