text,estate,total_assets,debts,funeral_expenses,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,grandchildren
"The estate is worth $417,247.03. It has debts of $52,733.86, funeral expenses of $9,028.03, a bequest of $44,521.76. Survivors include: a husband, 1 son(s), 3 daughter(s), a father, a mother, 1 brother(s), 2 grandchild(ren)",310963.38,417247.03,52733.86,9028.03,44521.76,0,1,1,3,1,1,1,0,2
"The estate is worth $366,182.09. It has debts of $17,602.09, funeral expenses of $5,881.14, a bequest of $46,316.93. Survivors include: a wife, 1 son(s), a father, 3 brother(s), 1 sister(s), 1 grandchild(ren)",296381.93,366182.09,17602.09,5881.14,46316.93,1,0,1,0,1,0,3,1,1
"The estate is worth $818,116.89. It has debts of $184,341.65, funeral expenses of $7,068.89, a bequest of $55,743.85. Survivors include: a husband, 1 son(s), 1 daughter(s), 2 sister(s), 2 grandchild(ren)",570962.5,818116.89,184341.65,7068.89,55743.85,0,1,1,1,0,0,0,2,2
"The estate is worth $762,929.78. It has debts of $134,265.80, funeral expenses of $4,117.75, a bequest of $186,147.35. Survivors include: a husband, 3 daughter(s), a mother, 3 brother(s)",438398.88,762929.78,134265.8,4117.75,186147.35,0,1,0,3,0,1,3,0,0
"The estate is worth $382,987.77. It has debts of $32,998.42, funeral expenses of $5,186.90, a bequest of $57,303.35. Survivors include: a wife, 4 son(s), a father, 1 brother(s), 2 sister(s)",287499.10000000003,382987.77,32998.42,5186.9,57303.35,1,0,4,0,1,0,1,2,0
"The estate is worth $955,293.03. It has debts of $223,215.78, funeral expenses of $6,052.67, a bequest of $176,069.30. Survivors include: a wife, 2 sister(s), 2 grandchild(ren)",549955.28,955293.03,223215.78,6052.67,176069.3,1,0,0,0,0,0,0,2,2
"The estate is worth $527,484.80. It has debts of $14,608.87, funeral expenses of $2,156.67, a bequest of $81,722.48. Survivors include: a wife, 5 son(s), a father, 1 brother(s), 1 sister(s), 1 grandchild(ren)",428996.7800000001,527484.8,14608.87,2156.67,81722.48,1,0,5,0,1,0,1,1,1
"The estate is worth $760,418.39. It has debts of $7,843.12, funeral expenses of $9,895.23, a bequest of $11,326.69. Survivors include: a wife, 4 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",731353.3500000001,760418.39,7843.12,9895.23,11326.69,1,0,4,1,1,1,3,2,2
"The estate is worth $155,939.56. It has debts of $21,194.55, funeral expenses of $1,601.14, a bequest of $4,618.11. Survivors include: a husband, 3 son(s), 1 daughter(s), a father, a mother, 2 sister(s)",128525.76,155939.56,21194.55,1601.14,4618.11,0,1,3,1,1,1,0,2,0
"The estate is worth $712,984.46. It has debts of $61,156.20, funeral expenses of $5,873.84, a bequest of $106,165.57. Survivors include: a husband, 4 son(s), 3 daughter(s), a father, a mother, 1 brother(s), 2 sister(s), 1 grandchild(ren)",539788.8500000001,712984.46,61156.2,5873.84,106165.57,0,1,4,3,1,1,1,2,1
"The estate is worth $161,145.35. It has debts of $19,795.90, funeral expenses of $3,775.42, a bequest of $24,795.99. Survivors include: a wife, 4 son(s), 5 daughter(s), a father, a mother, 3 brother(s), 1 grandchild(ren)",112778.04,161145.35,19795.9,3775.42,24795.99,1,0,4,5,1,1,3,0,1
"The estate is worth $906,556.51. It has debts of $192,716.22, funeral expenses of $8,690.81, a bequest of $20,969.71. Survivors include: a husband, 1 son(s), 2 brother(s), 2 sister(s), 1 grandchild(ren)",684179.77,906556.51,192716.22,8690.81,20969.71,0,1,1,0,0,0,2,2,1
"The estate is worth $268,459.43. It has debts of $47,363.51, funeral expenses of $7,190.42, a bequest of $8,393.60. Survivors include: a husband, 3 son(s), 3 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 2 grandchild(ren)",205511.9,268459.43,47363.51,7190.42,8393.6,0,1,3,3,1,1,3,1,2
"The estate is worth $344,976.26. It has debts of $85,699.57, funeral expenses of $3,611.72, a bequest of $32,640.40. Survivors include: 2 son(s), 3 daughter(s), 3 brother(s), 2 sister(s), 2 grandchild(ren)",223024.57,344976.26,85699.57,3611.72,32640.4,0,0,2,3,0,0,3,2,2
"The estate is worth $268,813.21. It has debts of $27,454.03, funeral expenses of $8,371.24, a bequest of $59,714.53. Survivors include: a husband, 5 son(s), 5 daughter(s), 2 brother(s), 1 grandchild(ren)",173273.41000000003,268813.21,27454.03,8371.24,59714.53,0,1,5,5,0,0,2,0,1
"The estate is worth $835,760.52. It has debts of $146,019.74, funeral expenses of $3,228.13, a bequest of $26,329.81. Survivors include: a husband, 1 daughter(s), 2 sister(s), 2 grandchild(ren)",660182.84,835760.52,146019.74,3228.13,26329.81,0,1,0,1,0,0,0,2,2
"The estate is worth $260,547.41. It has debts of $27,968.65, funeral expenses of $9,614.39, a bequest of $23,168.52. Survivors include: a husband, 4 son(s), 2 daughter(s), a mother, 1 brother(s)",199795.85,260547.41,27968.65,9614.39,23168.52,0,1,4,2,0,1,1,0,0
"The estate is worth $641,555.97. It has debts of $94,242.36, funeral expenses of $9,484.64, a bequest of $48,036.14. Survivors include: 2 daughter(s), a mother, 3 brother(s), 3 sister(s)",489792.83,641555.97,94242.36,9484.64,48036.14,0,0,0,2,0,1,3,3,0
"The estate is worth $153,999.66. It has debts of $34,565.20, funeral expenses of $1,037.80, a bequest of $20,759.57. Survivors include: 2 son(s), a father, a mother, 2 brother(s), 2 sister(s), 1 grandchild(ren)",97637.09,153999.66,34565.2,1037.8,20759.57,0,0,2,0,1,1,2,2,1
"The estate is worth $654,510.30. It has debts of $92,896.55, funeral expenses of $1,758.63, a bequest of $21,196.66. Survivors include: a wife, 3 son(s), 4 daughter(s), 2 brother(s), 1 grandchild(ren)",538658.46,654510.3,92896.55,1758.63,21196.66,1,0,3,4,0,0,2,0,1
"The estate is worth $259,224.15. It has debts of $54,683.94, funeral expenses of $5,103.29, a bequest of $22,002.79. Survivors include: a wife, 1 son(s), 3 daughter(s), a father, 1 brother(s), 3 sister(s), 2 grandchild(ren)",177434.12999999998,259224.15,54683.94,5103.29,22002.79,1,0,1,3,1,0,1,3,2
"The estate is worth $329,791.11. It has debts of $20,825.61, funeral expenses of $5,265.44, a bequest of $6,457.17. Survivors include: a husband, 1 son(s), 5 daughter(s), a father, a mother, 2 brother(s), 1 sister(s), 2 grandchild(ren)",297242.89,329791.11,20825.61,5265.44,6457.17,0,1,1,5,1,1,2,1,2
"The estate is worth $552,123.73. It has debts of $47,978.57, funeral expenses of $4,857.90, a bequest of $89,340.47. Survivors include: a wife, 2 son(s), a father, 1 sister(s)",409946.7899999999,552123.73,47978.57,4857.9,89340.47,1,0,2,0,1,0,0,1,0
"The estate is worth $579,586.47. It has debts of $116,436.59, funeral expenses of $4,290.92, a bequest of $66,504.49. Survivors include: a wife, 3 son(s), a mother, 1 brother(s), 3 sister(s), 2 grandchild(ren)",392354.47,579586.47,116436.59,4290.92,66504.49,1,0,3,0,0,1,1,3,2
"The estate is worth $720,507.33. It has debts of $57,960.41, funeral expenses of $4,669.37, a bequest of $208,734.21. Survivors include: a husband, 2 daughter(s), a father, a mother, 3 sister(s)",449143.34,720507.33,57960.41,4669.37,208734.21,0,1,0,2,1,1,0,3,0
"The estate is worth $259,555.53. It has debts of $58,207.43, funeral expenses of $2,518.90, a bequest of $43,278.54. Survivors include: a husband, 5 son(s), a father, 1 brother(s), 3 sister(s)",155550.66,259555.53,58207.43,2518.9,43278.54,0,1,5,0,1,0,1,3,0
"The estate is worth $186,227.87. It has debts of $42,053.79, funeral expenses of $2,511.73, a bequest of $5,156.32. Survivors include: a wife, 3 son(s), 5 daughter(s), a father, 1 grandchild(ren)",136506.02999999997,186227.87,42053.79,2511.73,5156.32,1,0,3,5,1,0,0,0,1
"The estate is worth $959,281.58. It has debts of $16,378.33, funeral expenses of $2,231.81, a bequest of $230,281.14. Survivors include: a husband, a father, a mother, 3 brother(s), 1 grandchild(ren)",710390.2999999999,959281.58,16378.33,2231.81,230281.14,0,1,0,0,1,1,3,0,1
"The estate is worth $995,484.25. It has debts of $209,708.44, funeral expenses of $2,522.80, a bequest of $148,778.64. Survivors include: a wife, 5 daughter(s), a father, a mother, 1 brother(s), 3 sister(s)",634474.37,995484.25,209708.44,2522.8,148778.64,1,0,0,5,1,1,1,3,0
"The estate is worth $421,238.56. It has debts of $80,254.63, funeral expenses of $8,834.25, a bequest of $30,348.45. Survivors include: 5 son(s), a father, a mother, 2 brother(s), 1 sister(s), 1 grandchild(ren)",301801.23,421238.56,80254.63,8834.25,30348.45,0,0,5,0,1,1,2,1,1
"The estate is worth $439,963.15. It has debts of $25,795.61, funeral expenses of $7,164.76, a bequest of $112,425.88. Survivors include: a wife, 4 son(s)",294576.9,439963.15,25795.61,7164.76,112425.88,1,0,4,0,0,0,0,0,0
"The estate is worth $367,804.03. It has debts of $65,718.82, funeral expenses of $1,125.44, a bequest of $8,436.38. Survivors include: a husband, 2 son(s), 4 daughter(s), a father, a mother, 2 brother(s)",292523.39,367804.03,65718.82,1125.44,8436.38,0,1,2,4,1,1,2,0,0
"The estate is worth $676,189.80. It has debts of $37,191.42, funeral expenses of $5,881.93, a bequest of $94,436.73. Survivors include: a husband, 1 son(s), 4 daughter(s), 2 brother(s), 1 grandchild(ren)",538679.72,676189.8,37191.42,5881.93,94436.73,0,1,1,4,0,0,2,0,1
"The estate is worth $377,196.13. It has debts of $25,494.17, funeral expenses of $5,332.21, a bequest of $70,365.37. Survivors include: a husband, 4 son(s), 1 daughter(s), a mother, 1 brother(s), 2 sister(s), 1 grandchild(ren)",276004.38,377196.13,25494.17,5332.21,70365.37,0,1,4,1,0,1,1,2,1
"The estate is worth $287,674.32. It has debts of $38,612.06, funeral expenses of $9,953.73, a bequest of $19,567.67. Survivors include: a wife, 1 son(s), 5 daughter(s), 3 sister(s), 1 grandchild(ren)",219540.86,287674.32,38612.06,9953.73,19567.67,1,0,1,5,0,0,0,3,1
"The estate is worth $157,031.46. It has debts of $3,859.86, funeral expenses of $2,748.99, a bequest of $49,070.63. Survivors include: 2 son(s), 1 daughter(s), a father, 3 brother(s), 1 sister(s), 2 grandchild(ren)",101351.98,157031.46,3859.86,2748.99,49070.63,0,0,2,1,1,0,3,1,2
"The estate is worth $650,858.58. It has debts of $65,897.54, funeral expenses of $8,913.46, a bequest of $71,610.40. Survivors include: 3 son(s), 5 daughter(s), a father, 1 brother(s), 2 sister(s), 1 grandchild(ren)",504437.17999999993,650858.58,65897.54,8913.46,71610.4,0,0,3,5,1,0,1,2,1
"The estate is worth $248,210.55. It has debts of $17,822.16, funeral expenses of $7,658.91, a bequest of $3,991.48. Survivors include: a husband, 4 son(s), 2 daughter(s), a father, 2 brother(s)",218738.0,248210.55,17822.16,7658.91,3991.48,0,1,4,2,1,0,2,0,0
"The estate is worth $716,033.90. It has debts of $88,465.77, funeral expenses of $1,508.11, a bequest of $137,551.96. Survivors include: a wife, 5 son(s), 5 daughter(s), a mother, 3 sister(s), 1 grandchild(ren)",488508.06000000006,716033.9,88465.77,1508.11,137551.96,1,0,5,5,0,1,0,3,1
"The estate is worth $195,087.13. It has debts of $6,139.06, funeral expenses of $3,938.01, a bequest of $48,254.53. Survivors include: a wife, 3 son(s), 3 daughter(s), 3 brother(s), 2 sister(s), 2 grandchild(ren)",136755.53,195087.13,6139.06,3938.01,48254.53,1,0,3,3,0,0,3,2,2
"The estate is worth $726,681.40. It has debts of $69,610.16, funeral expenses of $7,686.98, a bequest of $18,642.95. Survivors include: 5 son(s), 3 daughter(s), a father, 3 sister(s)",630741.31,726681.4,69610.16,7686.98,18642.95,0,0,5,3,1,0,0,3,0
"The estate is worth $97,577.65. It has debts of $17,273.87, funeral expenses of $2,972.32, a bequest of $9,361.84. Survivors include: a wife, 3 son(s), 3 daughter(s), a father, a mother, 1 brother(s), 2 grandchild(ren)",67969.62,97577.65,17273.87,2972.32,9361.84,1,0,3,3,1,1,1,0,2
"The estate is worth $395,817.74. It has debts of $58,645.82, funeral expenses of $8,239.21, a bequest of $26,874.11. Survivors include: a wife, 1 son(s), 4 daughter(s), a father, 2 brother(s), 1 grandchild(ren)",302058.6,395817.74,58645.82,8239.21,26874.11,1,0,1,4,1,0,2,0,1
"The estate is worth $203,014.78. It has debts of $20,671.90, funeral expenses of $4,216.49, a bequest of $50,888.76. Survivors include: a husband, 5 son(s), 4 daughter(s), 3 brother(s)",127237.63,203014.78,20671.9,4216.49,50888.76,0,1,5,4,0,0,3,0,0
"The estate is worth $389,290.32. It has debts of $38,726.66, funeral expenses of $6,525.98, a bequest of $96,179.36. Survivors include: a husband, 4 son(s), a mother, 1 brother(s), 2 sister(s), 2 grandchild(ren)",247858.3200000001,389290.32,38726.66,6525.98,96179.36,0,1,4,0,0,1,1,2,2
"The estate is worth $684,374.51. It has debts of $94,878.13, funeral expenses of $6,473.78, a bequest of $160,451.32. Survivors include: a husband, 1 son(s), 2 daughter(s), a father, a mother, 2 brother(s)",422571.28,684374.51,94878.13,6473.78,160451.32,0,1,1,2,1,1,2,0,0
"The estate is worth $569,435.72. It has debts of $17,697.26, funeral expenses of $9,790.32, a bequest of $115,895.39. Survivors include: 5 daughter(s), 1 sister(s), 2 grandchild(ren)",426052.75,569435.72,17697.26,9790.32,115895.39,0,0,0,5,0,0,0,1,2
"The estate is worth $396,190.06. It has debts of $22,894.68, funeral expenses of $1,683.77, a bequest of $63,239.14. Survivors include: a husband, 4 son(s), 4 daughter(s), 2 brother(s), 2 grandchild(ren)",308372.47,396190.06,22894.68,1683.77,63239.14,0,1,4,4,0,0,2,0,2
"The estate is worth $217,487.35. It has debts of $31,225.71, funeral expenses of $2,057.72, a bequest of $45,469.68. Survivors include: a husband, 1 son(s), 5 daughter(s), a mother, 2 sister(s)",138734.24000000002,217487.35,31225.71,2057.72,45469.68,0,1,1,5,0,1,0,2,0
"The estate is worth $989,608.19. It has debts of $86,266.17, funeral expenses of $3,545.17, a bequest of $130,707.83. Survivors include: a husband, 5 daughter(s), 1 sister(s), 2 grandchild(ren)",769089.0199999999,989608.19,86266.17,3545.17,130707.83,0,1,0,5,0,0,0,1,2
"The estate is worth $503,771.40. It has debts of $69,087.33, funeral expenses of $2,572.93, a bequest of $101,997.50. Survivors include: 2 son(s), 4 daughter(s), a mother, 3 sister(s)",330113.64,503771.4,69087.33,2572.93,101997.5,0,0,2,4,0,1,0,3,0
"The estate is worth $285,436.77. It has debts of $67,395.20, funeral expenses of $5,201.98, a bequest of $40,902.01. Survivors include: a wife, 3 son(s), 1 daughter(s), a mother, 2 brother(s), 2 sister(s)",171937.58,285436.77,67395.2,5201.98,40902.01,1,0,3,1,0,1,2,2,0
"The estate is worth $886,427.90. It has debts of $106,175.46, funeral expenses of $2,168.03, a bequest of $235,251.54. Survivors include: a husband, 1 daughter(s), a father, 2 grandchild(ren)",542832.87,886427.9,106175.46,2168.03,235251.54,0,1,0,1,1,0,0,0,2
"The estate is worth $921,103.55. It has debts of $78,900.29, funeral expenses of $7,283.84, a bequest of $34,398.54. Survivors include: a wife, 4 son(s), 3 daughter(s), a mother, 1 grandchild(ren)",800520.88,921103.55,78900.29,7283.84,34398.54,1,0,4,3,0,1,0,0,1
"The estate is worth $890,401.17. It has debts of $128,958.91, funeral expenses of $2,523.80, a bequest of $206,092.30. Survivors include: a husband, 1 son(s), 2 daughter(s), 1 brother(s), 2 sister(s), 1 grandchild(ren)",552826.1599999999,890401.17,128958.91,2523.8,206092.3,0,1,1,2,0,0,1,2,1
"The estate is worth $953,267.07. It has debts of $101,910.58, funeral expenses of $7,788.46, a bequest of $264,177.84. Survivors include: 2 son(s), 2 daughter(s), a father, 2 brother(s), 1 sister(s)",579390.19,953267.07,101910.58,7788.46,264177.84,0,0,2,2,1,0,2,1,0
"The estate is worth $510,344.29. It has debts of $8,108.96, funeral expenses of $9,278.84, a bequest of $133,508.98. Survivors include: a husband, 5 son(s), 1 daughter(s), a father, a mother, 2 brother(s), 2 sister(s), 2 grandchild(ren)",359447.5099999999,510344.29,8108.96,9278.84,133508.98,0,1,5,1,1,1,2,2,2
"The estate is worth $988,427.74. It has debts of $135,526.51, funeral expenses of $4,132.21, a bequest of $4,359.43. Survivors include: a husband, 5 son(s), a father, 2 brother(s), 1 sister(s), 2 grandchild(ren)",844409.59,988427.74,135526.51,4132.21,4359.43,0,1,5,0,1,0,2,1,2
"The estate is worth $600,601.63. It has debts of $46,960.36, funeral expenses of $6,591.04, a bequest of $158,346.97. Survivors include: a wife, 3 son(s), 1 daughter(s), a father, 3 sister(s)",388703.26,600601.63,46960.36,6591.04,158346.97,1,0,3,1,1,0,0,3,0
"The estate is worth $119,363.80. It has debts of $19,823.30, funeral expenses of $1,995.69, a bequest of $13,104.59. Survivors include: a wife, 1 son(s), 1 brother(s), 1 sister(s), 1 grandchild(ren)",84440.22,119363.8,19823.3,1995.69,13104.59,1,0,1,0,0,0,1,1,1
"The estate is worth $832,529.23. It has debts of $138,244.34, funeral expenses of $9,490.44, a bequest of $8,520.17. Survivors include: a wife, 1 son(s), 3 daughter(s), a father, 3 brother(s), 1 sister(s)",676274.28,832529.23,138244.34,9490.44,8520.17,1,0,1,3,1,0,3,1,0
"The estate is worth $692,223.94. It has debts of $39,217.96, funeral expenses of $5,979.81, a bequest of $4,735.59. Survivors include: 1 daughter(s)",642290.58,692223.94,39217.96,5979.81,4735.59,0,0,0,1,0,0,0,0,0
"The estate is worth $636,641.95. It has debts of $49,355.94, funeral expenses of $4,713.29, a bequest of $56,705.64. Survivors include: a wife, 3 son(s), 1 daughter(s), a father, a mother, 1 brother(s), 2 sister(s), 2 grandchild(ren)",525867.08,636641.95,49355.94,4713.29,56705.64,1,0,3,1,1,1,1,2,2
"The estate is worth $611,670.62. It has debts of $104,712.34, funeral expenses of $2,711.20, a bequest of $122,507.47. Survivors include: 4 daughter(s), a mother, 2 brother(s), 2 sister(s)",381739.61,611670.62,104712.34,2711.2,122507.47,0,0,0,4,0,1,2,2,0
"The estate is worth $605,839.15. It has debts of $8,833.60, funeral expenses of $9,320.44, a bequest of $166,339.35. Survivors include: a husband, 2 daughter(s), a father, a mother, 3 brother(s)",421345.7600000001,605839.15,8833.6,9320.44,166339.35,0,1,0,2,1,1,3,0,0
"The estate is worth $767,014.87. It has debts of $138,128.96, funeral expenses of $3,487.88, a bequest of $48,760.31. Survivors include: a wife, 3 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 1 sister(s), 1 grandchild(ren)",576637.72,767014.87,138128.96,3487.88,48760.31,1,0,3,1,1,1,3,1,1
"The estate is worth $365,205.34. It has debts of $55,987.12, funeral expenses of $2,159.04, a bequest of $65,321.11. Survivors include: a wife, 3 daughter(s), a mother, 1 brother(s), 1 grandchild(ren)",241738.0700000001,365205.34,55987.12,2159.04,65321.11,1,0,0,3,0,1,1,0,1
"The estate is worth $229,525.03. It has debts of $23,324.94, funeral expenses of $4,806.08, a bequest of $53,644.16. Survivors include: a wife, 5 son(s), a father, 1 sister(s), 1 grandchild(ren)",147749.85,229525.03,23324.94,4806.08,53644.16,1,0,5,0,1,0,0,1,1
"The estate is worth $85,841.16. It has debts of $16,034.30, funeral expenses of $1,073.45, a bequest of $6,133.85. Survivors include: a wife, 2 son(s), a father, a mother, 2 brother(s), 2 sister(s)",62599.560000000005,85841.16,16034.3,1073.45,6133.85,1,0,2,0,1,1,2,2,0
"The estate is worth $965,052.11. It has debts of $75,383.29, funeral expenses of $1,732.50, a bequest of $246,354.33. Survivors include: a husband, 2 son(s), 5 daughter(s), 2 brother(s), 1 sister(s), 1 grandchild(ren)",641581.99,965052.11,75383.29,1732.5,246354.33,0,1,2,5,0,0,2,1,1
"The estate is worth $868,317.42. It has debts of $80,382.75, funeral expenses of $4,497.81, a bequest of $15,632.15. Survivors include: a husband, 4 son(s), 1 daughter(s), a father, a mother, 3 brother(s), 1 sister(s)",767804.71,868317.42,80382.75,4497.81,15632.15,0,1,4,1,1,1,3,1,0
"The estate is worth $126,619.97. It has debts of $24,448.83, funeral expenses of $9,301.20, a bequest of $7,172.07. Survivors include: a husband, 3 daughter(s), a mother, 2 sister(s), 1 grandchild(ren)",85697.87,126619.97,24448.83,9301.2,7172.07,0,1,0,3,0,1,0,2,1
"The estate is worth $109,684.20. It has debts of $17,406.64, funeral expenses of $7,863.39, a bequest of $17,576.51. Survivors include: a husband, 1 son(s), 5 daughter(s), a mother, 3 brother(s), 1 sister(s), 1 grandchild(ren)",66837.66,109684.2,17406.64,7863.39,17576.51,0,1,1,5,0,1,3,1,1
"The estate is worth $941,291.75. It has debts of $13,035.19, funeral expenses of $5,186.81, a bequest of $187,069.75. Survivors include: 4 son(s), 3 daughter(s), 3 brother(s), 2 sister(s), 2 grandchild(ren)",736000.0,941291.75,13035.19,5186.81,187069.75,0,0,4,3,0,0,3,2,2
"The estate is worth $806,698.86. It has debts of $30,585.46, funeral expenses of $8,219.44, a bequest of $152,806.82. Survivors include: a wife, 5 son(s), 2 daughter(s), a mother, 3 sister(s)",615087.1400000001,806698.86,30585.46,8219.44,152806.82,1,0,5,2,0,1,0,3,0
"The estate is worth $706,143.16. It has debts of $24,373.44, funeral expenses of $2,858.58, a bequest of $23,047.94. Survivors include: a husband, 5 son(s), 3 daughter(s), 2 brother(s), 3 sister(s)",655863.2000000002,706143.16,24373.44,2858.58,23047.94,0,1,5,3,0,0,2,3,0
"The estate is worth $729,958.54. It has debts of $121,831.18, funeral expenses of $6,567.13, a bequest of $31,815.41. Survivors include: 1 son(s), 1 daughter(s), a father, 1 sister(s)",569744.8200000001,729958.54,121831.18,6567.13,31815.41,0,0,1,1,1,0,0,1,0
"The estate is worth $107,344.36. It has debts of $26,528.37, funeral expenses of $7,794.68, a bequest of $24,274.34. Survivors include: a wife, 1 son(s), 3 daughter(s), 3 brother(s), 3 sister(s), 1 grandchild(ren)",48746.97,107344.36,26528.37,7794.68,24274.34,1,0,1,3,0,0,3,3,1
"The estate is worth $84,112.60. It has debts of $5,586.14, funeral expenses of $6,439.07, a bequest of $21,601.35. Survivors include: a wife, 4 son(s), 3 daughter(s), 3 brother(s), 2 sister(s), 1 grandchild(ren)",50486.040000000015,84112.6,5586.14,6439.07,21601.35,1,0,4,3,0,0,3,2,1
"The estate is worth $569,454.02. It has debts of $114,605.67, funeral expenses of $7,437.59, a bequest of $30,954.96. Survivors include: a husband, 3 son(s), 2 daughter(s), a father, 1 brother(s), 2 sister(s)",416455.8,569454.02,114605.67,7437.59,30954.96,0,1,3,2,1,0,1,2,0
"The estate is worth $384,534.29. It has debts of $13,327.58, funeral expenses of $9,489.79, a bequest of $88,810.15. Survivors include: a wife, 4 son(s), 4 daughter(s), a mother, 1 brother(s), 2 grandchild(ren)",272906.77,384534.29,13327.58,9489.79,88810.15,1,0,4,4,0,1,1,0,2
"The estate is worth $861,552.88. It has debts of $14,073.64, funeral expenses of $5,658.64, a bequest of $239,497.04. Survivors include: a husband, 3 daughter(s), 3 brother(s), 1 sister(s), 1 grandchild(ren)",602323.5599999999,861552.88,14073.64,5658.64,239497.04,0,1,0,3,0,0,3,1,1
"The estate is worth $967,024.79. It has debts of $101,656.69, funeral expenses of $3,579.96, a bequest of $162,253.14. Survivors include: a husband, 2 son(s), a father, a mother, 3 sister(s)",699535.0000000001,967024.79,101656.69,3579.96,162253.14,0,1,2,0,1,1,0,3,0
"The estate is worth $748,090.01. It has debts of $135,868.88, funeral expenses of $1,967.71, a bequest of $80,543.92. Survivors include: a husband, a father, a mother, 1 brother(s), 3 sister(s), 2 grandchild(ren)",529709.5,748090.01,135868.88,1967.71,80543.92,0,1,0,0,1,1,1,3,2
"The estate is worth $490,256.24. It has debts of $82,233.88, funeral expenses of $2,544.91, a bequest of $99,880.36. Survivors include: a husband, 5 son(s), 1 daughter(s), 1 brother(s), 3 sister(s), 2 grandchild(ren)",305597.09,490256.24,82233.88,2544.91,99880.36,0,1,5,1,0,0,1,3,2
"The estate is worth $72,081.16. It has debts of $2,201.83, funeral expenses of $4,662.43, a bequest of $3,483.28. Survivors include: 1 son(s), a father, 3 sister(s), 1 grandchild(ren)",61733.62,72081.16,2201.83,4662.43,3483.28,0,0,1,0,1,0,0,3,1
"The estate is worth $433,517.24. It has debts of $2,841.76, funeral expenses of $6,113.24, a bequest of $5,863.95. Survivors include: a husband, 5 son(s), 1 daughter(s), a father, 1 grandchild(ren)",418698.29,433517.24,2841.76,6113.24,5863.95,0,1,5,1,1,0,0,0,1
"The estate is worth $759,968.35. It has debts of $159,478.91, funeral expenses of $3,097.01, a bequest of $30,719.14. Survivors include: a wife, 5 son(s), 5 daughter(s), a father, 3 brother(s), 1 sister(s)",566673.2899999999,759968.35,159478.91,3097.01,30719.14,1,0,5,5,1,0,3,1,0
"The estate is worth $110,629.68. It has debts of $22,242.99, funeral expenses of $4,465.80, a bequest of $12,287.54. Survivors include: a husband, 4 son(s), 2 daughter(s), 1 brother(s), 3 sister(s), 2 grandchild(ren)",71633.34999999998,110629.68,22242.99,4465.8,12287.54,0,1,4,2,0,0,1,3,2
"The estate is worth $885,355.21. It has debts of $164,935.85, funeral expenses of $8,358.33, a bequest of $25,994.41. Survivors include: 5 son(s), 4 daughter(s), a father, 2 brother(s), 3 sister(s), 1 grandchild(ren)",686066.62,885355.21,164935.85,8358.33,25994.41,0,0,5,4,1,0,2,3,1
"The estate is worth $200,427.46. It has debts of $6,441.73, funeral expenses of $6,010.35, a bequest of $42,349.16. Survivors include: 5 son(s), a father, 3 sister(s)",145626.21999999997,200427.46,6441.73,6010.35,42349.16,0,0,5,0,1,0,0,3,0
"The estate is worth $781,483.39. It has debts of $140,044.10, funeral expenses of $4,858.99, a bequest of $208,860.64. Survivors include: 4 son(s), 1 daughter(s), 2 brother(s), 3 sister(s), 2 grandchild(ren)",427719.66,781483.39,140044.1,4858.99,208860.64,0,0,4,1,0,0,2,3,2
"The estate is worth $605,293.50. It has debts of $105,547.86, funeral expenses of $1,430.09, a bequest of $31,819.70. Survivors include: 1 son(s), 2 daughter(s), a mother, 3 brother(s), 2 sister(s), 1 grandchild(ren)",466495.85,605293.5,105547.86,1430.09,31819.7,0,0,1,2,0,1,3,2,1
"The estate is worth $361,816.46. It has debts of $69,594.91, funeral expenses of $9,902.95, a bequest of $44,793.17. Survivors include: a husband, 2 son(s), 2 daughter(s), a mother, 3 brother(s), 2 sister(s), 2 grandchild(ren)",237525.43000000005,361816.46,69594.91,9902.95,44793.17,0,1,2,2,0,1,3,2,2
"The estate is worth $617,356.03. It has debts of $43,852.38, funeral expenses of $9,237.81, a bequest of $92,838.66. Survivors include: a husband, 3 daughter(s), a father, 2 sister(s), 1 grandchild(ren)",471427.17999999993,617356.03,43852.38,9237.81,92838.66,0,1,0,3,1,0,0,2,1
"The estate is worth $982,978.80. It has debts of $43,592.95, funeral expenses of $6,453.16, a bequest of $50,526.50. Survivors include: a wife, 5 son(s), a mother, 1 brother(s), 2 sister(s), 1 grandchild(ren)",882406.1900000001,982978.8,43592.95,6453.16,50526.5,1,0,5,0,0,1,1,2,1
"The estate is worth $441,272.89. It has debts of $4,960.93, funeral expenses of $7,062.55, a bequest of $18,286.15. Survivors include: 4 son(s), a father, 2 brother(s), 3 sister(s), 2 grandchild(ren)",410963.26,441272.89,4960.93,7062.55,18286.15,0,0,4,0,1,0,2,3,2
"The estate is worth $545,818.85. It has debts of $4,846.36, funeral expenses of $3,543.84, a bequest of $97,464.57. Survivors include: a husband, 2 son(s), 5 daughter(s), a father, a mother, 2 brother(s), 3 sister(s), 1 grandchild(ren)",439964.08,545818.85,4846.36,3543.84,97464.57,0,1,2,5,1,1,2,3,1
