debts,bequests,wife,husband,sons,daughters,father,mother,brothers,sisters,debts_minmax,bequests_minmax,wife_minmax,husband_minmax,sons_minmax,daughters_minmax,father_minmax,mother_minmax,brothers_minmax,sisters_minmax,debts_standard,bequests_standard,wife_standard,husband_standard,sons_standard,daughters_standard,father_standard,mother_standard,brothers_standard,sisters_standard
42440.76,141770.31,0,0,0,3,0,0,0,2,0.17212683820890032,0.4540068942461128,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.6666666666666666,-0.418597448133395,1.0258711784441013,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,0.45173196587325604
15.44,179565.36,1,0,3,2,0,1,0,2,4.980766049930475e-05,0.5750472319301138,1.0,0.0,0.6000000000000001,0.4,0.0,1.0,0.0,0.6666666666666666,-1.196175553705368,1.61423972755864,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,0.45173196587325604
167943.6,67151.37,1,0,5,2,1,0,0,3,0.6811661579498259,0.21503640220490078,1.0,0.0,1.0,0.4,1.0,0.0,0.0,1.0,1.881638839326604,-0.13574753787628596,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,1.0010005005003753,-1.002202425332804,-1.3269634473673253,1.3397444798761184
30152.4,147288.55,0,1,2,3,0,1,0,1,0.12228526956287127,0.47167930460200225,0.0,1.0,0.4,0.6000000000000001,0.0,1.0,0.0,0.3333333333333333,-0.6438204915750569,1.111775519421711,-0.7850428177076678,1.307680045068748,-0.3016339180802152,0.30851735627618226,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,-0.43628054812960637
121004.27,86034.57,0,0,3,3,0,0,3,1,0.4907803100096931,0.2755106945938387,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,1.0,0.3333333333333333,1.0213272306406194,0.15821373447656636,-0.7850428177076678,-0.7647130532969382,0.28383564341088563,0.30851735627618226,-0.9990004995003746,-1.002202425332804,1.3610111252876211,-0.43628054812960637
617.27,16638.39,1,0,5,2,1,0,2,2,0.0024908291847905574,0.05326632499571098,1.0,0.0,1.0,0.4,1.0,0.0,0.6666666666666666,0.6666666666666666,-1.1851451164269604,-0.9221004797046928,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,1.0010005005003753,-1.002202425332804,0.4650196010693057,0.45173196587325604
250.88,5525.97,1,0,4,5,1,1,0,3,0.0010047519266195258,0.0176783030381677,1.0,0.0,0.8,1.0,1.0,1.0,0.0,1.0,-1.1918603714232814,-1.0950913457718467,1.2738158702222242,-0.7647130532969382,0.8693052049019865,1.4858398377727762,1.0010005005003753,0.9978024146847653,-1.3269634473673253,1.3397444798761184
99647.93,120729.55,0,1,3,5,1,1,1,3,0.404159028883657,0.38662291947883454,0.0,1.0,0.6000000000000001,1.0,1.0,1.0,0.3333333333333333,1.0,0.6299047876478272,0.6983224271270047,-0.7850428177076678,1.307680045068748,0.28383564341088563,1.4858398377727762,1.0010005005003753,0.9978024146847653,-0.43097192314900984,1.3397444798761184
91895.24,252935.87,1,0,3,1,1,1,2,3,0.37271413055496366,0.8100195710710164,1.0,0.0,0.6000000000000001,0.2,1.0,1.0,0.6666666666666666,1.0,0.48781223529261175,2.7564237044681503,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-0.8688051252204115,1.0010005005003753,0.9978024146847653,0.4650196010693057,1.3397444798761184
5483.17,46341.5,1,0,1,3,1,0,2,1,0.02222691185771947,0.1483918629871947,1.0,0.0,0.2,0.6000000000000001,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.0959621166545916,-0.45970194511115325,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,0.30851735627618226,1.0010005005003753,-1.002202425332804,0.4650196010693057,-0.43628054812960637
10502.16,79517.67,0,1,4,0,1,1,2,1,0.04258392732754077,0.2546400309314579,0.0,1.0,0.8,0.0,1.0,1.0,0.6666666666666666,0.3333333333333333,-1.0039732586781598,0.05676290962716029,-0.7850428177076678,1.307680045068748,0.8693052049019865,-1.4574663659687084,1.0010005005003753,0.9978024146847653,0.4650196010693057,-0.43628054812960637
45884.19,37051.05,0,1,2,1,1,0,0,3,0.186093384820718,0.11863878142661133,0.0,1.0,0.4,0.2,1.0,0.0,0.0,1.0,-0.35548570787852596,-0.6043295772249133,-0.7850428177076678,1.307680045068748,-0.3016339180802152,-0.8688051252204115,1.0010005005003753,-1.002202425332804,-1.3269634473673253,1.3397444798761184
41984.03,180125.46,1,0,3,3,0,0,3,3,0.1702743420541896,0.5768409772257758,1.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,1.0,1.0,-0.4269684692160383,1.6229589969962797,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.30851735627618226,-0.9990004995003746,-1.002202425332804,1.3610111252876211,1.3397444798761184
33699.6,159629.36,0,1,5,4,0,0,2,0,0.1366727071299017,0.511201300463738,0.0,1.0,1.0,0.8,0.0,0.0,0.6666666666666666,0.0,-0.5788068380284273,1.303889155323719,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.8971785970244792,-0.9990004995003746,-1.002202425332804,0.4650196010693057,-1.3242930621324687
95456.3,30086.31,0,1,2,1,1,0,1,0,0.3871577842599843,0.09633389013843288,0.0,1.0,0.4,0.2,1.0,0.0,0.3333333333333333,0.0,0.5530799171540126,-0.7127520814618438,-0.7850428177076678,1.307680045068748,-0.3016339180802152,-0.8688051252204115,1.0010005005003753,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
37374.98,112159.46,0,0,1,3,0,1,1,3,0.15158004257338176,0.3591768230301652,0.0,0.0,0.2,0.6000000000000001,0.0,1.0,0.3333333333333333,1.0,-0.5114438807741951,0.5649088870184186,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,0.30851735627618226,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,1.3397444798761184
49968.14,158242.24,0,1,4,1,0,0,3,0,0.20265787953538703,0.5067589866367096,0.0,1.0,0.8,0.2,0.0,0.0,1.0,0.0,-0.2806344137869161,1.282295380957823,-0.7850428177076678,1.307680045068748,0.8693052049019865,-0.8688051252204115,-0.9990004995003746,-1.002202425332804,1.3610111252876211,-1.3242930621324687
51308.36,109402.01,1,0,5,5,1,1,2,0,0.20809380972711164,0.3503459661018968,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,-0.25607064553131614,0.521982713994282,1.2738158702222242,-0.7647130532969382,1.4547747663930872,1.4858398377727762,1.0010005005003753,0.9978024146847653,0.4650196010693057,-1.3242930621324687
237711.58,174806.72,1,0,1,1,1,0,2,0,0.9641449740379597,0.5598074745408104,1.0,0.0,0.2,0.2,1.0,0.0,0.6666666666666666,0.0,3.1603576260790267,1.5401603411691949,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,-0.8688051252204115,1.0010005005003753,-1.002202425332804,0.4650196010693057,-1.3242930621324687
214391.85,134623.46,0,0,5,2,0,0,3,2,0.8695601861897959,0.4311187875396286,0.0,0.0,1.0,0.4,0.0,0.0,1.0,0.6666666666666666,2.7329498545913893,0.9146137051707691,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,-0.9990004995003746,-1.002202425332804,1.3610111252876211,0.45173196587325604
30382.16,47194.12,0,1,5,5,0,0,2,2,0.12321717575801135,0.1511224166633013,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,-0.6396094132488072,-0.44642891617360614,-0.7850428177076678,1.307680045068748,1.4547747663930872,1.4858398377727762,-0.9990004995003746,-1.002202425332804,0.4650196010693057,0.45173196587325604
227772.06,213016.6,0,0,5,1,1,1,0,3,0.9238302967019623,0.6821763238495203,0.0,0.0,1.0,0.2,1.0,1.0,0.0,1.0,2.978184500881745,2.134986691642091,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,1.3397444798761184
128695.17,11761.34,1,0,5,5,1,0,0,3,0.5219745881965092,0.037647354286537246,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.1622872859128832,-0.9980231953105477,1.2738158702222242,-0.7647130532969382,1.4547747663930872,1.4858398377727762,1.0010005005003753,-1.002202425332804,-1.3269634473673253,1.3397444798761184
181199.85,51623.4,0,0,0,5,1,0,3,3,0.7349334868988413,0.16530738392480757,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.1246015267497858,-0.37747679024118785,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,1.4858398377727762,1.0010005005003753,-1.002202425332804,1.3610111252876211,1.3397444798761184
27860.43,125308.64,1,0,4,3,0,0,2,3,0.11298904288252992,0.4012876599643063,1.0,0.0,0.8,0.6000000000000001,0.0,0.0,0.6666666666666666,1.0,-0.6858280872897811,0.7696066968809776,1.2738158702222242,-0.7647130532969382,0.8693052049019865,0.30851735627618226,-0.9990004995003746,-1.002202425332804,0.4650196010693057,1.3397444798761184
79992.39,77949.23,1,0,2,2,0,1,2,2,0.32443618985674294,0.24961703169644972,1.0,0.0,0.4,0.4,0.0,1.0,0.6666666666666666,0.6666666666666666,0.2696548812901584,0.032346464426711845,1.2738158702222242,-0.7647130532969382,-0.3016339180802152,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,0.4650196010693057,0.45173196587325604
330.12,61884.55,0,1,5,1,1,1,3,0,0.0013261492407860493,0.1981691756416114,0.0,1.0,1.0,0.2,1.0,1.0,1.0,0.0,-1.1904080479267107,-0.21773793719702855,-0.7850428177076678,1.307680045068748,1.4547747663930872,-0.8688051252204115,1.0010005005003753,0.9978024146847653,1.3610111252876211,-1.3242930621324687
172013.92,21172.09,0,0,4,0,0,1,1,2,0.6976753694061394,0.06778570197650491,0.0,0.0,0.8,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.9562403205805277,-0.8515228117000048,-0.7850428177076678,-0.7647130532969382,0.8693052049019865,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,0.45173196587325604
104281.6,231719.63,0,0,2,5,1,1,0,2,0.4229531870453683,0.7420736137569024,0.0,0.0,0.4,1.0,1.0,1.0,0.0,0.6666666666666666,0.7148314385356861,2.426143195606121,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,1.4858398377727762,1.0010005005003753,0.9978024146847653,-1.3269634473673253,0.45173196587325604
83417.49,29565.11,1,0,3,5,1,1,3,3,0.3383283900176688,0.0946647238322393,1.0,0.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.33243066634951846,-0.7208657812134911,1.2738158702222242,-0.7647130532969382,0.28383564341088563,1.4858398377727762,1.0010005005003753,0.9978024146847653,1.3610111252876211,1.3397444798761184
48894.32,93655.57,0,1,3,1,0,0,1,3,0.19830246732061801,0.29991728787760924,0.0,1.0,0.6000000000000001,0.2,0.0,0.0,0.3333333333333333,1.0,-0.30031555988847286,0.2768524639610333,-0.7850428177076678,1.307680045068748,0.28383564341088563,-0.8688051252204115,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,1.3397444798761184
109941.87,64332.8,0,0,2,0,1,0,0,2,0.44591123317683395,0.2060098057435654,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.6666666666666666,0.8185737797514002,-0.17962518697260313,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,-1.4574663659687084,1.0010005005003753,-1.002202425332804,-1.3269634473673253,0.45173196587325604
63089.93,61604.4,0,0,1,0,1,1,3,3,0.2558798389379255,0.1972719827393088,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,-0.040136130923916845,-0.22209912865025958,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,-1.4574663659687084,1.0010005005003753,0.9978024146847653,1.3610111252876211,1.3397444798761184
65914.62,57291.62,1,0,3,5,0,0,1,0,0.267336777092305,0.18346011193726444,1.0,0.0,0.6000000000000001,1.0,0.0,0.0,0.3333333333333333,0.0,0.01163524284599444,-0.28923765899352416,1.2738158702222242,-0.7647130532969382,0.28383564341088563,1.4858398377727762,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
114515.46,155374.09,0,0,1,1,1,1,0,1,0.46446170695395256,0.4975736080083345,0.0,0.0,0.2,0.2,1.0,1.0,0.0,0.3333333333333333,0.9023992747120259,1.237645902940388,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,-0.43628054812960637
5067.62,63178.68,0,1,2,0,1,0,2,1,0.02054144171761474,0.20231368483546078,0.0,1.0,0.4,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,-1.103578384057417,-0.1975917701601918,-0.7850428177076678,1.307680045068748,-0.3016339180802152,-1.4574663659687084,1.0010005005003753,-1.002202425332804,0.4650196010693057,-0.43628054812960637
14760.83,160582.82,1,0,3,3,1,0,1,0,0.05985708608475366,0.5142547987490477,1.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.0,0.3333333333333333,0.0,-0.925919668254889,1.318731995241612,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.30851735627618226,1.0010005005003753,-1.002202425332804,-0.43097192314900984,-1.3242930621324687
17169.67,233123.64,1,0,0,3,0,1,0,1,0.06962733729950489,0.746570018564191,1.0,0.0,0.0,0.6000000000000001,0.0,1.0,0.0,0.3333333333333333,-0.8817700603361748,2.447999902414084,1.2738158702222242,-0.7647130532969382,-1.472573041062417,0.30851735627618226,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,-0.43628054812960637
45402.77,73386.99,0,1,2,5,0,0,3,2,0.1841407460652151,0.23500625408944945,0.0,1.0,0.4,1.0,0.0,0.0,1.0,0.6666666666666666,-0.36430925126215785,-0.038675495578958455,-0.7850428177076678,1.307680045068748,-0.3016339180802152,1.4858398377727762,-0.9990004995003746,-1.002202425332804,1.3610111252876211,0.45173196587325604
58663.5,17521.56,1,0,5,2,0,0,0,3,0.23792624588711622,0.056094716412903964,1.0,0.0,1.0,0.4,0.0,0.0,0.0,1.0,-0.12126445367662558,-0.9083518684044964,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,1.3397444798761184
64233.52,270.87,0,0,1,0,1,0,3,2,0.2605182381618994,0.000848610298954667,0.0,0.0,0.2,0.0,1.0,0.0,1.0,0.6666666666666666,-0.019176229012722073,-1.1768992958195863,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,-1.4574663659687084,1.0010005005003753,-1.002202425332804,1.3610111252876211,0.45173196587325604
217.55,29255.44,0,1,1,0,1,1,2,0,0.0008695654995477157,0.09367299180990821,0.0,1.0,0.2,0.0,1.0,1.0,0.6666666666666666,0.0,-1.1924712490373737,-0.725686520664935,-0.7850428177076678,1.307680045068748,-0.8871034795713161,-1.4574663659687084,1.0010005005003753,0.9978024146847653,0.4650196010693057,-1.3242930621324687
21049.43,3647.46,1,0,3,4,0,1,3,0,0.08536363769842857,0.011662290762941906,1.0,0.0,0.6000000000000001,0.8,0.0,1.0,1.0,0.0,-0.810661193487936,-1.1243347573613842,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.8971785970244792,-0.9990004995003746,0.9978024146847653,1.3610111252876211,-1.3242930621324687
28131.22,49000.06,0,1,5,0,0,1,0,2,0.1140873666925142,0.15690602026845712,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6666666666666666,-0.680865004507899,-0.4183152267463423,-0.7850428177076678,1.307680045068748,1.4547747663930872,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,0.45173196587325604
230895.66,192258.11,1,0,4,4,1,0,2,3,0.9364996133416714,0.6156963313793433,1.0,0.0,0.8,0.8,1.0,0.0,0.6666666666666666,1.0,3.0354343453275763,1.8118321345477448,1.2738158702222242,-0.7647130532969382,0.8693052049019865,0.8971785970244792,1.0010005005003753,-1.002202425332804,0.4650196010693057,1.3397444798761184
86887.46,261949.93,0,1,5,5,1,1,1,0,0.3524025828273408,0.838887501297431,0.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.39602883600366795,2.896748678342544,-0.7850428177076678,1.307680045068748,1.4547747663930872,1.4858398377727762,1.0010005005003753,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
132885.35,129848.99,1,0,3,1,1,1,3,3,0.5389699516224846,0.41582833386746443,1.0,0.0,0.6000000000000001,0.2,1.0,1.0,1.0,1.0,1.2390855805729015,0.8402878877240165,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-0.8688051252204115,1.0010005005003753,0.9978024146847653,1.3610111252876211,1.3397444798761184
133426.77,188154.48,0,0,2,3,1,1,1,0,0.5411659502827071,0.6025542728047365,0.0,0.0,0.4,0.6000000000000001,1.0,1.0,0.3333333333333333,0.0,1.249008813630867,1.7479495142256953,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,0.30851735627618226,1.0010005005003753,0.9978024146847653,-0.43097192314900984,-1.3242930621324687
38916.68,2942.81,1,0,1,5,0,1,1,1,0.1578331753251552,0.009405617628522682,1.0,0.0,0.2,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,-0.48318735459218143,-1.1353042863905445,1.2738158702222242,-0.7647130532969382,-0.8871034795713161,1.4858398377727762,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,-0.43628054812960637
127683.76,61844.8,0,1,5,3,0,1,3,2,0.5178723108426329,0.19804187448913407,0.0,1.0,1.0,0.6000000000000001,0.0,1.0,1.0,0.6666666666666666,1.1437500003542462,-0.21835673912551662,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.30851735627618226,-0.9990004995003746,0.9978024146847653,1.3610111252876211,0.45173196587325604
17495.69,6376.53,0,1,0,5,0,0,2,3,0.07094967390178367,0.0204022594721585,0.0,1.0,0.0,1.0,0.0,0.0,0.6666666666666666,1.0,-0.8757947132090683,-1.0818503855631723,-0.7850428177076678,1.307680045068748,-1.472573041062417,1.4858398377727762,-0.9990004995003746,-1.002202425332804,0.4650196010693057,1.3397444798761184
142843.05,237155.89,0,0,5,2,0,1,2,1,0.5793583670096121,0.7594834794969405,0.0,0.0,1.0,0.4,0.0,1.0,0.6666666666666666,0.3333333333333333,1.4215919117415061,2.510771325713355,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,0.4650196010693057,-0.43628054812960637
31610.5,54278.47,0,1,4,2,1,1,3,1,0.1281993208474019,0.17381036432500974,0.0,1.0,0.8,0.4,1.0,1.0,1.0,0.3333333333333333,-0.6170961996726154,-0.33614440190733097,-0.7850428177076678,1.307680045068748,0.8693052049019865,-0.28014388447211463,1.0010005005003753,0.9978024146847653,1.3610111252876211,-0.43628054812960637
10895.27,171900.42,0,0,2,2,0,1,3,2,0.044178380863280325,0.5504999188315042,0.0,0.0,0.4,0.4,0.0,1.0,1.0,0.6666666666666666,-0.9967682752135355,1.4949169689738524,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,-0.28014388447211463,-0.9990004995003746,0.9978024146847653,1.3610111252876211,0.45173196587325604
2081.15,87026.07,0,1,3,5,1,0,3,1,0.008428324140142532,0.27868601768016055,0.0,1.0,0.6000000000000001,1.0,1.0,0.0,1.0,0.3333333333333333,-1.1583148877525578,0.173648756164514,-0.7850428177076678,1.307680045068748,0.28383564341088563,1.4858398377727762,1.0010005005003753,-1.002202425332804,1.3610111252876211,-0.43628054812960637
1128.97,6285.33,1,0,3,1,1,0,2,3,0.004566283572208656,0.02011018739402179,1.0,0.0,0.6000000000000001,0.2,1.0,0.0,0.6666666666666666,1.0,-1.1757665963210147,-1.0832701273462695,1.2738158702222242,-0.7647130532969382,0.28383564341088563,-0.8688051252204115,1.0010005005003753,-1.002202425332804,0.4650196010693057,1.3397444798761184
122702.48,106746.85,0,1,0,0,0,1,3,1,0.4976682470729279,0.3418426974726702,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1.0524522973381332,0.4806489245994551,-0.7850428177076678,1.307680045068748,-1.472573041062417,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,1.3610111252876211,-0.43628054812960637
22403.51,21663.5,0,0,2,5,1,1,1,2,0.09085578402814343,0.06935946447559659,0.0,0.0,0.4,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,-0.7858433969175649,-0.843872863129481,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,1.4858398377727762,1.0010005005003753,0.9978024146847653,-0.43097192314900984,0.45173196587325604
100586.81,11288.73,0,1,1,3,0,0,0,3,0.40796712467271135,0.0361337996281141,0.0,1.0,0.2,0.6000000000000001,0.0,0.0,0.0,1.0,0.6471127316718067,-1.0053804778117488,-0.7850428177076678,1.307680045068748,-0.8871034795713161,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,1.3397444798761184
7013.42,5954.63,1,0,3,3,1,1,0,2,0.028433603427675588,0.01905110585630457,1.0,0.0,0.6000000000000001,0.6000000000000001,1.0,1.0,0.0,0.6666666666666666,-1.0679154479187634,-1.0884182480444078,1.2738158702222242,-0.7647130532969382,0.28383564341088563,0.30851735627618226,1.0010005005003753,0.9978024146847653,-1.3269634473673253,0.45173196587325604
23803.23,9208.84,0,0,0,4,0,0,3,3,0.09653304612538177,0.029472858897897396,0.0,0.0,0.0,0.8,0.0,0.0,1.0,1.0,-0.7601891030682503,-1.0377588411587437,-0.7850428177076678,-0.7647130532969382,-1.472573041062417,0.8971785970244792,-0.9990004995003746,-1.002202425332804,1.3610111252876211,1.3397444798761184
52770.53,9291.76,0,0,5,3,0,1,0,3,0.2140243689251791,0.029738413905782222,0.0,0.0,1.0,0.6000000000000001,0.0,1.0,0.0,1.0,-0.22927175801263228,-1.0364679969849016,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,0.30851735627618226,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,1.3397444798761184
31337.15,6434.88,0,1,5,4,0,1,1,3,0.12709061368148294,0.020589127956361097,0.0,1.0,1.0,0.8,0.0,1.0,0.3333333333333333,1.0,-0.622106202547269,-1.080942031034184,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.8971785970244792,-0.9990004995003746,0.9978024146847653,-0.43097192314900984,1.3397444798761184
71223.52,20833.84,1,0,5,0,0,0,0,1,0.288869667061748,0.06670244122617879,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.10893761804719633,-0.8567884658461957,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-1.4574663659687084,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,-0.43628054812960637
63184.18,82867.8,0,1,0,4,0,1,0,3,0.25626211678825606,0.26536897206224885,0.0,1.0,0.0,0.8,0.0,1.0,0.0,1.0,-0.03840870172715043,0.10891553616013468,-0.7850428177076678,1.307680045068748,-1.472573041062417,0.8971785970244792,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,1.3397444798761184
31219.43,43115.71,1,0,0,0,0,1,0,3,0.12661314154842282,0.1380611262664423,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.6242637936883124,-0.5099189280771287,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-1.4574663659687084,-0.9990004995003746,0.9978024146847653,-1.3269634473673253,1.3397444798761184
78764.68,176279.31,1,0,0,0,1,1,2,2,0.31945660004635196,0.5645235098647504,1.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.24715321445554708,1.5630846564364211,1.2738158702222242,-0.7647130532969382,-1.472573041062417,-1.4574663659687084,1.0010005005003753,0.9978024146847653,0.4650196010693057,0.45173196587325604
34161.98,152826.58,0,1,3,3,0,0,0,2,0.1385481196756402,0.4894150933178295,0.0,1.0,0.6000000000000001,0.6000000000000001,0.0,0.0,0.0,0.6666666666666666,-0.5703322628347841,1.1979879381393153,-0.7850428177076678,1.307680045068748,0.28383564341088563,0.30851735627618226,-0.9990004995003746,-1.002202425332804,-1.3269634473673253,0.45173196587325604
107037.85,118390.32,0,0,2,3,1,0,2,0,0.4341325326684308,0.37913143080186373,0.0,0.0,0.4,0.6000000000000001,1.0,0.0,0.6666666666666666,0.0,0.765348432950407,0.6619068287577685,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,0.30851735627618226,1.0010005005003753,-1.002202425332804,0.4650196010693057,-1.3242930621324687
11647.91,60610.82,0,1,0,4,0,0,2,1,0.04723108750808462,0.19408999835997684,0.0,1.0,0.0,0.8,0.0,0.0,0.6666666666666666,0.3333333333333333,-0.982973767938689,-0.23756653041396208,-0.7850428177076678,1.307680045068748,-1.472573041062417,0.8971785970244792,-0.9990004995003746,-1.002202425332804,0.4650196010693057,-0.43628054812960637
170720.04,60073.45,0,1,5,3,0,0,3,2,0.6924273941808267,0.19236904690571888,0.0,1.0,1.0,0.6000000000000001,0.0,0.0,1.0,0.6666666666666666,1.9325258793167384,-0.24593195411991517,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.30851735627618226,-0.9990004995003746,-1.002202425332804,1.3610111252876211,0.45173196587325604
54341.67,58148.06,0,0,5,1,1,1,0,0,0.2203969102702017,0.18620289933418774,0.0,0.0,1.0,0.2,1.0,1.0,0.0,0.0,-0.2004756507637453,-0.2759051628014658,-0.7850428177076678,-0.7647130532969382,1.4547747663930872,-0.8688051252204115,1.0010005005003753,0.9978024146847653,-1.3269634473673253,-1.3242930621324687
192020.42,79321.57,1,0,5,4,0,0,1,3,0.7788217016357274,0.2540120119125696,1.0,0.0,1.0,0.8,0.0,0.0,0.3333333333333333,1.0,2.3229226784066013,0.053710153446619294,1.2738158702222242,-0.7647130532969382,1.4547747663930872,0.8971785970244792,-0.9990004995003746,-1.002202425332804,-0.43097192314900984,1.3397444798761184
133809.57,87482.25,1,0,4,2,1,0,3,1,0.5427185864748191,0.280146954528893,1.0,0.0,0.8,0.4,1.0,0.0,1.0,0.3333333333333333,1.2560248337531186,0.18075026720193998,1.2738158702222242,-0.7647130532969382,0.8693052049019865,-0.28014388447211463,1.0010005005003753,-1.002202425332804,1.3610111252876211,-0.43628054812960637
27798.67,22634.73,1,0,5,2,1,0,0,1,0.11273854442060507,0.07246987198051674,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.3333333333333333,-0.6869600345278956,-0.828753391506702,1.2738158702222242,-0.7647130532969382,1.4547747663930872,-0.28014388447211463,1.0010005005003753,-1.002202425332804,-1.3269634473673253,-0.43628054812960637
79940.75,22902.82,0,1,5,3,1,1,2,2,0.3242267380987475,0.07332844219353944,0.0,1.0,1.0,0.6000000000000001,1.0,1.0,0.6666666666666666,0.6666666666666666,0.26870841504378157,-0.8245799422234726,-0.7850428177076678,1.307680045068748,1.4547747663930872,0.30851735627618226,1.0010005005003753,0.9978024146847653,0.4650196010693057,0.45173196587325604
114656.19,69172.7,0,0,1,4,1,0,3,1,0.46503250761047266,0.22150980191652442,0.0,0.0,0.2,0.8,1.0,0.0,1.0,0.3333333333333333,0.9049785968431763,-0.10428079820054292,-0.7850428177076678,-0.7647130532969382,-0.8871034795713161,0.8971785970244792,1.0010005005003753,-1.002202425332804,1.3610111252876211,-0.43628054812960637
10469.21,9154.22,0,0,2,2,1,0,1,2,0.04245028217986552,0.02929793590548701,0.0,0.0,0.4,0.4,1.0,0.0,0.3333333333333333,0.6666666666666666,-1.0045771715909817,-1.0386091294941906,-0.7850428177076678,-0.7647130532969382,-0.3016339180802152,-0.28014388447211463,1.0010005005003753,-1.002202425332804,-0.43097192314900984,0.45173196587325604
