text,estate_worth,debts,funeral_expenses,bequests,label
"Estate: $722705.68, Debts: $90277.40, Funeral: $9024.53, Bequest: $135055.44.",722705.68,90277.4,9024.53,135055.44,1
"Estate: $686765.13, Debts: $32724.76, Funeral: $5090.03, Bequest: $36671.40.",686765.13,32724.76,5090.03,36671.4,0
"Estate: $301842.38, Debts: $158961.91, Funeral: $9814.05, Bequest: $139095.97.",301842.38,158961.91,9814.05,139095.97,1
"Estate: $740961.30, Debts: $138736.45, Funeral: $8633.35, Bequest: $46690.03.",740961.3,138736.45,8633.35,46690.03,0
"Estate: $313524.18, Debts: $44153.92, Funeral: $6523.76, Bequest: $24392.71.",313524.18,44153.92,6523.76,24392.71,0
"Estate: $392859.73, Debts: $16476.21, Funeral: $9146.97, Bequest: $33891.61.",392859.73,16476.21,9146.97,33891.61,0
"Estate: $771842.26, Debts: $136099.86, Funeral: $6407.61, Bequest: $1396.43.",771842.26,136099.86,6407.61,1396.43,0
"Estate: $684669.61, Debts: $130902.24, Funeral: $9363.77, Bequest: $144029.18.",684669.61,130902.24,9363.77,144029.18,1
"Estate: $864301.07, Debts: $54651.91, Funeral: $5562.90, Bequest: $146747.81.",864301.07,54651.91,5562.9,146747.81,1
"Estate: $691851.60, Debts: $190172.71, Funeral: $8518.43, Bequest: $103471.74.",691851.6,190172.71,8518.43,103471.74,1
"Estate: $611477.74, Debts: $30211.58, Funeral: $7703.49, Bequest: $33111.20.",611477.74,30211.58,7703.49,33111.2,0
"Estate: $184307.29, Debts: $86466.96, Funeral: $5482.67, Bequest: $17627.31.",184307.29,86466.96,5482.67,17627.31,0
"Estate: $430944.22, Debts: $188723.18, Funeral: $6209.47, Bequest: $4806.66.",430944.22,188723.18,6209.47,4806.66,0
"Estate: $338682.13, Debts: $83945.46, Funeral: $5062.02, Bequest: $33983.89.",338682.13,83945.46,5062.02,33983.89,0
"Estate: $319590.68, Debts: $127705.19, Funeral: $7343.84, Bequest: $178280.25.",319590.68,127705.19,7343.84,178280.25,1
"Estate: $975709.50, Debts: $79518.88, Funeral: $6506.33, Bequest: $49065.83.",975709.5,79518.88,6506.33,49065.83,0
"Estate: $453787.95, Debts: $54843.04, Funeral: $7991.79, Bequest: $71499.99.",453787.95,54843.04,7991.79,71499.99,0
"Estate: $902841.90, Debts: $196795.53, Funeral: $6486.19, Bequest: $21963.75.",902841.9,196795.53,6486.19,21963.75,0
"Estate: $668024.76, Debts: $81866.80, Funeral: $6499.60, Bequest: $45249.90.",668024.76,81866.8,6499.6,45249.9,0
"Estate: $815330.17, Debts: $178819.84, Funeral: $8715.97, Bequest: $104325.69.",815330.17,178819.84,8715.97,104325.69,1
"Estate: $552373.38, Debts: $45990.92, Funeral: $5240.71, Bequest: $121942.78.",552373.38,45990.92,5240.71,121942.78,1
"Estate: $619213.50, Debts: $42620.94, Funeral: $9514.47, Bequest: $49825.11.",619213.5,42620.94,9514.47,49825.11,0
"Estate: $543265.92, Debts: $6226.82, Funeral: $9261.32, Bequest: $12488.70.",543265.92,6226.82,9261.32,12488.7,0
"Estate: $275718.69, Debts: $130333.37, Funeral: $8339.02, Bequest: $78815.54.",275718.69,130333.37,8339.02,78815.54,0
"Estate: $750206.90, Debts: $73705.27, Funeral: $7966.11, Bequest: $47606.47.",750206.9,73705.27,7966.11,47606.47,0
"Estate: $352695.13, Debts: $172871.65, Funeral: $9461.51, Bequest: $44691.23.",352695.13,172871.65,9461.51,44691.23,0
"Estate: $121884.37, Debts: $94641.98, Funeral: $5926.65, Bequest: $192012.70.",121884.37,94641.98,5926.65,192012.7,1
"Estate: $680925.07, Debts: $193638.69, Funeral: $5394.85, Bequest: $123643.80.",680925.07,193638.69,5394.85,123643.8,1
"Estate: $259399.61, Debts: $37105.10, Funeral: $6197.55, Bequest: $111818.81.",259399.61,37105.1,6197.55,111818.81,1
"Estate: $946412.73, Debts: $173724.63, Funeral: $8972.89, Bequest: $83739.25.",946412.73,173724.63,8972.89,83739.25,0
"Estate: $958535.72, Debts: $155319.37, Funeral: $5173.35, Bequest: $86359.92.",958535.72,155319.37,5173.35,86359.92,0
"Estate: $923377.95, Debts: $154184.37, Funeral: $7914.03, Bequest: $108640.10.",923377.95,154184.37,7914.03,108640.1,1
"Estate: $433142.83, Debts: $168956.65, Funeral: $9977.19, Bequest: $139589.53.",433142.83,168956.65,9977.19,139589.53,1
"Estate: $113910.95, Debts: $152204.80, Funeral: $9278.48, Bequest: $140727.07.",113910.95,152204.8,9278.48,140727.07,1
"Estate: $935486.71, Debts: $125244.06, Funeral: $7607.23, Bequest: $35167.09.",935486.71,125244.06,7607.23,35167.09,0
"Estate: $485365.73, Debts: $26248.98, Funeral: $5318.20, Bequest: $100522.44.",485365.73,26248.98,5318.2,100522.44,1
"Estate: $969989.34, Debts: $6505.24, Funeral: $9156.87, Bequest: $82979.66.",969989.34,6505.24,9156.87,82979.66,0
"Estate: $967257.98, Debts: $184169.57, Funeral: $7994.89, Bequest: $174234.87.",967257.98,184169.57,7994.89,174234.87,1
"Estate: $867708.51, Debts: $123330.06, Funeral: $5574.66, Bequest: $126652.37.",867708.51,123330.06,5574.66,126652.37,1
"Estate: $365004.00, Debts: $159307.46, Funeral: $5469.29, Bequest: $106968.31.",365004.0,159307.46,5469.29,106968.31,1
"Estate: $446587.96, Debts: $96304.47, Funeral: $9548.13, Bequest: $23963.53.",446587.96,96304.47,9548.13,23963.53,0
"Estate: $866023.00, Debts: $23461.64, Funeral: $8346.00, Bequest: $121521.94.",866023.0,23461.64,8346.0,121521.94,1
"Estate: $385229.80, Debts: $25037.16, Funeral: $9146.43, Bequest: $24323.58.",385229.8,25037.16,9146.43,24323.58,0
"Estate: $252543.47, Debts: $137113.06, Funeral: $9394.89, Bequest: $68104.11.",252543.47,137113.06,9394.89,68104.11,0
"Estate: $601121.14, Debts: $86061.18, Funeral: $7858.86, Bequest: $29425.55.",601121.14,86061.18,7858.86,29425.55,0
"Estate: $942539.30, Debts: $40104.95, Funeral: $7587.23, Bequest: $138722.66.",942539.3,40104.95,7587.23,138722.66,1
"Estate: $726426.82, Debts: $98318.91, Funeral: $7152.14, Bequest: $42044.17.",726426.82,98318.91,7152.14,42044.17,0
"Estate: $613055.05, Debts: $12841.79, Funeral: $6584.73, Bequest: $78980.02.",613055.05,12841.79,6584.73,78980.02,0
"Estate: $187458.84, Debts: $116394.28, Funeral: $7172.98, Bequest: $179239.28.",187458.84,116394.28,7172.98,179239.28,1
"Estate: $653506.50, Debts: $53798.68, Funeral: $8869.40, Bequest: $41658.96.",653506.5,53798.68,8869.4,41658.96,0
"Estate: $991048.47, Debts: $159511.82, Funeral: $8009.62, Bequest: $102053.21.",991048.47,159511.82,8009.62,102053.21,1
"Estate: $226075.61, Debts: $62072.39, Funeral: $9462.62, Bequest: $84435.06.",226075.61,62072.39,9462.62,84435.06,0
"Estate: $566496.69, Debts: $91044.03, Funeral: $7216.90, Bequest: $4606.68.",566496.69,91044.03,7216.9,4606.68,0
"Estate: $889635.76, Debts: $2324.11, Funeral: $8035.45, Bequest: $158758.86.",889635.76,2324.11,8035.45,158758.86,1
"Estate: $766691.76, Debts: $14489.38, Funeral: $8156.54, Bequest: $14740.14.",766691.76,14489.38,8156.54,14740.14,0
"Estate: $727314.17, Debts: $78498.71, Funeral: $7958.49, Bequest: $95376.75.",727314.17,78498.71,7958.49,95376.75,0
"Estate: $732235.68, Debts: $95987.77, Funeral: $8513.17, Bequest: $112574.98.",732235.68,95987.77,8513.17,112574.98,1
"Estate: $423542.04, Debts: $120004.11, Funeral: $6187.17, Bequest: $126056.86.",423542.04,120004.11,6187.17,126056.86,1
"Estate: $364232.66, Debts: $58332.52, Funeral: $7561.82, Bequest: $138037.69.",364232.66,58332.52,7561.82,138037.69,1
"Estate: $828425.04, Debts: $138996.38, Funeral: $5521.12, Bequest: $51401.20.",828425.04,138996.38,5521.12,51401.2,0
"Estate: $829102.06, Debts: $172024.48, Funeral: $6922.56, Bequest: $2985.78.",829102.06,172024.48,6922.56,2985.78,0
"Estate: $880365.09, Debts: $155970.20, Funeral: $7438.34, Bequest: $144965.29.",880365.09,155970.2,7438.34,144965.29,1
"Estate: $921916.50, Debts: $7923.77, Funeral: $8261.12, Bequest: $107595.66.",921916.5,7923.77,8261.12,107595.66,1
"Estate: $560208.16, Debts: $96101.39, Funeral: $9752.66, Bequest: $167387.42.",560208.16,96101.39,9752.66,167387.42,1
"Estate: $551364.67, Debts: $20986.04, Funeral: $8003.26, Bequest: $164456.28.",551364.67,20986.04,8003.26,164456.28,1
"Estate: $818465.66, Debts: $48409.00, Funeral: $8717.97, Bequest: $168821.91.",818465.66,48409.0,8717.97,168821.91,1
"Estate: $684967.54, Debts: $197332.52, Funeral: $7531.33, Bequest: $97533.84.",684967.54,197332.52,7531.33,97533.84,1
"Estate: $731770.19, Debts: $28499.11, Funeral: $8170.52, Bequest: $67392.05.",731770.19,28499.11,8170.52,67392.05,0
"Estate: $816213.40, Debts: $99777.63, Funeral: $5354.66, Bequest: $158520.08.",816213.4,99777.63,5354.66,158520.08,1
"Estate: $901004.81, Debts: $123631.15, Funeral: $6271.96, Bequest: $90807.53.",901004.81,123631.15,6271.96,90807.53,0
"Estate: $404195.64, Debts: $140492.99, Funeral: $6809.27, Bequest: $37505.00.",404195.64,140492.99,6809.27,37505.0,0
"Estate: $438024.66, Debts: $111929.74, Funeral: $7362.47, Bequest: $171139.83.",438024.66,111929.74,7362.47,171139.83,1
"Estate: $184583.75, Debts: $1954.17, Funeral: $5228.24, Bequest: $176629.42.",184583.75,1954.17,5228.24,176629.42,1
"Estate: $620452.13, Debts: $65292.26, Funeral: $5700.12, Bequest: $93795.64.",620452.13,65292.26,5700.12,93795.64,0
"Estate: $132348.05, Debts: $103542.33, Funeral: $6384.07, Bequest: $16064.25.",132348.05,103542.33,6384.07,16064.25,0
"Estate: $519038.22, Debts: $17573.30, Funeral: $9857.66, Bequest: $78177.39.",519038.22,17573.3,9857.66,78177.39,0
"Estate: $588380.17, Debts: $70125.39, Funeral: $6656.74, Bequest: $160903.99.",588380.17,70125.39,6656.74,160903.99,1
"Estate: $357887.13, Debts: $6640.62, Funeral: $7410.21, Bequest: $180453.03.",357887.13,6640.62,7410.21,180453.03,1
"Estate: $631749.93, Debts: $15715.70, Funeral: $5980.49, Bequest: $41491.08.",631749.93,15715.7,5980.49,41491.08,0
"Estate: $127450.22, Debts: $79384.66, Funeral: $8053.90, Bequest: $14327.75.",127450.22,79384.66,8053.9,14327.75,0
"Estate: $133613.37, Debts: $26543.15, Funeral: $6403.42, Bequest: $175592.74.",133613.37,26543.15,6403.42,175592.74,1
"Estate: $840340.50, Debts: $113508.17, Funeral: $6034.96, Bequest: $78491.58.",840340.5,113508.17,6034.96,78491.58,0
"Estate: $424171.58, Debts: $137892.99, Funeral: $7582.86, Bequest: $108810.43.",424171.58,137892.99,7582.86,108810.43,1
"Estate: $214354.46, Debts: $160117.34, Funeral: $5027.53, Bequest: $193645.10.",214354.46,160117.34,5027.53,193645.1,1
"Estate: $570018.93, Debts: $40030.05, Funeral: $5038.32, Bequest: $14246.38.",570018.93,40030.05,5038.32,14246.38,0
"Estate: $792994.20, Debts: $33496.52, Funeral: $6095.34, Bequest: $130015.28.",792994.2,33496.52,6095.34,130015.28,1
"Estate: $294238.92, Debts: $20913.57, Funeral: $5183.61, Bequest: $15746.98.",294238.92,20913.57,5183.61,15746.98,0
"Estate: $660601.43, Debts: $127286.05, Funeral: $5540.13, Bequest: $75718.32.",660601.43,127286.05,5540.13,75718.32,0
"Estate: $176812.72, Debts: $141295.15, Funeral: $6694.30, Bequest: $160959.09.",176812.72,141295.15,6694.3,160959.09,1
"Estate: $146513.55, Debts: $6317.23, Funeral: $9012.93, Bequest: $87260.97.",146513.55,6317.23,9012.93,87260.97,0
"Estate: $578219.17, Debts: $187242.45, Funeral: $7860.24, Bequest: $199439.29.",578219.17,187242.45,7860.24,199439.29,1
"Estate: $586571.61, Debts: $10394.26, Funeral: $7563.34, Bequest: $112252.80.",586571.61,10394.26,7563.34,112252.8,1
"Estate: $673686.91, Debts: $108259.27, Funeral: $6467.44, Bequest: $64911.27.",673686.91,108259.27,6467.44,64911.27,0
"Estate: $753482.20, Debts: $141812.10, Funeral: $9658.77, Bequest: $44802.15.",753482.2,141812.1,9658.77,44802.15,0
"Estate: $978266.87, Debts: $174193.82, Funeral: $6985.08, Bequest: $70753.59.",978266.87,174193.82,6985.08,70753.59,0
"Estate: $564670.31, Debts: $142817.39, Funeral: $5435.46, Bequest: $75134.12.",564670.31,142817.39,5435.46,75134.12,0
"Estate: $390660.83, Debts: $160345.62, Funeral: $8085.33, Bequest: $14674.02.",390660.83,160345.62,8085.33,14674.02,0
"Estate: $815667.58, Debts: $67890.04, Funeral: $5569.19, Bequest: $74545.27.",815667.58,67890.04,5569.19,74545.27,0
"Estate: $343749.03, Debts: $162965.02, Funeral: $6726.12, Bequest: $93383.47.",343749.03,162965.02,6726.12,93383.47,0
"Estate: $495074.28, Debts: $16022.97, Funeral: $7537.06, Bequest: $144824.81.",495074.28,16022.97,7537.06,144824.81,1
"Estate: $170610.74, Debts: $178963.33, Funeral: $9371.11, Bequest: $131689.17.",170610.74,178963.33,9371.11,131689.17,1
"Estate: $122815.67, Debts: $109518.48, Funeral: $7467.73, Bequest: $142044.37.",122815.67,109518.48,7467.73,142044.37,1
"Estate: $966383.57, Debts: $163459.55, Funeral: $8511.29, Bequest: $2664.37.",966383.57,163459.55,8511.29,2664.37,0
"Estate: $852382.11, Debts: $90463.66, Funeral: $9964.08, Bequest: $44315.81.",852382.11,90463.66,9964.08,44315.81,0
"Estate: $726376.79, Debts: $128715.54, Funeral: $5657.45, Bequest: $132675.17.",726376.79,128715.54,5657.45,132675.17,1
"Estate: $468057.65, Debts: $105280.53, Funeral: $6373.66, Bequest: $97313.88.",468057.65,105280.53,6373.66,97313.88,0
"Estate: $255964.89, Debts: $146317.90, Funeral: $6972.88, Bequest: $2057.38.",255964.89,146317.9,6972.88,2057.38,0
"Estate: $240793.34, Debts: $16326.00, Funeral: $7109.14, Bequest: $161094.43.",240793.34,16326.0,7109.14,161094.43,1
"Estate: $325218.61, Debts: $12070.42, Funeral: $7055.11, Bequest: $154789.11.",325218.61,12070.42,7055.11,154789.11,1
"Estate: $594304.00, Debts: $49420.65, Funeral: $9538.06, Bequest: $110135.41.",594304.0,49420.65,9538.06,110135.41,1
"Estate: $743136.33, Debts: $31908.94, Funeral: $8570.16, Bequest: $14226.20.",743136.33,31908.94,8570.16,14226.2,0
"Estate: $694177.64, Debts: $174356.71, Funeral: $8039.53, Bequest: $153536.49.",694177.64,174356.71,8039.53,153536.49,1
"Estate: $351940.51, Debts: $43842.80, Funeral: $6546.86, Bequest: $117159.00.",351940.51,43842.8,6546.86,117159.0,1
"Estate: $959378.75, Debts: $195173.05, Funeral: $9118.95, Bequest: $156610.04.",959378.75,195173.05,9118.95,156610.04,1
"Estate: $764107.23, Debts: $67379.16, Funeral: $9775.30, Bequest: $150597.65.",764107.23,67379.16,9775.3,150597.65,1
"Estate: $598918.65, Debts: $36423.58, Funeral: $9105.99, Bequest: $160797.41.",598918.65,36423.58,9105.99,160797.41,1
"Estate: $650548.67, Debts: $157939.70, Funeral: $5007.83, Bequest: $104083.61.",650548.67,157939.7,5007.83,104083.61,1
"Estate: $477640.06, Debts: $131741.56, Funeral: $8182.01, Bequest: $28924.58.",477640.06,131741.56,8182.01,28924.58,0
"Estate: $322957.89, Debts: $99639.14, Funeral: $5255.68, Bequest: $134560.34.",322957.89,99639.14,5255.68,134560.34,1
"Estate: $420375.41, Debts: $111072.71, Funeral: $6288.04, Bequest: $124474.28.",420375.41,111072.71,6288.04,124474.28,1
"Estate: $782061.50, Debts: $143840.36, Funeral: $5297.62, Bequest: $148708.38.",782061.5,143840.36,5297.62,148708.38,1
"Estate: $112954.14, Debts: $45690.95, Funeral: $8018.98, Bequest: $34806.32.",112954.14,45690.95,8018.98,34806.32,0
"Estate: $204465.38, Debts: $199266.78, Funeral: $8432.95, Bequest: $39800.06.",204465.38,199266.78,8432.95,39800.06,0
"Estate: $141402.38, Debts: $194958.63, Funeral: $5572.44, Bequest: $178191.49.",141402.38,194958.63,5572.44,178191.49,1
"Estate: $136655.92, Debts: $130065.14, Funeral: $6919.19, Bequest: $150245.58.",136655.92,130065.14,6919.19,150245.58,1
"Estate: $869914.53, Debts: $39908.49, Funeral: $7281.18, Bequest: $181737.47.",869914.53,39908.49,7281.18,181737.47,1
"Estate: $733292.07, Debts: $136045.65, Funeral: $6845.27, Bequest: $151984.35.",733292.07,136045.65,6845.27,151984.35,1
"Estate: $526756.45, Debts: $14439.68, Funeral: $5605.13, Bequest: $119833.91.",526756.45,14439.68,5605.13,119833.91,1
"Estate: $188050.74, Debts: $6130.50, Funeral: $7094.74, Bequest: $131172.41.",188050.74,6130.5,7094.74,131172.41,1
"Estate: $542454.29, Debts: $51536.58, Funeral: $8755.89, Bequest: $177936.46.",542454.29,51536.58,8755.89,177936.46,1
"Estate: $526124.59, Debts: $92524.59, Funeral: $5355.04, Bequest: $116182.54.",526124.59,92524.59,5355.04,116182.54,1
"Estate: $255881.68, Debts: $173654.50, Funeral: $5400.90, Bequest: $126845.87.",255881.68,173654.5,5400.9,126845.87,1
"Estate: $490466.48, Debts: $145433.81, Funeral: $6773.86, Bequest: $32138.87.",490466.48,145433.81,6773.86,32138.87,0
"Estate: $458654.26, Debts: $148541.30, Funeral: $9708.63, Bequest: $95310.32.",458654.26,148541.3,9708.63,95310.32,0
"Estate: $654265.09, Debts: $85098.67, Funeral: $8342.86, Bequest: $143563.03.",654265.09,85098.67,8342.86,143563.03,1
"Estate: $671584.29, Debts: $69187.00, Funeral: $8393.35, Bequest: $54917.60.",671584.29,69187.0,8393.35,54917.6,0
"Estate: $140773.61, Debts: $74207.75, Funeral: $6809.60, Bequest: $41248.58.",140773.61,74207.75,6809.6,41248.58,0
"Estate: $437151.35, Debts: $197529.91, Funeral: $7968.30, Bequest: $63451.53.",437151.35,197529.91,7968.3,63451.53,0
"Estate: $663273.92, Debts: $8021.84, Funeral: $5050.66, Bequest: $49058.62.",663273.92,8021.84,5050.66,49058.62,0
"Estate: $552822.63, Debts: $173406.30, Funeral: $8180.48, Bequest: $43767.61.",552822.63,173406.3,8180.48,43767.61,0
"Estate: $870840.86, Debts: $115735.08, Funeral: $9566.43, Bequest: $85545.32.",870840.86,115735.08,9566.43,85545.32,0
"Estate: $692824.27, Debts: $87723.08, Funeral: $8062.87, Bequest: $181659.86.",692824.27,87723.08,8062.87,181659.86,1
"Estate: $246640.98, Debts: $145051.53, Funeral: $9368.49, Bequest: $101904.87.",246640.98,145051.53,9368.49,101904.87,1
"Estate: $163511.87, Debts: $97333.79, Funeral: $8619.87, Bequest: $38396.16.",163511.87,97333.79,8619.87,38396.16,0
"Estate: $678177.35, Debts: $174684.65, Funeral: $5602.79, Bequest: $16317.36.",678177.35,174684.65,5602.79,16317.36,0
"Estate: $123860.18, Debts: $180140.37, Funeral: $9512.27, Bequest: $139535.07.",123860.18,180140.37,9512.27,139535.07,1
"Estate: $627198.02, Debts: $84344.19, Funeral: $5332.22, Bequest: $77176.95.",627198.02,84344.19,5332.22,77176.95,0
"Estate: $946207.22, Debts: $55365.56, Funeral: $7669.84, Bequest: $164544.36.",946207.22,55365.56,7669.84,164544.36,1
"Estate: $617926.76, Debts: $118470.07, Funeral: $5710.69, Bequest: $132242.64.",617926.76,118470.07,5710.69,132242.64,1
"Estate: $449352.93, Debts: $182472.67, Funeral: $5058.53, Bequest: $159452.05.",449352.93,182472.67,5058.53,159452.05,1
"Estate: $678959.40, Debts: $42132.44, Funeral: $7110.17, Bequest: $55117.26.",678959.4,42132.44,7110.17,55117.26,0
"Estate: $512427.60, Debts: $124593.32, Funeral: $6475.20, Bequest: $138779.43.",512427.6,124593.32,6475.2,138779.43,1
"Estate: $591055.11, Debts: $126312.04, Funeral: $7430.00, Bequest: $53548.33.",591055.11,126312.04,7430.0,53548.33,0
"Estate: $947318.33, Debts: $146622.60, Funeral: $7886.00, Bequest: $187874.63.",947318.33,146622.6,7886.0,187874.63,1
"Estate: $447492.37, Debts: $26313.54, Funeral: $5218.70, Bequest: $127638.48.",447492.37,26313.54,5218.7,127638.48,1
"Estate: $965071.51, Debts: $143164.99, Funeral: $5615.02, Bequest: $65577.85.",965071.51,143164.99,5615.02,65577.85,0
"Estate: $914815.58, Debts: $181806.50, Funeral: $7793.21, Bequest: $54632.86.",914815.58,181806.5,7793.21,54632.86,0
"Estate: $276212.02, Debts: $35936.62, Funeral: $6715.84, Bequest: $38994.39.",276212.02,35936.62,6715.84,38994.39,0
"Estate: $162425.17, Debts: $47508.66, Funeral: $8645.87, Bequest: $139233.55.",162425.17,47508.66,8645.87,139233.55,1
"Estate: $190700.20, Debts: $194279.02, Funeral: $8261.46, Bequest: $44524.41.",190700.2,194279.02,8261.46,44524.41,0
"Estate: $116399.64, Debts: $36195.39, Funeral: $9228.02, Bequest: $119465.35.",116399.64,36195.39,9228.02,119465.35,1
"Estate: $184998.66, Debts: $170877.02, Funeral: $8462.46, Bequest: $53662.37.",184998.66,170877.02,8462.46,53662.37,0
"Estate: $714706.10, Debts: $98455.57, Funeral: $7149.66, Bequest: $132731.82.",714706.1,98455.57,7149.66,132731.82,1
"Estate: $164069.78, Debts: $49446.21, Funeral: $8364.83, Bequest: $163173.01.",164069.78,49446.21,8364.83,163173.01,1
"Estate: $387078.07, Debts: $174149.98, Funeral: $6376.91, Bequest: $155827.02.",387078.07,174149.98,6376.91,155827.02,1
"Estate: $860387.78, Debts: $89061.05, Funeral: $6531.57, Bequest: $152409.41.",860387.78,89061.05,6531.57,152409.41,1
"Estate: $120944.74, Debts: $102963.47, Funeral: $8944.93, Bequest: $38356.76.",120944.74,102963.47,8944.93,38356.76,0
"Estate: $833021.63, Debts: $71846.67, Funeral: $7232.10, Bequest: $18588.60.",833021.63,71846.67,7232.1,18588.6,0
"Estate: $353669.30, Debts: $118590.17, Funeral: $8991.90, Bequest: $140090.82.",353669.3,118590.17,8991.9,140090.82,1
"Estate: $206348.34, Debts: $32704.77, Funeral: $9112.11, Bequest: $74301.10.",206348.34,32704.77,9112.11,74301.1,0
"Estate: $727063.45, Debts: $78216.31, Funeral: $9287.81, Bequest: $87036.90.",727063.45,78216.31,9287.81,87036.9,0
"Estate: $666048.56, Debts: $193882.46, Funeral: $9583.18, Bequest: $7198.67.",666048.56,193882.46,9583.18,7198.67,0
"Estate: $889724.81, Debts: $51626.69, Funeral: $7154.93, Bequest: $52655.71.",889724.81,51626.69,7154.93,52655.71,0
"Estate: $761563.94, Debts: $131347.33, Funeral: $6594.33, Bequest: $7701.60.",761563.94,131347.33,6594.33,7701.6,0
"Estate: $823132.84, Debts: $65038.01, Funeral: $7910.99, Bequest: $175957.97.",823132.84,65038.01,7910.99,175957.97,1
"Estate: $353831.12, Debts: $154694.63, Funeral: $6855.86, Bequest: $49435.94.",353831.12,154694.63,6855.86,49435.94,0
"Estate: $259695.59, Debts: $26174.73, Funeral: $8005.37, Bequest: $111910.10.",259695.59,26174.73,8005.37,111910.1,1
"Estate: $775553.28, Debts: $193964.21, Funeral: $8527.93, Bequest: $8756.88.",775553.28,193964.21,8527.93,8756.88,0
"Estate: $826151.27, Debts: $90757.91, Funeral: $8442.03, Bequest: $133702.63.",826151.27,90757.91,8442.03,133702.63,1
"Estate: $991454.63, Debts: $47210.09, Funeral: $6872.76, Bequest: $65282.44.",991454.63,47210.09,6872.76,65282.44,0
"Estate: $471355.91, Debts: $14699.35, Funeral: $5834.30, Bequest: $179685.92.",471355.91,14699.35,5834.3,179685.92,1
"Estate: $434816.28, Debts: $33951.58, Funeral: $7152.65, Bequest: $177735.52.",434816.28,33951.58,7152.65,177735.52,1
"Estate: $798771.66, Debts: $103954.79, Funeral: $5712.97, Bequest: $65732.83.",798771.66,103954.79,5712.97,65732.83,0
"Estate: $406723.19, Debts: $67400.64, Funeral: $9450.49, Bequest: $180291.22.",406723.19,67400.64,9450.49,180291.22,1
"Estate: $937681.59, Debts: $165776.67, Funeral: $6729.39, Bequest: $199235.38.",937681.59,165776.67,6729.39,199235.38,1
"Estate: $872571.48, Debts: $86177.50, Funeral: $5772.30, Bequest: $165257.72.",872571.48,86177.5,5772.3,165257.72,1
"Estate: $486094.62, Debts: $49742.85, Funeral: $5127.24, Bequest: $169129.40.",486094.62,49742.85,5127.24,169129.4,1
"Estate: $775783.96, Debts: $123429.00, Funeral: $8229.11, Bequest: $50552.74.",775783.96,123429.0,8229.11,50552.74,0
"Estate: $779088.59, Debts: $141355.44, Funeral: $8184.51, Bequest: $115763.78.",779088.59,141355.44,8184.51,115763.78,1
"Estate: $192811.48, Debts: $33408.38, Funeral: $6703.02, Bequest: $14383.93.",192811.48,33408.38,6703.02,14383.93,0
"Estate: $912297.62, Debts: $33523.84, Funeral: $5358.56, Bequest: $19888.67.",912297.62,33523.84,5358.56,19888.67,0
"Estate: $554727.14, Debts: $7334.29, Funeral: $7048.14, Bequest: $199779.63.",554727.14,7334.29,7048.14,199779.63,1
"Estate: $843811.72, Debts: $147280.40, Funeral: $6556.09, Bequest: $66001.21.",843811.72,147280.4,6556.09,66001.21,0
"Estate: $388044.64, Debts: $132760.91, Funeral: $8385.60, Bequest: $149888.60.",388044.64,132760.91,8385.6,149888.6,1
"Estate: $905970.91, Debts: $94926.18, Funeral: $8028.90, Bequest: $161526.35.",905970.91,94926.18,8028.9,161526.35,1
"Estate: $450281.51, Debts: $168834.09, Funeral: $6822.97, Bequest: $171746.63.",450281.51,168834.09,6822.97,171746.63,1
"Estate: $109753.89, Debts: $161134.03, Funeral: $6089.46, Bequest: $199528.03.",109753.89,161134.03,6089.46,199528.03,1
"Estate: $914843.78, Debts: $117070.87, Funeral: $9940.18, Bequest: $49057.80.",914843.78,117070.87,9940.18,49057.8,0
"Estate: $182158.01, Debts: $173654.26, Funeral: $7270.01, Bequest: $9029.81.",182158.01,173654.26,7270.01,9029.81,0
"Estate: $387382.27, Debts: $41168.24, Funeral: $8441.37, Bequest: $82827.11.",387382.27,41168.24,8441.37,82827.11,0
"Estate: $955055.77, Debts: $22383.92, Funeral: $5702.76, Bequest: $26886.05.",955055.77,22383.92,5702.76,26886.05,0
"Estate: $955546.43, Debts: $53949.92, Funeral: $7427.95, Bequest: $5462.75.",955546.43,53949.92,7427.95,5462.75,0
"Estate: $616094.10, Debts: $11417.37, Funeral: $5137.68, Bequest: $72724.94.",616094.1,11417.37,5137.68,72724.94,0
"Estate: $668653.49, Debts: $106233.91, Funeral: $7527.28, Bequest: $156963.91.",668653.49,106233.91,7527.28,156963.91,1
"Estate: $503600.97, Debts: $187321.14, Funeral: $9820.09, Bequest: $113669.96.",503600.97,187321.14,9820.09,113669.96,1
"Estate: $363889.69, Debts: $7868.71, Funeral: $6921.03, Bequest: $63242.82.",363889.69,7868.71,6921.03,63242.82,0
"Estate: $395798.09, Debts: $24421.98, Funeral: $5194.98, Bequest: $131214.06.",395798.09,24421.98,5194.98,131214.06,1
"Estate: $705266.61, Debts: $90439.81, Funeral: $5154.78, Bequest: $47171.62.",705266.61,90439.81,5154.78,47171.62,0
"Estate: $777137.08, Debts: $186775.00, Funeral: $6939.93, Bequest: $3861.91.",777137.08,186775.0,6939.93,3861.91,0
"Estate: $812421.14, Debts: $63231.22, Funeral: $5800.12, Bequest: $153106.32.",812421.14,63231.22,5800.12,153106.32,1
"Estate: $810656.33, Debts: $101446.96, Funeral: $5116.76, Bequest: $125124.87.",810656.33,101446.96,5116.76,125124.87,1
